登記案號,序號,職稱,姓名,網站連結
055法登000263,1,董事長,王強華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1rxmLRiNts_R2dMHQ1sTI_1tpSoxW_we57SeWjGtkEGrIlJ4rBc4xJc=
055法登000263,2,"董  事","趙  登",https://aomp109.judicial.gov.tw/judbp/whd6k/q/vLJTXXXHtWMa4UnwFfGVTSmrLbE6d3PfBjWjpAsdiYk5x7DdnshbHFQ=
055法登000263,3,"董  事",林慶福,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zBoxhkgGuWbKo2xEdcTlZJ6fgfX_XgSP0_hDiM7RChRScBBD4LdZE3k=
055法登000263,4,"董  事",張名遠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/L0PvCZFqcoGETY3WGq7ZsTibizAd-USF8bpKYKsMOl5dvo5E3uNBtPs=
055法登000263,5,"董  事",簡梧賜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/c76a-73AK2efmYhoXxXS5qN3JfqwrVJcEQkcm_CydRaxD8sXT6lSIqs=
055法登000263,6,"董  事",傅敦枝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RbI2WlRqtGZIN4QRLUHvNs4HWSb32GfclGC4TAHWsXIA0GKMHq0Pv_Y=
055法登000263,7,"董  事",盧培新,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i34YZJkO4EawHeVWua3SzwJNXFrAe0L_sfcGtDiLhfvT1PQetVdBf48=
055法登000263,8,"董  事",侯世傑,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Dt0og1APG_NJjENJ0a-fUZxGZEIBkFGIo5S0E43grWUW10BgFRY7Gc0=
055法登000263,9,"董  事",徐卿玉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Z7x3qdqbW1Vjm0NtsTGlD7swmAWuAy3MgCyiaUzHS6i7NVojx2VvMVo=
055法登000263,10,"董  事",簡其松,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ccA4cMLh1PcnO_ye3n_HDjbXeJKRiV495-ycaqYrdJI_Q1ia3Ug6xpY=
055法登000263,11,"董  事",連明智,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2xg3KGfBzzMBRteAAv-3GpcGAAR--MmOr9XYngJLSw6u00i9qwljr7w=
055法登000280,1,董事長,柯寶祝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hP3ptwFcNcYuuVo8VWyiBM3jpKL4a3HarLqw0IJDDfjerR6wcemUaRM=
055法登000280,2,"董  事",陳春吉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cUZ7-1UirFSrO42CEvXSq4_f9H1bK3wepM4zRRMpCz32zx90rWX0iGQ=
055法登000280,3,"董  事",黃金池,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qRqyecviXLWyjpBr5Ps1tPlHH6kRpraOBISw2ugC4MXnPFlPKOeu5e4=
055法登000280,4,"董  事",陳永富,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eqZQVVeFCdONsN_Z64lahEWA30-NazOcNWsTkUdiqEMFlfzygSJ8uQQ=
055法登000280,5,"董  事","林  市",https://aomp109.judicial.gov.tw/judbp/whd6k/q/DftGmgtHuzQ_RQ_9FZIBLHgZtLijJ8DcxK-dwCYqO62nbsCPaxwAjT8=
055法登000280,6,"董  事",徐秀釧,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fRD-3z7v5X979k8WEUgbFiz-Q5SArH97J-p0q8B1BDe9DB4rVBkNjmw=
055法登000280,7,"董  事",林利倫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yQ8ioXzkFrD9TwJ5CXFksOSKX6IX4vp8Qot8cc8J5qrtUpzoxiaHbyY=
