登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
098法登他000001,1,2,林光輝,266,0980106,0980107,0980107,6冊83頁,1,3,郭明俊,財團法人桃園縣私立景福宮慈善基金會,0870903,桃園市中正路208號,老人福利、老人安養、老人療養、老弱無依之收容救助、兒童救助。,捐助,桃園縣政府中華民國87年9月3日87府社合字第140793號,永久,30000000.00,1,0980107,0980225,0980202,,,,,,
098法登他000002,1,2,林光輝,13,0980114,0980115,0980115,1冊49頁,1,14,劉獻堂,財團法人台灣省桃園縣私立振聲高級中學,0551004,桃園縣桃園市復興路439號,遵照國家教育暨現行教育法令之規定，辦理高級中學，兼辦職業科、附設國民中學部，暨附設高級進修補習學校並謀其健全發展。,捐助,台灣省政府教育廳54年7月28日教二字第44653號函核定,無限期,777201511.00,1,0980115,0980225,0980211,,財產總額增減,,,,
098法登他000003,1,2,林光輝,51,0980114,0980115,0980115,2冊47頁,1,13,林明華,財團法人桃園縣至善高級中學,0740206,桃園縣大溪鎮康莊路645號,以創辦至善高級中學以陶冶青年身心，培養健全公民，奠定研究學術或學習專門知能之預備及培育高級工商技術人員，並謀求其發展為目的。,捐助,台灣省政府教育廳62年6月7日許可設立,無限期,270194681.00,1,0980115,0980406,0980220,,財產總額增減,,,,
098法登他000004,1,2,林光輝,11,0980114,0980115,0980115,1冊41頁,1,15,王椿安,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅鎮埔心中興路137號,"發展教育,培育青年。",捐助,台灣省政府教育廳中華民國54年8月24日,永久,638345113.00,1,0980115,0980225,0980202,,財產總額增減,,,,
098法登他000006,2,2,林光輝,179,0980119,0980120,0980120,5冊9頁,2,7,林進榮,社團法人中華民國旅行業品質保障協會,0850725,分事務所：桃園市中山路545號17樓,本會以提高旅遊品質，保障消費者權益為宗旨。,社員會費,內政部78年10月27日台（７８）內社字第745654號函。,永久,258483626.00,1,0980120,0980309,0980211,,"董監改選,修改章程",,,,
098法登他000007,1,2,林光輝,248,0980121,0980122,0980122,6冊47頁,2,3,呂允仁,財團法人台灣省桃園縣龍潭基督徒聚會處,0870601,桃園縣龍潭鄉干城路一二０號,以宣揚耶穌基督福音，培養信徒靈性，並舉辦慈善公益事業為宗旨。,捐助,桃園縣政府八十七年府民禮字第０五五七九六號,永久,2225400.00,1,0980122,0980424,0980227,,董監改選,,,,
098法登他000008,1,2,林光輝,495,0980121,0980123,0980123,11冊41頁,2,3,郭蔡文,財團法人桃園縣取得私有既成道路基金會,0931221,桃園市縣府路1號7樓,以協助桃園縣政府取得桃園縣轄區內私有既成道路及其他公共設施保留地，以健全都市及交通發展為目的。,桃園縣政府捐助,桃園縣政府中華民國93年12月16日府工土字第0930329555號函,永久,10000000.00,1,0980123,0980309,,,董監改選,,,,
098法登他000009,1,2,林光輝,190,0980121,0980122,0980122,5冊31頁,2,5,許銅,財團法人桃園縣私立平鎮教養院,0860111,桃園縣平鎮市東勢8鄰東勢45之6號,智能障礙者施以妥善照顧，訓練其獨立生活之能力。,捐助,桃園縣政府85府社福字第270851號,永久,1000000.00,1,0980122,0980225,0980219,,,,,,
098法登他000010,1,2,林光輝,39,0980121,0980122,0980122,1冊139頁,2,13,馬世澤,財團法人萬能科技大學,0610327,桃園縣中壢市水尾里萬能路1號,以創辦萬能科技大學並謀其發展為目的。,捐助。,教育部中華民國60年10月13日台（六十）專23728號函,永久。,3106067592.00,1,0980122,0980309,0980216,,"董監改選,變更財產總值",,,,
098法登他000011,1,2,林光輝,490,0980203,0980203,0980203,11冊31頁,2,2,阮美娜,財團法人毅嘉科技教育基金會,0931118,桃園縣龜山鄉華亞二路268號,本會秉持回饋社會的理念，致力於建構優質社會人文環境提倡正當休閒活動，以提昇全民休閒生活品質，鼓勵科技與學術創新，深化基礎教育，推動終身學習，培養國際化專業人才推動賢能治國，厚植國家競爭力為宗旨。,捐助,中華民國93年11月4日教育部台社（四）字第0930142667號,永久,30000000.00,1,0980203,0980416,0980312,,董監改選,,,,
098法登他000012,2,2,林光輝,489,0980203,0980203,0980203,11冊29頁,2,4,范姜淡,社團法人桃園縣范姜宗親會,0931110,桃園縣新屋鄉中正路110巷9號,"維繫宗親之感情，增進宗親彼此間之認識，緬懷祖先遺德及忠孝節義精神，發揚固有文化，促進社會安和樂利，以及對祠堂、祖塔之管理維護，服務宗親和保障宗親權益
。",會費等,桃園縣政府中華民國89年1月12日（89）府社合字第006328號,永久,697236.00,1,0980219,0980313,0980303,,理、監事變更,,,,
098法登他000013,1,2,林光輝,315,0980203,0980203,0980203,7冊83頁,1,4,楊弘仁,財團法人桃園縣私立怡德養護中心,0881005,桃園縣桃園市三民路106號10樓,協助政府推行有關老人福利事業、辦理老人養護、安養福利事業、推動有關社會福利措施。,捐助,桃園縣政府中華民國88年8月19日88府社助字第146956號,永久,132118000.00,1,0980203,0980225,0980211,,增聘四席董事,,,,
098法登他000014,2,2,林光輝,548,0980204,0980204,0980204,12冊47頁,2,3,莊贊靈,社團法人桃園縣宣愛社區關懷協會,0950103,桃園縣中壢市興平路45號1樓,本會為依法設立，非以營利為目的之社會團體，係結合基督徒的知識與專業，從事重視生命、傳播真愛及社區關懷的研究與互動、以促進社區祥和、提昇社區文化為目的，以俾成為地方社區的力量。,會費等,桃園縣政府中華民國93年9月14日府社行字第0930239181號,永久,0.00,1,0980204,0980313,0980219,,,,,,
098法登他000015,1,2,林光輝,11,0980204,0980204,0980204,1冊41頁,1,15,王椿安,財團法人台灣省桃園縣私立治平高級中學,0550819,桃園縣楊梅鎮埔心中興路137號,"發展教育,培育青年。",捐助,台灣省政府教育廳中華民國54年8月24日,永久,638345113.00,1,0980204,0980225,0980213,,董事補選,,,,
098法登他000016,1,2,林光輝,185,0980210,0980227,0980227,5冊21頁,2,5,林熺達,財團法人大溪鎮大嵙崁文教基金會,0851009,桃園縣大溪鎮民權東路16巷21弄8號,提昇本鎮文化水準，拓展參與文化活動層面。,捐助,桃園縣政府85年10月2日（８５）府教社字第149778號函,永久,5430000.00,1,0980227,0980513,0980318,,董監改選,,,,
098法登他000017,1,2,林光輝,6,0980210,0980211,0980211,1冊21頁,2,16,王紹堉,財團法人台灣省桃園縣私立復旦高級中學,0491216,桃園縣平鎮市復旦路2段122號,辦理高級中學及附設高級中學進修學校並謀其健全發展。,捐助,台灣省教育廳49年12月12日,永久,416329804.00,1,0980211,0980309,0980227,,董監改選、財產總額增減,,,,
