登記案號,序號,分事務所地址,網站連結
098法登他000002,1,高雄市左營區榮耀街32號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6ax9gLGJ6rmtRxMwD0oUDQipOEE2yMjon4blCKCEZsXwWsIOmGPwv-kPk3g=
098法登他000002,2,花蓮縣鳳林鎮光華路52號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ttjJUFUXlm_VG_iLvhHrF3iTyMTt8vNz2gPwiQlwigCBarmvmYUp6FylRZY=
098法登他000016,1,高雄市前金區中正四路一四八號七樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iU6tpB4KL17swzzi3fUO66Rps3r1SD6s3Uz3Bu-uH9pMSvHGb2wxXZElook=
098法登他000078,1,台北市松江路289號1104室,https://aomp109.judicial.gov.tw/judbp/whd6k/q/F7p0mbHYY95uWZmUJCuDMq_enscpdAne2UQJAEJdppS7Fk-YfKrRjS_qZh8=
098法登他000100,1,台北縣汐止市新台五路1段104號8樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Hm0b0ZbIfqnFDEAbJJWnJDoMyiX2RlvA3mDUIF2dl7lHjsu3-Yr804tVQWw=
098法登他000102,1,台北縣林口鄉四維路118號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MZO7R59VuxjoSjpEuz3w6JntyfCGoqSogMGJx1alAfNS3tVG5BhriBt_iQ==
098法登他000121,1,台中市自由路1段98之1號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wiP65i7ONvxL28bx3FaG4NroRwx8Xcd0_brbAtqnuBQqnh-02vuj5Ec3j7s=
098法登他000121,2,高雄市苓雅區光華一路129號10樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IDGUQE1yMM2YNGL23yEWFeQ-OjudWinLqHnF-tWF1lAFuE32ANRjzuxn-tk=
098法登他000161,2,台北市忠孝東路4段181巷17號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FXS89wIPYPY31E9Vbkl1ue1muNfoghQw5ezlzC4EHMbh8576WI4TzKZylWIw9jA=
098法登他000161,3,台北市北投區崇仁路1段17巷1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4kPiQmBmwN5S2nXOv0ZzhsuV_OPXt7gxKBS1DLPEQ5QbHQqcFYhrEXMMGOKEBgg=
098法登他000161,4,台北縣中和市景平路465號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LH8BG8AMNe8kfPz-Kd4MiMg-pHIdKOF-Q64HT7ki5s5YoYQgU80Mjjk-2MTRb_U=
098法登他000161,5,台北縣新店市三民路151號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JESz0YdsEmsiGE01W67jPJw4qsiPwmkKaHgwpIOIf1UPNtRFzwKQGqA2AHnXVmg=
098法登他000161,6,台北縣中和市員山路150巷2弄10號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qMONFbwJU5NB5YqfTv_gB3vnRQKOfteyjywafQjXcuwYglDCtixswykIRhxcGBo=
098法登他000161,7,台中縣豐原市中山路424號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VX5T6gjO_31aS9w6NFM8kX3CZ0_pZknB5THlWGj4G17CDlQXfsYQPZs9gfC01gs=
098法登他000161,8,台中縣東勢鎮第四橫街20號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fIxRU4fheoazvWxJ9He9a6s-BcVJIA98KJ1XmxZr6tc2vnjfXHw_MqEszhdehQw=
098法登他000161,9,台中縣新社鄉興社街4段57巷2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/M78w3f3hk_ptKxLAy-FTd7e92S5gTeLMpIU9cJtPTh-apXhbXsbYiRlfFpKOJxI=
098法登他000161,10,台中市青島路1段416號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xFxu7guI6we6zdRt8eVJMHnuqIzeCnGBwDY-Oen7pnzq_QaMXmU1oRycNJToCVM=
098法登他000161,11,屏東市中華路86號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AhN2Vqa6yTqyxn-y1PmNfJpV_4-Yow7XtOcGREnJmAY5QWbIU6PB7OspfjR8fS4=
098法登他000161,12,屏東市廣興里86之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8EY5lqS6T0YTy_3eEcqFO8vc-_unz2ZhJLLHYvnYXcSGE6Ez567uzsaHv9NpLbw=
098法登他000161,13,台北縣新店市永業路81巷7弄31號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PVDbFNHApkFlshCBZpsMir-dEOl-yNc3wYr-f1AIi91FoNrzx_nP2HVsTTxduaw=
098法登他000161,14,台北市內湖區內湖路2段136號Ｂ1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PlNAoqw7_6efbeff-jZ-QeRx2ojdbxhAwRjDzFRNMtNNouCv-6I2-kDDP8LoXvI=
098法登他000161,15,台北縣新店市安民街67號1、2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/swKnD4OqASpXheiFOS9vegwHMNXl0Ej8t3RjE5yJk_cf_29k3z3nTUR0r8pJSdg=
098法登他000161,16,台北縣中和市復興路69之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CRLG0CFTKnb0a8UDjmKpgOQImQfo4PTe3yPSN7mUrixdZOwciqOTSo4LIjHlm2E=
098法登他000161,17,台中市西屯路2段282巷50號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QxKr6cN6SryUjmKNuK_8tTWyo6NkJIJ77hJHNOGXUxynle_yYzpm3KtnDCE_2hQ=
098法登他000161,18,桃園縣平鎮市莒光路1號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/g27egHkt_pG8y4VTuz7SXY0-KwonxwKm7JSfDC19kQ2LaFKnbEwGRnDOTZMd8ng=
098法登他000161,19,台中縣潭子鄉勝利九街49號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-Lz72emZrEsawNj4e55flidxCgv1eiF-SVrPKixo-jG-fIncVPGhG0nqPm-4rTw=
098法登他000161,20,台北縣新店市如意街110號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cla1YIKEH8DAscwvr9FuLV9aA4KT8z3m2uduqL7heXjdHti7xNcjn5ly102sPpE=
098法登他000161,21,台北市信義區東興路43號8樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2flI3N3zWzp_53L8_zm6UGz14o_PEOFatEOI2Fb3YF7QFgw9I0_mIxKl3g2SGzY=
098法登他000161,22,台北縣新店市華城二路2巷2弄2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KTTmZOPVAicf_WzK9-TQ3nm5tyMNoGT4fy8WsF01Wl9C34hNt8K9idfrDMkPSEE=
098法登他000161,23,台北縣板橋市中正路176號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZyibFp4AgAzpC7GqWkJlwO0wiOpZYfkm6mNIKinhqeIZTN-Q5Op7E_kjJ5KNGvA=
