登記案號,序號,分事務所地址,網站連結
098法登他000005,1,台北市羅斯福路6段110號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v2AsoQZvOUSizCjy4icfq3UgPIyULYpLwZooMPCiye9LyTElMDU5ZhBglA4=
098法登他000007,1,台北縣永和市永平路51號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/r5x3DZu6mM94SGj8BZ9Z4NlwZZErOoV6rYAw5rMpId7HrwYYd8EaYQr5nSo=
098法登他000007,2,台中市北屯區水湳路136之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MqzVWs_eCiukRcZkUJtVlGMuwEU0ml-XtmqX6O1bNQPmhhB6vELs-JxpzFo=
098法登他000007,3,台中市南屯區文心南一路67號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7ha86iHgDqtGS18clRKYaxepsWZWl9X3TFaDgh9BRKNhtSYzj_KN6sBAd5s=
098法登他000007,4,高雄市三民區信國路4號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kU1vAFQyKzPlT0Z0Sx0xQct_J98WYfSegjJGvrN5_aYUg--WNdQOez9nc-k=
098法登他000007,5,台北縣永和市文化路113巷48號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PyL8cFbpFr88UgSBHV8rIHaHYeVl3xyIo6lBD0dP42gEGtXzEEGjW7onwCc=
098法登他000007,6,宜蘭縣羅東鎮純精路2段62號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WDxLiuTn1DAik62jfeE7yB3eCP-yfywVSXR6vRV2KJXZtHIBlOy8H4SF5lQ=
098法登他000007,7,高雄縣仁武鄉八卦村永仁街326號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yVurRAGbtIOCOY4QG00Ri-5V9iV6OBgC_YtElVXJXMOgIr_KW4fuioDEABE=
098法登他000007,8,台北縣新店市安興路21之1號18樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/G4v23aTbi3HFoxLVQRdM7VZCdgUQs-YmkIQIbrvAwAj0iYSlCXlWZpD32W8=
098法登他000007,9,屏東縣新園鄉南興路135之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2rHDDUDgFvMkamHAazGjpnpn1clwms5WIFw6-6EsA-o76RvHI173ipUgLCQ=
098法登他000060,1,宜蘭分事務所：宜蘭縣宜蘭市女中路17之3號3樓之2,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7G6XtrkjIjfpPuA2_t2tkh-qGr5KLLPX1vFFogTkx0dXsyW2AZTQ4oVfhog=
098法登他000064,1,宜蘭分事務所：宜蘭縣宜蘭市慈安路27號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/t_D1cVCYyzgzIoTZBoigfJUt6IsIJXz0qmCdg7HCitWXf2TliFbnTMJN-08=
098法登他000067,1,台北市羅斯福路6段110號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-VBgNJmCf__3ueA4sr_7oVg7xruWzAa28Rvd4cLgKYvEIkuql2ZO5G5kHHc=
098法登社000005,1,宜蘭縣員山鄉水源路165巷10號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8rJRYwoaPoO5GxNEiuoFkzXLLjQtxkhpYksLx2tVpoPH9onAGDW8IbJiFgQ=
098法登社000012,1,台北縣三峽鎮竹崙路61號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TqR-4EOQK96eSWCtmsVCaI-fsWpPsSj5cUtZ2ncq7-BzZGXVmOFAAzTLNYg=
