登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
093法登他000001,1,2,李昆曄,8,0930205,0930216,0930216,1冊8頁,1,0,趙繼剛,財團法人台灣省台東縣基督教會,0560809,台東市大同路五十號,為宣揚福音，領人歸主。,由本教會信徒及其他教會人士所捐。,台東縣政府五十五年四月二十七日,永久存立,10365400.00,1,0930216,0930902,0930216,,,,,,
093法登他000005,2,2,賴正發,59,0930412,0930412,0930413,3冊59頁,1,0,孫楊碧霞,社團法人台東縣肢體障礙協會,0860222,台東市更生路六二九號,"協助身心障礙者自立自強,使人盡其才,達成殘而不廢,自立更生之目的。","由會員,社會人士捐助及政府補助。","台東縣政府。  八十一年五月二十四 日",永久存立。,50000.00,1,0930412,0930902,0930413,,,,,,
093法登他000006,2,2,賴正發,53,0930413,0930413,0930414,3冊53頁,1,0,陳芬蘭,社團法人台東縣智障者家長協會,0850719,台東市新生路五五二之一號,以促進智障者之權益，提昇啟智教育及智障福利機構之水準，並爭取政府及社會大眾對智障者之重視與關懷。,入會費、常年會費、一般捐款。,八十年十二月八日。,永久,2000000.00,1,0930413,0930902,0930414,,,,,,
093法登他000007,1,2,賴正發,43,0930504,0930505,0930505,2冊43頁,1,0,葉恆源,財團法人台東市基督教協同會台東教會,0830308,台東市寶桑路三六二號,本信耶穌基督為救主及聖經之教訓而建立教會宣揚基督教義及辦理公益慈善教育事業。,"為達成本會宗旨,得接受有關單位或信徒之捐助。","台東縣政府 。八十三年二月十四日",永久存在。,5500000.00,1,0930504,0930902,0930505,,,,,,
093法登他000008,1,2,賴正發,17,0930603,0930604,0930604,2冊17頁,2,6,董事長,財團法人台東縣關山鎮南山寺。,0721020,台東縣關山鎮里壠里崁頂四十六號。,"以傳弘大乘佛教教義,協助政府推行政令,改善社會不良習俗,發揮民族精神,啟發護國衛教觀念,遵循所屬教會領導,敦睦信徒友誼,樹立助合作精神,興辦公益慈善事業,共同為地方謀福利為宗旨。",董事贈與。,七十年七月九日台東縣政府東府民行財法守第０一四號。,永久無限期,721177.09,1,0930603,0930902,0930603,,,,,,
093法登他000009,1,2,賴正發,42,0930609,0930609,0930610,2冊42頁,1,2,董事長,財團法人台東縣體育發展基金會,0830308,台東市中興路二段七二七號,為普及台東縣體育風氣培養體育優秀人才，提高本縣運動水凖，並參與各級體育競賽，獲佳績為本縣爭光。,賴文雄、劉德鑒等捐贈。,八十二年十月十五日台東縣政府,無限期。,12175294.00,1,0930609,0930902,0930610,,,,,,
093法登他000010,1,2,賴正發,43,0930729,0930730,0930730,2冊43頁,1,0,葉恆源,財團法人台東市基督教協同會台東教會,0830308,台東市寶桑路三六二號,本信耶穌基督為救主及聖經之教訓而建立教會宣揚基督教義及辦理公益慈善教育事業。,"為達成本會宗旨,得接受有關單位或信徒之捐助。","台東縣政府 。八十三年二月十四日",永久存在。,10848200.00,1,0930729,0930902,0930730,,,,,,
093法登他000011,1,2,賴正發,84,0930901,0930901,0930901,4冊84頁,1,0,詹月鳳,財團法人台東縣私立柏林老人養護中心,0900904,台東市開封街三九一號,以舉辦老人養護、老人褔利。,本中心經費新台幣壹仟萬元，由尤陳玉李捐助，土地由林博輝、莊丁波捐助。,"台東縣政府。 九十年七月一日。",永久。,47530000.00,1,0930901,0940731,0931116,,,,,,
093法登他000012,2,2,王漢章,54,0931013,0931013,0931019,3冊54頁,1,0,李建文,社團法人台東縣濟公堂救世功德會,0850729,臺東縣臺東市精誠路一三三之六號,以助人救世為宗旨，並協助政府辦理社會福利事業，協助各類服務性機構及團體推進社會服務事項，幫助極需救助之貧病、困苦而無依者等各項社會福利及救濟活動。,會費收入、補助收入、自由捐助收入、其他收入,"台東縣政府   中華民國八十五年六月十七日。",永久,3416993.00,1,0931019,0940731,0931019,,,,,,
093法登他000013,1,2,王漢章,74,0931110,0931110,0931111,4冊74頁,1,0,黃健庭,財團法人健康家庭文教基金會,0880607,臺東縣臺東市傅廣路十八號,本會以強化教育文化機制，健全個人身心發展，鞏固家庭倫理道德，發揚人性親情觀念，培養愛鄉愛土情操，提昇國人生活品質為宗旨。,由黃健庭等人捐助。,"台東縣政府。   中華民國八十八年六月一日。",永久。,2652906.00,1,0931110,0940731,0931111,,,,,,
