登記案號,序號,分事務所地址
093法登他000020,1,高雄市鼎中路三五八巷十七號
093法登他000020,2,台中縣大甲鎮光明路一六五巷一七二號
093法登他000020,3,台北市南港區研究院路二段一六六號四樓
093法登他000030,1,宜蘭縣蘇澳鎮新城北路十九之十三號
093法登他000032,1,高雄市前金區中正四路一四八號七樓
093法登他000038,1,台北市北投區承德路七段三八八號二樓
093法登他000038,2,台北市北投區大業路六五巷八九號
093法登他000038,3,台北市大安區安和路一段二九號十樓
093法登他000038,4,台北縣金山鄉三界村七鄰一四之五號
093法登他000038,5,桃園市大興西路二段一○五號十二樓
093法登他000038,6,嘉義市林森西路一八七號三樓
093法登他000038,7,台中市市政路三七號
093法登他000038,8,台南市北區西門路三段一五九號十四樓
093法登他000038,9,高雄市三民區建安街八六號二樓
093法登他000038,10,台東市更生北路一三二巷四九號
093法登他000038,11,台北市中山區民權東路一段六七號九樓
093法登他000038,12,台北縣永和市中正路四一七號十樓、十樓之一
093法登他000038,13,基隆市仁愛區仁五路八號三樓之一、之二、之三、之四
093法登他000038,14,屏東市建豐路二巷七十號
093法登他000061,1,台北市廣州街二００號
093法登他000095,1,高雄市鼎中路三五八巷十七號
093法登他000095,2,台中縣大甲鎮光明路一六五巷一七二號
093法登他000130,1,宜蘭縣蘇澳鎮新城北路十九之十三號
093法登他000135,1,台北市中正區愛國東路一００號十三樓
093法登他000176,1,台中市市政路三七號等
093法登他000176,2,台北市大安區安和路一段二九號十樓
093法登他000176,3,台北市北投區大業路六五巷八九號
093法登他000176,4,台南市北區西門路三段一五九號十四樓
093法登他000176,5,高雄市三民區建安街八六號二樓
093法登他000176,6,桃園縣桃園市大興西路二段一○五號十二樓
093法登他000176,7,台北市北投區承德路七段三八八號二樓
093法登他000176,8,台北縣金山鄉西湖村四鄰西勢湖二之六號
093法登他000176,9,宜蘭縣宜蘭市民權新路二０八號一樓
093法登他000200,1,台中市北屯區橫坑巷九五號
093法登他000200,2,高雄市左營區文學路五一０號
093法登他000200,3,花蓮縣花蓮市海濱街十二之五號
093法登他000250,1,台北市北投區承德路七段三八八號二樓
093法登他000250,2,台北市北投區大業路六五巷八九號
093法登他000250,3,台北市大安區安和路一段二九號十樓
093法登他000250,4,台北縣金山鄉三界村七鄰一四之五號
093法登他000250,5,桃園市大興西路二段一○五號十二樓
093法登他000250,6,嘉義市林森西路一八七號三樓
093法登他000250,7,台中市市政路三七號
093法登他000250,8,台南市北區西門路三段一五九號十四樓
093法登他000250,9,高雄市三民區建安街八六號二樓
093法登他000250,10,台東市更生北路一三二巷四九號
093法登他000250,11,台北市中山區民權東路一段六七號九樓
093法登他000250,12,台北縣永和市中正路四一七號十樓、十樓之一
093法登他000250,13,基隆市仁愛區仁五路八號三樓之一、之二、之三、之四
093法登他000250,14,屏東市建豐路二巷七十號
093法登他000292,1,高雄市三民區平等路二三巷二十之四號
093法登他000303,1,台北市松江路二八九號一一０四室
093法登他000314,1,台北市中正區愛國東路一００號十三樓
