登記案號,序號,分事務所地址,網站連結
108法登他000013,1,台北市南港區向陽路191號11樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nJV1NwxaDicnTwJUxHY1su4q4UJnahwKc7sud7EvLUD5XsCptN9zxUr7CDs=
108法登他000041,1,新竹縣竹北市光明九路139號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NMjgW1vph_hZ3xEzXjrT7UgoxTsczBxZef3Erf6FdPVvTwU9zi-LWbltKqE=
108法登他000190,1,"彰化伯特利教會  彰化市介壽新村103號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/Kv7b5MIYHDT0I2MLy4RuDWB12_pjCojI1o2sOR7Hu45oWzco6ceDsT9Zw1w=
108法登他000190,2,"彰化蒙恩堂  彰化市中山路二段382巷17號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/1PUhRseaKwr-jnD94KpHqQGqO0KtrduInjRGErWRL08XkpY02M8LRgNhdno=
108法登他000190,3,"新竹蒙恩堂  新竹市西門街295號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/e2Xz83Szsk0sUpWdFWDdfVcsp8p7i4KfFN4cVL6PFQd5B-BCDxSnoys4_mc=
108法登他000190,4,"新竹福音堂  新竹市延平路一段501號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/sbo_o_Iwd9DMOUYXeRNm0Faxfh0KSMl3EDX3Si114GAJzjZUA1n9VBzezQI=
108法登他000190,5,"財團法人基督教中華協力會附設新竹市私立伯大尼老人養護中心    新竹市延平路一段491號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/oEj2DhIWzKYai__qqs_cq-7p7cHUAhu3_ln_ukqYNPC9Fuq7CToG-muEeKQ=
108法登他000190,6,"大溪福音堂 桃園市大溪區三元二街115巷38號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/Uhh7Epv1a5NFFnqNtKx_DLFWiQdnXCPeZCjltdhuWUhuXkx9GuINnB6evTs=
108法登財000004,1,新竹市東區林森路29號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y2a5ZywYTalrN3q723-J5ryAkzIaVxkTzqO4Z9ZZYzDBRlOwCayEgl25IEY=
108法登財000006,1,新竹縣竹北市自強五路279號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pn5nqT1dJTkx_p8GbjzkV4-tKgdt6-JhJStEZ1WlEP7EnUwDdBLHTJy66i8=
