登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
108法登他000001,1,2,陳宏城,14,1080114,1080114,1080114,1冊14頁,2,14,邱詩閔,財團法人台灣省花蓮縣私立國光高級商工職業學校,0560214,花蓮市中正路108號,培育工商專業人才。,基本財產由各董事捐助,花蓮縣政府民國五十五年八月二十九日府教（中）字第40948號函,永久,33400918.00,1,1080114,1080612,,,"第14屆董監事任期屆滿，改選產生第15屆董監事。
財產總額變更為新台幣33,400,918元整。捐助章程修正。",,,,
108法登他000002,2,2,陳宏城,270,1080121,1080121,1080121,6冊270頁,2,7,林威宇,社團法人花蓮縣社會公益聯盟,0951130,花蓮市國興三街77號,本會以結合社會資源、協助弱勢團體及個人，整合社會福利、公益、慈善團體，提供政府建議事項，推動聯合勸募工作，培養社工人才，積極協助政府有關社會公益福利之政令宣導及推行為設立宗旨。,會員繳納會費及其他捐款。,花蓮縣政府中華民國九十五年六月七日府社行字第0950085373號函同意設立。,永久,20000.00,1,1080121,1080516,,,"第六屆理、監事任期屆滿，改選產生第七屆理、監事。
主事務所變更至花蓮市國興三街77號。",,,,
108法登他000003,1,2,陳宏城,185,1080123,1080123,1080123,4冊185頁,2,7,楊隆翔,財團法人東海岸文教基金會,0890502,花蓮市林森路210-2號,本會以推動花蓮縣文化、教育、藝術及公共政策之發展為宗旨,由楊守全等二十七人共同捐助,花蓮縣政府中華民國八十九年三月十三日八九府教社字第Ｏ二二一七五號函,永久,2000000.00,1,1080123,1080516,,,第六屆董監事任期屆滿，改選產生第七屆董監事。,,,,
108法登他000004,2,2,陳宏城,253,1080124,1080124,1080124,6冊253頁,2,54,王楚崴,社團法人花蓮縣花蓮國際青年商會,0940715,花蓮市中和街92號,為發展青年之才智，並結合有志青年人之力量，以促進人類生活、社會經濟及精神文化之進展。,會員入會費等,花蓮縣政府中華民國五十四年九月十九日府社行字第09300556760號函（補發）,永久,2200000.00,1,1080124,1080516,,,第53屆理、監事任期屆滿，改選產生第54屆理、監事。,,,,
108法登他000005,2,2,陳宏城,436,1080128,1080128,1080128,12冊4頁,2,2,繆偉傑,社團法人花蓮縣青少年愛滋關懷協會,1060303,花蓮市民族路52號,"一、深入校園、社區及一般工作場所作愛滋和性教育宣導和舉辦相關活動。
二、藉刊物、講座，提供社會大眾服務之新知、法令、規章、知識、技術訓練、諮詢服務及心理協談。
三、辦愛滋相關講座、支持、聯誼暨成長團體，協助青少年愛滋感染者建立有效的支持平台，並透過專業人員與同儕員的陪伴，促進感染者生活品質提升。
四、辦理志工招募培訓和助人者工作坊，提升助人工作者的專業知能，以提供更適切的協助；對於會內的服務人員，提供定期的個別督導與與團體督導，以了解其服務提供的適切度，並給予心理支持。
五、接受政府委託辦理社會福利相關計畫。
六、舉辦其他符合本會宗旨之公益活動。",社員繳納或其他捐款,花蓮縣政府103年10月25日府社行字第1030205962號,永久存立,7000.00,1,1080128,1080516,,,,,,,
108法登他000006,2,2,陳宏城,105,1080128,1080128,1080128,3冊105頁,1,8,鍾成賢,社團法人花蓮縣花蓮市老人會,0820216,花蓮縣花蓮市中興路31號,增進本市老人福利，提倡身心健康，宏揚固有倫理道德。,會員會費、自由捐款、政府補助,花蓮縣政府八十年九月二日府民社字第八六五四０號,永久,250000.00,1,1080128,1080516,,,第八屆理事長辭職，改選產生第八屆新任理事長。,,,,
108法登他000007,1,2,陳宏城,70,1080212,1080212,1080212,2冊70頁,1,9,陳錦稷,財團法人臺灣觀光學院,0780529,花蓮縣壽豐鄉豐山村中興街二六八號,為遵照國家教育政策暨現行教育法令之規定辦理高等教育學校，並謀求其健全發展。,由吳儀聖等捐助,中華民國七十八年三月六日教育部台七十八技０九六二０號函准予設立,永久,1181266598.00,1,1080212,1080516,,,"1、第九屆董事任期內林恒志請辭，補選賴明陽繼任董事。
2、原登記財產總額為新臺幣1179579282元整，變更登記為新臺幣1181266598元整。",,,,
108法登他000008,1,2,陳宏城,101,1080213,1080213,1080213,3冊101頁,2,7,吳吉雄,財團法人人幼教育基金會,0811222,花蓮市延平街一四一號,以發揚中華固有文化，提倡人倫道德發揚人性光輝，維護兒童身心健康，增進兒童倫理觀念。,由吳梁月娥等九人共同捐助,花蓮縣政府八十一年十一月十八日府教社字第一一七二九三號,永久,2000000.00,1,1080213,1080516,,,,,,,
108法登他000009,2,2,陳宏城,422,1080220,1080220,1080220,11冊22頁,2,2,李家儀,社團法人花蓮縣樂齡發展協會,1050322,花蓮市民族路52號,"一、主辦或協辦各項樂齡研習或活動以推廣社區善良風氣。
二、連結社會資源關懷及從事其它公益活動。
三、配合政府政策、政令、協助推動長者福利服務計劃及方針，並建立溝通平台，促進中高齡者之學習、健康和福利。
四、推動其他符合本會或成立宗旨之老年人口相關事項。",社員繳納會費或其他捐款。,花蓮縣政府103年10月27日府社行字第1030202775號。,永久。,6800.00,1,1080220,1080516,,,,,,,
108法登他000010,2,2,陳宏城,439,1080220,1080220,1080220,12冊7頁,2,4,吳光華,社團法人花蓮縣鳥踏石關懷協會,1060427,花蓮縣花蓮市民德一街31號,本會為依法設立非以營利為目的之社會福利組織團體，本著「神愛世人」的精神，結合信仰純正之眾基督徒與教會致力終身學習之推展、關懷弱勢族群、照顧社區長者並引導民眾認識福音以促進社會祥和為宗旨。,會員入會費、年費及其它捐款方式,花蓮縣政府98年6月27日,永久,8400.00,1,1080220,1080516,,,,,,,
108法登他000011,2,2,陳宏城,454,1080225,1080226,1080226,12冊22頁,2,4,黃清祥,社團法人花蓮縣愛加倍關懷協會,1070504,花蓮縣花蓮市民權路119號,本會為依法成立、非以營利為目的之社會團體，以結合社會資源關懷兒童、青少年、老人、婦女、身心障礙者、外籍配偶及其他弱勢族群，實踐基督精神為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,花蓮縣政府中華民國九十六年八月一日府社行字第09601107210號,永久,38400.00,1,1080225,1080516,,,,,,,
108法登他000012,1,2,陳宏城,350,1080226,1080226,1080226,9冊14頁,2,11,楊瑞永,財團法人陽光社會福利基金會,1000930,台北市中山區南京東路3段91號3樓,以辦理灼燙傷及顏面損傷者之社會福利為目的。,由李娟、孫妙雪、陳俊良等捐助。,台北市政府教育局71年9月23日北市教四字第44964號函；花蓮縣政府100年6月16日府社助字第1000102955號函。,永久,187276000.00,1,1080226,1080516,,,,,,,
108法登他000013,1,2,陳宏城,188,1080305,1080305,1080305,4冊188頁,2,4,賴孔明,財團法人台灣基督長老教會花蓮清水教會,0890930,花蓮縣吉安鄉福興村福興一街四十六號,本法人本於耶蘇基督之精神，以傳揚基督福音、領人歸主及辦理社會福利、公益慈善事業為宗旨，且依據相關法令辦理下列目的事業：一、社會慈善服務工作。二、宗教文化傳承。三、公益事業。,本法人之財產由林光武、曾有富、邱明煌等三人共同捐助,花蓮縣政府中華民國八十九年七月十九日八九府民宗字第０七五一七八號函,永久,21500000.00,1,1080305,1080418,,,,,,,
108法登他000014,2,2,陳宏城,398,1080311,1080311,1080311,10冊31頁,2,2,陳雅玲,社團法人花蓮縣心關係藝術生活展望會,1031223,花蓮市水源街55巷6號,本會以增進自我了解、和諧關係、藝術涵養、美好人生為宗旨。,入會費、常年會費、事業費、捐款、委託收益、基金及其孳息、其他收入。,花蓮縣政府民國103年9月12日府社行字第1030168433號同意備查。,永久,4500.00,1,1080311,1080418,,,,,,,
