登記案號,序號,分事務所地址,網站連結
108法登他000018,1,台北市長安東路一段9號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-3JwvX2TGl4zmChnwHJvIips4YXAoxPVdKy_WBK23mLrF_QPno6xfT8HAlU=
108法登他000036,1,台北市長安東路一段9號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HY0nTbvjmulJBu8YTxveOhKj15RdLIlhdnsFwbdAInYBneIyQrMuQREkuG0=
108法登他000061,1,台東市中興路110號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CYeHV8YSw_HqMXh3ozt-Lo696hQLexP6lCoHJY0b_wi10fgLKs_UCSP7__0=
108法登他000061,2,台北市大安區羅斯福路二段75號八樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JBpd1y2oe-t1gsD8msWaA5ygu2iNgv0HDDmwqbY5xrbnz_cTU4N2wmOcK0M=
108法登他000061,3,新北市新店區順安街2號Ｂ1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/x8ascg-5IgMJGQM5Cy04EPyty1ONXMb0kb5qADGizjKziPRPOmyCtZDdyto=
108法登他000061,4,桃園縣龍潭鄉百年一街2巷10號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EqskeNEOOPneowD7zJsO03jJgfnlxwVOT60XQITla362TYQq_BJt-Q0kA-g=
108法登他000061,5,苗栗縣苗栗市中正路113號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gqarBhK-w4-4FpE4vj2jQmC97vr_PQQq9YPVaGUgJkVIUAiCrTgFJ-CVbNQ=
108法登他000061,6,台中市西區三民路一段174號十一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ENY9Btg77cAaJvu3LaREtX1RHVUgWWmpGX10tff9B81_hA4LLff3SMi4Plk=
108法登他000061,7,台南市永康區復興路303號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PrpEf7sXQIHe4WW800KQHEZEyU2ZWsV1BWzH_Cl2BGkOhB8yUJ3NpKKHTqE=
108法登他000061,8,高雄市苓雅區凱旋一路3號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Rdyp2_hH7hmVg_gUBru7ChoR5AAKk1531jrHhbV7eSftPdb4QUK4yx0Z61g=
108法登他000061,9,屏東縣鹽埔鄉新圍村德二街42號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X1slRFvUf44gYDYL_eB7yQtgzyL0YoIGwzJtJMkwNYz7Fm6OLnOJvj_lsWQ=
108法登他000062,1,台東市中興路110號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/l1A_LeKYSWQgCF8woa4bPRvG7ctaVk7zpiZwP78J7_bV-no8dSNzOW5OAQ8=
108法登他000062,2,台北市大安區羅斯福路二段75號八樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Epk9qcz02tEWh1e6eXvGBEkw7-pxI2nWsDag930DMPVCczhJpckQEaduUxI=
108法登他000062,3,新北市新店區順安街2號Ｂ1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mBY7UGkY2EL5v1akH1ZWpJvugJ3vK7qEvqntxp6f85JGAb_qylnAkLsW15I=
108法登他000062,4,桃園縣龍潭鄉百年一街2巷10號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OGHf1cpcMPSHnW-uGbSQsEsEJoGnxwxvzk-j_k9xCAZwPOKEcqIimhZ7YCo=
108法登他000062,5,苗栗縣苗栗市中正路63之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sI5QwXfV2Nheq_BqF2V9q8Xh3k9A54-vV-d3AEKh5adC68ETHyLf7NLPtOw=
108法登他000062,6,台中市西區三民路一段174號十一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/62I3WnKvPt3lzKJyi5Ksv09YfxMiF1EkSkx4RUPWPKwDOfWvqpCq-19Ebyk=
108法登他000062,7,台南市中西區臨安路1段89號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cGY148XECQU8OGwhlbWQ_mBWoKPBA_yZh3yjXMpGvOCYcGsgs90sBwYWODM=
108法登他000062,8,高雄市苓雅區凱旋一路3號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oF72fwYWgQ-Sq5QMRILKvK2DogeSDeONWqjnClFpLl_PUGOv2D9h2H_g63E=
108法登他000062,9,屏東縣鹽埔鄉新圍村德二街42號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VasYLMOj-g215SptxcW90UDUX0LS6ur-lx7kpu_69Vho7vTGG_fRdCsNEIM=
108法登他000062,10,新竹縣竹北市自強五路279號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wYbkTyaOWE0dsUFmNKJVbOLsLfY8f0zEUhExQdVbIpcgF6Gp3BqD5ZBFAJA=
108法登他000062,11,花蓮市中美十街39號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Rkss6vk71MhPS7TWOA3qdrFTf3uAz21uLLCju4wQJv0e3_lrp4NrFD76O9c=
108法登他000062,12,彰化縣員林鎮靜修路55號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_3X4pMGkK_QUY_6z6lFtPpwogMzgObAAVt2gUYFAiz3j49JwWQfMuraoSY4=
108法登財000002,1,苗栗縣苗栗市中正路510號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qUc82H1Z89Uoa0judjsXbgYIc3la6MTIneiHwRpnDPVW4kKhp7FLP6wH3LQ=
