登記案號,序號,分事務所地址,網站連結
108法登他000051,1,"彰化伯特利教會  設彰化縣彰化市介壽新村103號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/6IsHTlL_rzrasaTt6PBCAyxmi1u0nYjUV2uCYX8hCpmCEzHh5KrG4IDjww==
108法登他000051,2,"彰化蒙恩堂      設彰化縣彰化市中山路二段382巷17號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/EZBt0Hb15mkW3IW0aBGMdwdF-_2FcZVpoq01KrSYFdlSYkvudJG-OvMvSA==
108法登他000051,3,"新竹蒙恩堂      設新竹市西門街295號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/7YagS6OgKqUpAnfae8W6BhWo4mdJ3xFe7frFyAwg0eeg5gRBXBTQ8JMUgA==
108法登他000051,4,"新竹福音堂      設新竹市延平北路一段501號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/lW88q4S9pUZ36Hn4Vfk2SOvj3R-PTWlI8k4VdScY7gsXVZjzbNJ7WVPywQ==
108法登他000051,5,財團法人基督教中華協力會附設新竹市私立伯大尼老人養護中心　設新竹市延平北路一段491號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/I_Jwrfah4CLlyLq5nqkbkDOH8A4Hs2oYskQtiGmDgOQKCJW2QP6HHSDvEg==
108法登他000051,6,"大溪福音堂      設桃園市大溪區三元二街115巷38號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/-BejBiON5mk32B8JOfV8AswPDqgd6vuF0kxBdcG8lp9tQM_9zP3CMobptQ==
108法登他000088,1,彰化縣芳苑鄉草漢北路21號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KFBb_myefp-jyc88u8g8Stg1lqAm3qFD7ygkwyF0m6yZePJ74CdDkmotsFY=
108法登他000133,1,彰化縣芳苑鄉草漢北路21號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nhdu6k14XDcY2CfX14VHBjhmr53B7vo-wXw8YaRwldJrSvKm5LX2Tc72wNw=
108法登他000143,1,南投縣南投市南崗工業區成功三路323號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9aLbaO0wYgtpZuv1OYdLWWgZvY9FX4myXsrIRqHWPSHLZ097at1PmcD5dLY=
108法登他000159,1,彰化縣鹿港鎮鹿工路6之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/A8gUS0BOPmpHbOTcuR7kq3cRyLzbSwghmR_9L0QLGJv9zwJRF-luN5Vz1A==
108法登他000167,1,彰化縣二林鎮萬合里太平路2段600號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uT7TkhW6rtpJjfQfww5s90opYJkKvzM9HLruEdZa6sXRC89aLaqU53qc
108法登他000172,1,南投縣南投市南崗工業區成功三路323號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gFDd5zJfQPQU6KYeaq7pGb4l7imh8dTJyUJeatOudRaXx0g4rT5hEb0AAjs=
