登記案號,序號,分事務所地址,網站連結
108法登他000007,1,澎湖縣馬公市中華路369號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YGNV3OP5A8uckjtj9_kgqXyMsJv3JXmhjqTaCLnp2-kKb9X1TT3VtsMuGA==
108法登財000001,1,澎湖縣馬公市仁愛路24號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8lQkcpCS6-a9IIP6FUjkt6TgmdvNM7v92Up1gEHjrtCPed-Cee9qLYxw9Q==
108法登財000001,2,臺中市西區自由路1段140號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LjQ1-VV4aVixkz0vGJdvbpYI7Uw0UOaokH5YEHfdG6eYfoXa-s88ZbSZwg==
108法登財000001,3,高雄市前金區六合二路281號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KrWtANVffmCQ7svVlwPlIAVN8fJbrBhrUO97UGmhVycD0tCYfjrZFJi8fQ==
108法登財000001,4,臺南市中西區府前路1段155號之1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TaE03_3F2J8mnQJiGceyiJgysXHQPsqPiZ6lFJ1JtCS33PJNt6Qm9up5uA==
108法登財000001,5,桃園市桃園區中正路48巷2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dH0WundjowpzKR5K4xj2aLcpVl4QDH6s8lE0_uBIQCoP2L5PirVxoQwUZg==
108法登財000001,6,新竹市林森路29號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uA5jp-55PLMYPApMZPNkp7ulUp8qKuC-yNkLCPHOFMZCUWbCCNuGSKbLhA==
108法登財000001,7,苗栗縣苗栗市中正路510號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/chxzNKAynn7paWnbBHDCYXNG3W_1ff16fJYympRBzce5hZzUv0aB6rsmHw==
108法登財000001,8,南投縣南投市復興路101號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kXfYIzW1Tp6WUMKq1p7qbehDjGvCX4T7w89qnT65gEeC9WLC1Es_sTh3kg==
108法登財000001,9,雲林縣斗六市文化路27號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KHPt3v47ZFA5d5qCqYRa5kSrWJqewOIybw-Q1r1O29hUnYQ2xyUNTJVi0w==
108法登財000001,10,嘉義市中山路306號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TC0cZ62ORYuyWgawV3b_W7RX42ZE-c5N4RGs5VdQFX4S-mWo7rkx5qraOg==
108法登財000001,11,屏東縣屏東市中山路43號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wuEeuqNhvbjp1XLqka_AKxL20nQUbLNxc9LJ1k4uNxyn2PaW2NjpQAnZNw==
108法登財000001,12,宜蘭縣宜蘭市舊城南路50號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gH4GxhDVLYepm3GOtXZuDOhRw2GK6eKMX4_BYj8wXltWNa4CVZDVNPnAdg==
108法登財000001,13,花蓮縣花蓮市公園路3號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cgaBUvxL68fQ0oPI1iJI_HOQgsb041bJh8PaqR1vp7S8kfw1JpTFtnmyqQ==
108法登財000001,14,臺東縣臺東市中華路一段373號3樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uCaqGfUGug9wPY5GON2GDyBLLzD4kb5LG-UJhZNdl9bkx2EnE3Wa8fyhuw==
