登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
097法登他000001,1,2,李秋瓊,233,0970102,0970102,0970102,9冊10頁,1,16,張仲明,財團法人逢甲大學,0630520,臺中市西屯區文華路１００號,遵照國家教育政策暨現行法令之規定辦理逢甲大學並謀其健全發展。,由逢甲大學董事會現有之財產提供撥充,"教育部           中華民國４８年１１月９日","永  久",6674043843.56,1,0970102,0970214,0970102,,,,,,
097法登他000002,1,2,李秋瓊,518,0970103,0970103,0970103,15冊1頁,1,5,李文政,財團法人台中市後備軍人(子女)獎學金文教基金會,0811214,臺中市西屯區青海路二段１１１號,以獎助優秀後備軍人(子女)努力向學，培養書香氣息，促進社會和諧。,由臺中市各區後備軍人輔導中心、社會人士、社團組織、公司行號等捐助,"臺中市政府　       中華民國８１年１２月５日","永   久",6950000.00,1,0970103,0970214,0970103,,,,,,
097法登他000003,1,2,李秋瓊,468,0970103,0970103,0970103,13冊49頁,2,6,董大成,財團法人臺灣省臺中縣私立惠明學校,0801030,臺中縣大雅鄉雅潭路２８０號,遵照國家教育政策及現行法令規定，辦理特殊教育學校，並謀其健全發展。,由財團法人基督教惠明盲人福利會捐助,"臺灣省政府教育廳                  中華民國６１年６月２１日",永　久,363677128.00,1,0970103,0970214,0970103,,,,,,
097法登他000004,1,2,李秋瓊,864,0970109,0970109,0970109,21冊42頁,1,3,林鳳月,財團法人台中縣私立佑安社會福利慈善事業基金會,0880729,臺中縣大里市草堤路１５８巷６號,本會以舉辦社會福利慈善事業為宗旨。,由楊清貴、賴坤堂共同捐助,"臺中縣政府                 中華民國８８年７月１９日","永  久",10000000.00,1,0970109,0970214,0970109,,章程修訂：原捐助章程第４條條文內容修訂。,,,,
097法登他000005,1,2,李秋瓊,1525,0970110,0970110,0970110,32冊45頁,1,1,林五爵,財團法人台中縣林賴足女士教育基金會,0960423,臺中縣大里市夏元路６之６號,以舉辦教育、社會公益事業為宗旨。,由林五爵捐助,"臺中縣政府          中華民國９６年４月２０日","永   久",23000000.00,1,0970110,0970214,0970110,,章程修訂：原捐助章程第３、２０條條文內容修訂。　,,,,
097法登他000006,2,2,李秋瓊,1155,0970110,0970110,0970110,26冊33頁,2,2,賴瑞珠,社團法人台中縣喜樂文化推廣協會,0920627,臺中縣太平市大興十一街１５０巷１０號,以「喜樂」文化，喜悅的心畫個充滿智慧的歡喜圓，思學終身，略盡綿薄清風之力搭建愛心橋，關懷社會服務工作，與大眾分享身、心、意、靈的喜樂，在生命這座豐盛的花園裡，建構社會福利資訊交流中心與聯繫平台，協助婦女、殘障朋友、老人、兒少，做社會服務工作。開啟一扇健康與關懷社會福利服務工作的對話窗口，務使達到往下紮根，全民發展為目的。,會員會費等,"臺中縣政府      中華民國９１年６月２６日","永   久",60000.00,1,0970110,0970214,0970110,,章程修訂：原組織章程第１、３、６條條文內容修訂。法人圖記名稱變更。,,,,
097法登他000007,1,2,李秋瓊,491,0970110,0970110,0970110,14冊23頁,2,6,周慶南,財團法人台灣省私立慶寶社會福利基金會,0810505,臺中市北屯區昌平路一段４００號１１樓之２,從事社會福利與公益事業，並以服務弱勢、提升其權益與福祉為宗旨。,由周啟瑞等捐助,"臺灣省政府社會處    　    中華民國８１年４月９日","永  久",15000000.00,1,0970110,0970214,0970110,,章程變更：原捐助章程第６條條文內容經本院９６年度法字第４０號民事裁定准予變更。,,,,
097法登他000008,1,2,李秋瓊,809,0970111,0970111,0970111,20冊47頁,1,3,林敬義,財團法人敬德護理之家,0870907,臺中市西屯區臺中港路三段１１８號１６樓,興辦專業化、多元化及持續性的長期照護業務。,由林敬義、林高德、何森庭、楊天生、楊文欣、楊文璽及林祐德等七人捐助,"行政院衛生署             中華民國８７年５月２２日","永   久",118000000.00,1,0970111,0970214,0970111,,章程變更：原捐助章程第３、４、６、９、１０、１１、１４、１７條條文內容經本院９６年度法字第４３號民事裁定准予補充變更。,,,,
097法登他000009,1,2,李秋瓊,515,0970111,0970111,0970111,14冊47頁,1,5,梅可望,財團法人臺灣發展研究院,0811128,臺中市工業區一路２巷３號１１樓,一、公共政策與行政措施之規劃與評估。二、都市暨鄉鎮設計與更新之研究。三、文化建設與農業發展之研究。四、交通與公共安全秩序維護之研究。五、建築景觀地區發展與觀光開發之推動等。六、生活品質、社會福利等之提昇。七經濟繁榮、婦女勞工保障等之諮詢。八、其他有關區域發展之研究與推動。,由梅可望捐助,"教育部   　　 中華民國８１年９月１日","永  久",30000000.00,1,0970111,0970214,0970111,,,,,,
097法登他000010,1,2,李秋瓊,117,0970114,0970114,0970114,5冊1頁,1,16,蔡長海,財團法人中國醫藥大學,0490805,臺中市北區學士路９１號,為遵照國家教育政策暨現行教育法令之規定，辦理中國醫藥大學，並謀其健全發展。,"由覃  勤、陳  固、陳恭炎、朱上元、賴炎慶、廖學泉等捐助","教育部   　　中華民國４７年７月１４日　臺(４７)高字第１０２３１號","永  久",14882280326.00,1,0970114,0970214,0970114,,,,,,
097法登他000011,1,2,李秋瓊,130,0970114,0970114,0970114,5冊14頁,1,18,林芳媖,財團法人臺灣省臺中縣明台高級中學,0500818,臺中縣霧峰鄉萊園路９１號,為遵照國家政策暨現行教育法令之規定，辦理高級中學及附設職業類科，並謀其發展。,由林攀龍等捐助,"臺灣省政府教育廳           中華民國３９年８月４日","永  久",661098887.00,1,0970114,0970214,0970114,,,,,,
