登記案號,序號,分事務所地址
111法登他000034,1,宜蘭縣蘇澳鎮新城北路19之13號
111法登他000043,1,新北市林口區文化一路1段150之2號
111法登他000083,1,台中市市政路37號
111法登他000083,2,台北市大安區安和路1段29號10樓
111法登他000083,3,台北市北投區大業路65巷89號
111法登他000083,4,台南市北區西門路3段159號14樓
111法登他000083,5,高雄市三民區建安街86號2樓
111法登他000083,6,桃園市桃園區大興西路2段105號12樓
111法登他000083,7,台北市北投區光明路276號
111法登他000083,8,新北市金山區法鼓路620號
111法登他000083,9,宜蘭縣宜蘭市民權新路208號1樓
111法登他000121,1,"台北青角分事務所   台北市北投區公舘路423巷8弄15號1樓"
111法登他000121,2,"台北市分事務所 台北市南港區重陽路132號1樓"
111法登他000132,1,聖靈重建教會高雄教會設於高雄市三民區自由一路44號1樓
111法登他000132,2,聖靈重建教會台南教會設於台南市永康區中山北路70號8樓之2
111法登他000132,3,聖靈重建教會台中教會設於台中市美德街170之6號
111法登他000132,4,聖靈重建教會花蓮教會設於花蓮市民權八街60號5樓
111法登他000180,1,台北市北投區光明路276號
111法登他000180,2,台北市北投區大業路65巷89號
111法登他000180,3,台北市大安區安和路1段29號10樓
111法登他000180,4,新北市金山區三界里7鄰法鼓路555號
111法登他000180,5,桃園市桃園區大興西路2段105號12樓
111法登他000180,6,嘉義市林森東路343號1樓
111法登他000180,7,台中市市政路37號
111法登他000180,8,台南市北區西門路3段159號14樓
111法登他000180,9,高雄市三民區建安街94號
111法登他000180,10,台東市更生北路132巷38號
111法登他000180,11,台北市中山區民權東路1段67號9樓
111法登他000180,12,新北市永和區中正路417號10樓、10樓之1
111法登他000180,13,基隆市仁愛區仁五路8號3樓之1、之2、之3、之4
111法登他000180,14,屏東市建豐路2巷70號
111法登他000180,15,台北市中正區延平南路77號
111法登他000180,16,新北市三峽區介壽路2段138巷168號
111法登他000180,17,新北市新莊區新莊路114號
111法登他000180,18,新北市新店區中華路7號
111法登他000180,20,桃園市平鎮區環南路184號3樓之1
111法登他000180,21,台中市東勢區東蘭路26之18號
111法登他000250,1,南投縣埔里鎮中台路1號
111法登他000252,1,台中市北區中清路1段100號15樓之1
111法登他000252,2,高雄市左營區博愛三路12號6樓
111法登他000257,1,台北市北投區光明路276號
111法登他000257,2,台北市北投區大業路65巷89號
111法登他000257,3,台北市大安區安和路1段29號10樓
111法登他000257,4,新北市金山區三界里7鄰法鼓路555號
111法登他000257,5,桃園市桃園區大興西路2段105號12樓
111法登他000257,6,嘉義市林森東路343號1樓
111法登他000257,7,台中市市政路37號
111法登他000257,8,台南市北區西門路3段159號14樓
111法登他000257,9,高雄市三民區建安街94號
111法登他000257,10,台東市更生北路132巷38號
111法登他000257,11,台北市中山區民權東路1段67號9樓
111法登他000257,12,新北市永和區中正路417號10樓、10樓之1
111法登他000257,13,基隆市仁愛區仁五路8號3樓之1、之2、之3、之4
111法登他000257,14,屏東市建豐路2巷70號
111法登他000257,15,台北市中正區延平南路77號
111法登他000257,16,新北市三峽區介壽路2段138巷168號
111法登他000257,17,新北市新莊區新莊路114號
111法登他000257,18,新北市新店區中華路7號
111法登他000257,20,桃園市平鎮區環南路184號3樓之1
111法登他000257,21,台中市東勢區東蘭路26之18號
111法登他000266,1,台中市西屯區西平南巷6之6號
111法登他000274,1,台南市新營區民權路94巷9號4樓
111法登他000288,2,花蓮縣壽豐鄉公園路103號
111法登他000288,3,台東縣台東市中興路3段102巷22弄7號
111法登他000348,1,台北市廣州街200號
111法登他000381,1,高雄市中正三路45號5樓
111法登他000381,2,台中市南屯區五權西路2段666號13樓之4
111法登他000381,3,台南市北區西門路4段15號4樓
111法登他000391,1,高雄市苓雅區三多二路219號
111法登他000480,1,台北市大安區信義路4段1號3樓
111法登他000492,1,宜蘭縣蘇澳鎮新城北路19之13號
111法登他000507,1,屏東縣鹽埔鄉洛寧路31號
111法登他000534,1,台北市內湖區民權東路6段296巷67號
111法登他000534,2,桃園市龜山區文興路61號10樓
