登記案號,序號,分事務所地址
111法登他000017,1,臺北市建國南路一段161號11樓
111法登他000049,1,臺中市西區柳川西路二段47號
111法登他000056,1,臺中市西屯區工業區三十七路２５號
111法登他000056,2,臺北市信義路三段１６２之２４號６樓
111法登他000129,1,彰化縣鹿港鎮忠孝路403號3樓
111法登他000154,1,臺中市豐原區豐原大道三段199號
111法登他000154,2,臺中市西屯區甘肅路一段67號
111法登他000172,1,臺北市中山區長安東路二段49號6樓
111法登他000172,2,新北市新店區中央五街46號
111法登他000172,3,新北市樹林區學成路495號
111法登他000172,4,嘉義市東區吳鳳北路381號10樓
111法登他000172,5,臺南市中西區開山路245號10樓
111法登他000172,6,高雄市前金區中山二路507號4樓
111法登他000172,7,屏東縣屏東市廣東路120巷2號
111法登他000215,1,臺北市中山區長安東路二段49號6樓
111法登他000215,2,新北市新店區中央五街46號
111法登他000215,3,新北市新莊區思源路173號12樓
111法登他000215,4,嘉義市東區吳鳳北路381號10樓
111法登他000215,5,臺南市中西區開山路245號10樓
111法登他000215,6,高雄市前金區中山二路507號4樓
111法登他000215,7,屏東縣屏東市廣東路120巷2號
111法登他000216,1,高雄市三民區自由一路44號1樓
111法登他000216,2,臺南市永康區中山北路70號8樓之2
111法登他000216,3,臺中市美德街170之6號
111法登他000216,4,花蓮縣花蓮市民權八街60號5樓
111法登他000223,1,臺中市西屯區安和路168號2樓之6
111法登他000223,2,嘉義市仁愛路347號6樓之3
111法登他000223,3,高雄市三民區九如二路366號3樓
111法登他000223,4,花蓮縣花蓮市自由街150號5樓
111法登他000223,5,桃園市中壢區復興路46號6樓
111法登他000256,1,臺中市烏日區九德里中山路一段144號
111法登他000288,1,高雄市六龜區新寮里三民路８１之６號
111法登他000329,1,臺中市東區東門里振興路246巷36號
111法登他000394,1,臺中市西區民權路312巷4號地下室
111法登他000394,2,南投縣草屯鎮中正路358之158號
111法登他000432,1,桃園市桃園區中德里國際路一段136號3樓
111法登他000436,1,臺中市西區三民西路６１號
111法登他000478,1,臺北市大同區民權西路91號11樓之6
111法登他000478,3,南投縣南投市仁德路23號
111法登他000487,1,基隆市中山區協和街５５巷１１號
111法登他000502,1,臺中市太平區太興路10號
111法登他000502,2,臺中市太平區育德路167號
111法登他000505,1,臺北市中山區長安東路二段49號6樓
111法登他000505,2,新北市新店區北新路一段293號7樓之3
111法登他000505,3,新北市新莊區思源路173號12樓
111法登他000505,4,嘉義市東區吳鳳北路381號10樓
111法登他000505,5,臺南市中西區開山路245號10樓
111法登他000505,6,高雄市前金區中山二路507號4樓
111法登他000505,7,屏東縣屏東市廣東路120巷2號
111法登他000507,1,臺北市松山區八德路四段606號7樓之3
111法登他000507,2,金門縣金湖鎮新湖里環島南路塔后段5巷20號
111法登他000516,1,臺中市西屯區工業區三十七路２５號
111法登他000516,2,臺北市信義路三段１６２之２４號６樓
111法登他000536,1,臺北市大同區民權西路91號11樓之6
111法登他000536,3,南投縣南投市仁德路23號
111法登他000545,1,臺中市大里區益民路二段57巷49號
111法登他000594,1,高雄市楠梓區清豐一路83號
111法登他000610,1,高雄市楠梓區清豐一路83號
111法登他000614,1,臺中市大里區仁愛路175巷88號
111法登他000698,1,臺中市西區柳川西路二段47號
111法登他000702,1,臺中市北屯區文心路四段83號17樓
111法登他000702,2,高雄市左營區博愛二路198號4樓之2、之3
111法登他000712,1,彰化縣芳苑鄉草漢北路21號
111法登財000001,1,臺中市西區公德里精誠十六街39號3樓之1
