登記案號,序號,分事務所地址
111法登他000016,1,前鎮分事務所:高雄市前鎮區瑞吉街77號
111法登他000016,2,鳳山分事務所:高雄市鳳山區博愛路51巷1號
111法登他000016,3,大寮分事務所:高雄市大寮區內厝393號
111法登他000016,4,永愛分事務所:屏東市豐榮街185巷10號
111法登他000016,5,小港分事務所:高雄市小港區廠前路43號
111法登他000016,6,黎明分事務所:屏東縣內埔鄉黎明村黎東路839號
111法登他000016,7,頌恩分事務所:屏東縣枋寮鄉金城路86巷9號
111法登他000016,8,鼓山分事務所:高雄市鼓山區鼓山二路36號
111法登他000016,9,活泉分事務所:高雄市橋頭區甲圍路99之1號
111法登他000059,1,台北市信義區信義路四段415號6樓
111法登他000059,2,新竹縣竹北市中華路340-10號3樓
111法登他000114,1,高雄市新興區林森一路242號9樓之4
111法登他000124,1,高雄市三民區自由一路44號1樓(分事務所負責人為莊秋月)
111法登他000238,1,高雄市三民區九如二路366號3樓
111法登他000307,1,高雄市苓雅區三多二路219號(分事務所負責人蘇喜德)
