登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
111法登他000001,2,2,陳雪芬,590,1110103,1110106,1110107,19冊73頁,1,2,黃俊森,社團法人中華民國服務利他促進會,1070510,嘉義市東區民權路255號,以提倡人與人之間彼此關懷、相互扶持及熱心公益之社會服務理念，藉由身體力行，營造溫馨、祥和的社會為宗旨。,會費、捐贈、其他收入等,內政部民國107年3月19日台內團字第1070009344號函,永久,0.00,1,1110106,,1110120,,,,,,
111法登他000002,2,2,陳雪芬,538,1110104,1110112,1110117,18冊67頁,2,4,林文泉,社團法人台灣中醫藥學會,1041230,嘉義縣大林鎮民權路46號,以弘揚中醫藥學術、培養中醫藥人才、謀求中醫藥之發展、提高國民保健常識為宗旨。,會員會費及捐款。,內政部民國104年10月8日台內團字第1040067342號函,永久,0.00,1,1110112,,1110126,,,,,,
111法登他000003,2,2,陳雪芬,579,1110107,1110117,1110118,19冊51頁,2,2,杜美鈴,社團法人嘉義縣原住民多元永續發展協會,1061226,嘉義縣番路鄉下坑村菜公店11鄰122之9號,以結合原住民情感發揮團隊精神，運用社會資源協助解決原住民所遭遇之社會問題，並解致力推動、保存原民傳統優良文化，促進原住民福利與社會發展，並提昇原住民生活品質為宗旨。,會費、捐款、其他收入等,嘉義縣政府民國106年12月07日府授社人團字第1060243964號函,永久,0.00,1,1110117,,1110126,,,,,,
111法登他000004,1,2,陳雪芬,33,1110113,1110117,1110118,2冊3頁,1,18,張日亮,財團法人臺灣省嘉義市私立輔仁高級中學,0540226,嘉義市吳鳳南路270號,為培育青年學子成為國家、社會有用人才之目的。,捐助。,臺灣省政府教育廳民國51年7月20日教二字第02887號函。,永久,321443621.00,1,1110117,,1110126,,,,,,
111法登他000005,1,2,陳雪芬,585,1110118,1110126,1110128,19冊63頁,1,1,張威珍,財團法人嘉威教育基金會,1070316,嘉義縣鹿草鄉重寮村中寮13之6號,以「推展嘉義縣市綜合教育服務，獎助家境清寒學生，鼓勵青年學生克服困境，奮發向學，修己善，肯負責，做個品學兼優孝父母的好國民」為宗旨。,捐贈,嘉義縣政府民國107年2月13日府教社字第1070034421號函,永久,5000000.00,1,1110126,,1110215,,,,,,
111法登他000006,1,2,陳雪芬,63,1110118,1110125,1110126,3冊41頁,1,15,陳柏鍠,財團法人臺灣省嘉義市私立大同高級商業職業學校,0620531,嘉義市彌陀路255號,為遵照國家教育政策暨現行教育法令規定，設立財團法人臺灣省嘉義市私立大同高級商業職業學校。,捐助,臺灣省政府教育廳民國61年9月27日教三字第71924號許可書,永久,49140039.00,1,1110125,,1110215,,,,,,
111法登他000007,2,2,陳雪芬,462,1110120,1110125,1110126,17冊17頁,2,6,周信成,社團法人嘉義縣慈善團體聯合協會,1010306,嘉義縣太保市祥和二路東段五號三樓,本會以結合民間辦理或參與之團體力量，配合政府社會福利政策之推行，整合社會服務及慈善公益團體資源開創社會慈善福利事業為宗旨。,會費、捐款及其他收入等。,嘉義縣政府民國100年4月11日府社行字第1000068998號函,永久,315393.00,1,1110125,,1110215,,,,,,
111法登他000008,2,2,陳雪芬,244,1110120,1110126,1110208,9冊57頁,2,40,蔡鈞安,社團法人嘉義市嘉義國際青年商會,0880329,嘉義市民權路83巷4號3樓,為發展青年之才智並結合有志青年之力量，以促進人類生活、社會、經濟及精神文明之進展。,捐贈,嘉義市政府民國83年10月26日（八三）府社行字第三五Ｏ號立案證書,永久,46640.00,1,1110126,,1110302,,,,,,
111法登他000009,2,2,陳雪芬,497,1110120,1110125,1110126,17冊87頁,1,4,邱滄浪,社團法人嘉義縣鄉村永續發展協會,1030403,嘉義縣東石鄉洲仔村41號之2,以推動農村產業升級、鄉土文化傳承、自然生態保育及鄉村永續發展，使成為生產、生態、生活、休閒、養生兼備之良好環境為目的。,會費及其他收入。,嘉義縣政府民國99年9月28日府社行字第0990160260號函,永久,0.00,1,1110125,,1110215,,,,,,
111法登他000010,1,2,陳雪芬,201,1110122,1110125,1110126,8冊31頁,2,13,蕭堯焜,財團法人嘉義市國立嘉義大學附小教育事務基金會,0860428,嘉義市林森東路46號,以提昇本校教育品質、改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學為宗旨。,捐助,嘉義市政府民國86年4月3日八六府教社字第22249號函,永久,2000000.00,1,1110125,,1110215,,,,,,
111法登他000011,1,2,陳雪芬,424,1110122,1110125,1110126,16冊1頁,2,5,鍾安住,財團法人嘉義縣私立天主教安道社會福利慈善事業基金會,0981127,嘉義縣朴子市順天里5鄰開元路258號,以耶穌基督博愛精神辦理社會福利慈善事業為目的。,由財團法人天主教嘉義教區捐助。,嘉義縣政府民國98年11月13日府社救字第0980175219號函,永久,160913800.00,1,1110125,,1110215,,,,,,
111法登他000012,1,2,陳雪芬,79,1110122,1110125,1110126,4冊10頁,2,14,蔡億信,財團法人臺灣省嘉義市私立東吳高級工業家事職業學校,0640521,嘉義市宣信街252號,響應政府私人興學之號召，辦理教育事業，設立臺灣省嘉義市私立東吳高級工業家事職業學校。,彭文鴻捐助,臺灣省政府教育廳民國64年5月20日教二字第36913號許可書,永久,639873942.00,1,1110125,,1110215,,,,,,
111法登他000014,2,2,陳雪芬,473,1110126,1110208,1110215,17冊39頁,2,4,蔡旻娟,社團法人嘉義市太元聖道會,1011008,嘉義市友愛路355之10號,以集眾之力，聚少為多，達「博普及於社會」為宗旨。本「取之於社會，用之於社會」回饋之念，持「老吾老以及人之老，幼吾幼以及人之幼」之心，恤寡矜、助殘障、濟無依，廣施愛心於社會，發揮善心於極致，凡此慈濟之行為，均為本會努力以赴，力求實踐之工作目的為宗旨。,入會費、捐款等。,嘉義市政府民國101年8月22日府社行字第1015038397號函,永久,19200.00,1,1110208,,1110302,,,,,,
111法登他000015,2,2,陳雪芬,13,1110128,1110215,1110217,1冊13頁,2,23,張文益,社團法人嘉義縣佛教會,0490304,嘉義市民權路308之1號,以團結全縣佛教徒、整理教規、維護教產、宣揚教義、福利社會為宗旨。,會員費、信徒損贈　,嘉義縣政府民國40年6月2日嘉字第65號立案證書,永久,1880430.00,1,1110215,,1110302,,,,,,
111法登他000016,2,2,陳雪芬,404,1110209,1110215,1110217,15冊21頁,1,5,劉國文,社團法人嘉義市就業服務推廣協會,0980210,嘉義市溫州二街116號,以結合企業廠商及產、官、學、研各界菁英賢達，以建立企業與勞工職能媒合之發展，從而推動就業服務及創業為目的，期盼增進企業與勞工服務永續之經營與運作為宗旨。,會費、捐款及其他收入等。,嘉義市政府民國97年12月16日府社行字第0970072766號函,永久,90000.00,1,1110215,,1110302,,,,,,
111法登他000017,1,2,陳雪芬,61,1110211,1110215,1110217,3冊37頁,1,15,鍾安住,財團法人嘉義市立仁高級中學,0620319,嘉義市立仁路235號,為培養青年成為國家社會有用人才之目的，設立財團法人嘉義市立仁高級中學。,捐助,臺灣省政府教育廳民國60年8月6日教三字第54166號函。,永久,281994492.00,1,1110215,,1110302,,,,,,
111法登他000018,2,2,陳雪芬,631,1110216,1110307,1110307,20冊53頁,2,2,林可以,社團法人臺灣嘉義新港復興國小校友會,1090312,嘉義縣新港鄉北崙村75-4號,以促進歷屆校友情誼之聯繫為宗旨,會費、捐款及其他收入,內政部民國109年1月7日台內團字第1080080268號函,永久,0.00,1,1110307,,1110331,,,,,,
111法登他000019,2,2,陳雪芬,631,1110216,1110307,1110307,20冊53頁,2,2,林可以,社團法人臺灣嘉義新港復興國小校友會,1090312,嘉義縣新港鄉北崙村75-4號,以促進歷屆校友情誼之聯繫為宗旨,會費、捐款及其他收入,內政部民國109年1月7日台內團字第1080080268號函,永久,0.00,1,1110307,,,,,,,,
111法登他000020,2,2,陳雪芬,292,1110216,1110310,1110314,11冊31頁,2,12,蔡玉眞,社團法人嘉義市社區大學發展協會,0910320,嘉義市彌陀路253號,為推動嘉義市教育之普及，協助失學人士獲得高等教育之機會及提供社會人士終身學習的管道，並配合協助政府推展全民教育之理念，協助社區大學之發展，特結合教育學者、社會賢達、企業單位成立本協會。,會費、捐款及其他收入等,嘉義市政府民國88年12月3日八八府社行字第546號函,永久,19840986.00,1,1110310,,1110323,,,,,,
111法登他000021,1,2,陳雪芬,285,1110216,1110222,1110223,11冊17頁,1,7,姜豐年,財團法人嘉義市私立善耕365社會福利慈善事業基金會,0901026,嘉義市東區台斗街107號3樓之4,舉辦社會福利慈善事業。,由姜豐年暨陳怡芬等兩人捐助成立,嘉義市政府民國90年9月24日90府社福字第78113號函,永久,10000000.00,1,1110222,,1110310,,,,,,
111法登他000022,1,2,陳雪芬,123,1110217,1110222,1110223,5冊24頁,2,13,陳家平,財團法人幼獅童軍教育事務基金會,0790110,嘉義市東區幼獅路29號,為「推展童軍運動，發揚童軍精神、培養健全公民」，以「促進家庭幸福、社會安全和諧、國家富強康樂、實現世界大同」為宗旨。,捐助,嘉義市政府78年12月18日府教社字第68307號函,永久,1000000.00,1,1110222,,1110310,,,,,,
111法登他000023,2,2,陳雪芬,580,1110218,1110302,1110303,19冊53頁,2,2,姜鈞翔,社團法人嘉義縣共好生活協會,1070110,嘉義縣朴子市竹圍里23鄰博文街10號,以結合「共好」精神，透過多元永續推廣概念融入生活，提升生活質量相關事務，包括藝文推廣、社區營造、人文歷史、地方產業、人才培力、環境保護、弱勢關懷等議題，配合政府推動相關政策，以期建構嘉義美好生活。,會費、捐款、其他收入,嘉義縣政府民國106年10月11日府授社人團字第1060203572號,永久,0.00,1,1110302,,1110317,,,,,,
111法登他000024,1,2,陳雪芬,74,1110222,1110307,1110307,4冊5頁,2,17,羅林幸子,財團法人嘉義市私立興華高級中學,0631118,嘉義市林森東路239號,為舉辦教育事業目的，設立財團法人嘉義市私立興華高級中學。,捐助,臺灣省教育廳民國60年5月27日教二字第07402號函（備註：主管機關改隸教育部）,永久,624359526.00,1,1110307,,1110317,,,,,,
111法登他000025,2,2,陳雪芬,339,1110302,1110324,1110324,13冊7頁,2,9,方照誠,社團法人嘉義市家庭關懷協會,0940418,嘉義市西區永春一街101號,以仁愛胸懷，保護弱勢、需幫助之對象，關心並協助其家庭和諧，輔導老人、夫妻、子女之相關問題，及辦理有意活動為宗旨。,會費、捐款、其他收入。,嘉義市政府民國90年3月14日90府社行字第20703號函,永久,595685.00,1,1110324,,1110411,,,,,,
111法登他000026,1,2,陳雪芬,585,1110303,1110307,1110310,19冊63頁,2,2,張威珍,財團法人嘉威教育基金會,1070316,嘉義縣鹿草鄉重寮村中寮13之6號,以「推展嘉義縣市綜合教育服務，獎助家境清寒學生，鼓勵青年學生克服困境，奮發向學，修己善，肯負責，做個品學兼優孝父母的好國民」為宗旨。,捐贈,嘉義縣政府民國107年2月13日府教社字第1070034421號函,永久,5000000.00,1,1110307,,1110323,,,,,,
111法登他000027,1,2,陳雪芬,112,1110304,1110310,1110314,5冊13頁,2,11,陳浚沂,財團法人梅嶺美術文教基金會,0760213,嘉義縣朴子市山通路2之9號2樓,以弘揚吳梅嶺（添敏）先生之美術教育精神，響應政府終身學習機會，各項文教活動提昇知能，保有及發展本縣文化資產，培育社區發展及現代化公民為宗旨。,由黃金添等人捐助,嘉義縣政府民國76年2月6日七六府教社字第8247號函,永久,1000000.00,1,1110310,,1110323,,,,,,
111法登他000028,1,2,陳雪芬,187,1110307,1110316,1110317,8冊3頁,2,12,王安順,財團法人民雄文教基金會,0850913,嘉義縣民雄鄉建國路二段265號,以獎勵藝術、推展文化、維護並培育善良風俗、提振人文素養、提高國民生活品質、改善整體生活環境為宗旨。,捐助。,嘉義縣政府民國85年8月26日八五府教社字第98204號函,永久,7510000.00,1,1110316,,1110331,,,,,,
111法登他000029,1,2,陳雪芬,584,1110309,1110331,1110401,19冊61頁,2,3,呂清喜,財團法人玉山扶輪獎學教育基金會,1070223,嘉義縣水上鄉柳林村11鄰1730號,以「基於扶輪服務精神，鼓勵及培養國內優秀青年，促進國際間之友誼及瞭解」為宗旨。,由嘉義市玉山扶輪社捐助,嘉義縣政府民國107年2月12日府教社字第1070033740號函,永久,2000000.00,1,1110331,,1110411,,,,,,
111法登他000030,2,2,陳雪芬,276,1110311,1110329,1110330,10冊59頁,2,12,陳素貞,社團法人嘉義市保母協會,0900501,嘉義市東區彌陀路266號5樓2,提升保母素質、增加保母專業知識、家庭托育轉介服務、增進婦幼福利、樹立社區家庭托育示範。,會費、樂捐、其他收入等。,嘉義市政府民國85年3月8日八五府社字第26261號函,永久,362469.00,1,1110329,,1110411,,,,,,
111法登他000031,1,2,陳雪芬,169,1110315,1110317,1110318,7冊44頁,1,13,陳俊仁,財團法人菜脯根文教基金會,0840926,嘉義縣朴子市文明南路48號,以蒐集、整理並發揚嘉義地區文化為宗旨。,捐助,嘉義縣政府民國84年8月31日八四府教社字第10019號函,永久　,2000000.00,1,1110317,,1110331,,,,,,
111法登他000032,1,2,陳雪芬,454,1110315,1110418,1110420,17冊1頁,2,12,楊瑞永,財團法人陽光社會福利基金會,1001031,臺北市中山區南京東路三段91號3樓,以辦理灼燙傷、顏面損傷及其他身心障礙者之社會福利為目的。,由李娟、孫妙雪、陳俊良等捐助,臺北市政府教育局民國71年9月23日北市教四字第44694號函,永久,213529032.00,1,1110418,,1110503,,,,,,
111法登他000033,2,2,陳雪芬,465,1110317,1110329,1110330,17冊23頁,2,4,黃薈芸,社團法人台灣合樂外籍婚姻媒合服務協會,1010528,嘉義市北社尾路25號3樓1,辦理跨國（境）婚姻媒合服務。,會費、捐款及其他收入等。,內政部民國101年3月7日台內社字第1010108584號函,永久,67000.00,1,1110329,,1110411,,,,,,
111法登他000034,1,2,陳雪芬,41,1110317,1110321,1110323,2冊11頁,1,17,陳英毅,財團法人嘉義縣朴子高明寺,0550524,嘉義縣朴子市山通路73號,以加強維護管理寺產並宣揚佛教教義、慈獻人群、造福社會為宗旨。,捐助,嘉義縣政府民國55年5月14日嘉府茂民行字第29289號令,永久,2682807.00,1,1110321,,1110331,,,,,,
111法登他000035,2,2,陳雪芬,417,1110321,1110421,1110425,15冊47頁,2,13,廖水永,社團法人嘉義縣梅山鄉老人會,0980828,嘉義縣梅山鄉梅南村梅仔山9號,從事老人問題之理論研究，策劃老人福利服務，改善老人生活環境，並協助政府推行政令為宗旨。,會費、捐款及其他收入等。,嘉義縣政府民國92年3月11日92府社行字第32639號函,永久,0.00,1,1110421,,1110503,,,,,,
111法登他000036,2,2,陳雪芬,670,1110321,1110329,1110330,21冊31頁,2,8,張麗君,社團法人嘉義市西區何庄社區發展協會,1100823,嘉義市西區育人路613號,以促進社區發展，增進居民福利，建設安和融洽、團結互助之現代化社會為宗旨,會費、捐款和其他收入等,嘉義市政府民國82年8月23日八二府社行字第308號函（民國108年4月22日嘉義市政府以府社行字第1081607296號立案證書補發）,永久,0.00,1,1110329,,1110411,,,,,,
111法登他000037,1,2,陳雪芬,34,1110321,1110329,1110330,2冊4頁,1,15,魏宏泰,財團法人臺灣省嘉義市私立嘉華高級中學,0540602,嘉義市長竹里7鄰民權東路45號,為培養青年學子成為國家、社會有用人才之目的，設立財團法人臺灣省嘉義市私立嘉華高級中學,捐助,臺灣省政府教育廳民國50年4月15日(50)9.13教二字第49338號函,永久,286851627.00,1,1110329,,1110411,,,,,,
111法登他000038,1,2,陳雪芬,293,1110324,1110329,1110330,11冊33頁,2,23,趙犁民,財團法人台灣兒童暨家庭扶助基金會(嘉義分事務所),0910403,臺北市信義區忠孝東路5段482號4樓,以實踐博愛助人精神，辦理國內外兒童、少年及家庭、社會服務為宗旨。,由美國維吉尼亞州基督教兒童福利會捐助,臺灣省政府社會處43年12月10日,永久,969355329.00,1,1110329,,1110411,,,,,,
111法登他000039,2,2,陳雪芬,442,1110330,1110406,1110407,16冊37頁,2,8,周啟仲,社團法人嘉義市醫事放射師公會,1000121,嘉義市友愛路562號6樓5,共謀醫事放射技術，維護民眾輻射安全及健康，維護會員權益及保障會員職場應享工作權益與提升地位為宗旨,會費、捐款及其他收入等,嘉義市政府民國89年8月14日89府社行字第59836號函,永久,142011.00,1,1110406,,1110420,,,,,,
111法登他000040,1,2,陳雪芬,3,1110330,1110407,1110407,1冊3頁,2,14,吳振明,財團法人臺灣省私立嘉義博愛仁愛之家,0440705,嘉義市東區林森東路235號,以社會福利事業為宗旨。,捐贈,嘉義縣政府民國40年6月30日嘉府民字第35146號函（內政部40年11月7日內社7620號函准予備案）,永久,180898940.00,1,1110407,,1110420,,,,,,
111法登他000041,1,2,陳雪芬,116,1110406,1110418,1110419,5冊17頁,2,3,侯光義,財團法人侯水木先生教育基金會,0770205,嘉義縣朴子市博文街1號,以紀念侯水木先生忠愛國家、造福地方、熱心文教與社會公益活動及愛護莘莘學子之精神，提供文化水準，促進社會祥和發展為宗旨,由侯淑真先捐基金新台幣壹佰萬元整，以後接受認捐基金,嘉義縣政府民國77年1月9日77府教社字第1092號函,永久,1000000.00,1,1110418,,1110503,,,,,,
111法登他000042,1,2,陳雪芬,27,1110406,1110412,1110414,1冊27頁,1,15,林文進,財團法人臺灣省嘉義市私立仁義高級中學,0520301,嘉義市鹿寮里紅毛埤125-1號,遵照國家教育政策暨現行教育法令之規定，辦理嘉義市私立仁義高級中學，並謀其健全發展。　,董事會捐助,臺灣省教育廳民國49年9月9日教二字第03117號函,永久,212436714.00,1,1110412,,1110503,,,,,,
111法登他000043,1,2,陳雪芬,325,1110407,1110412,1110414,12冊37頁,2,7,洪界速,財團法人嘉義市私立嘉愛啟智發展中心,0930531,嘉義市東區盧厝里2鄰盧義路416號,本中心以辦理身心障礙福利慈善事業，推展身心障礙者終身教育與照顧服務為宗旨。,捐款。,嘉義市政府民國93年4月30日府社救字第0930045548號函,永久,74328885.00,1,1110412,,1110503,,,,,,
111法登他000044,1,2,陳雪芬,606,1110408,1110412,1110414,20冊5頁,2,2,李志勳,財團法人禎祥教育基金會,1080516,嘉義縣朴子市竹村里鴨母寮1號之3,以「推展嘉義縣市綜合教育服務，獎助家境清寒學生及原住民學生，鼓勵青年學生克服困境，奮發向學，修己善，肯負責，做個品學兼優孝順父母的好國民」為宗旨。,由禎祥食品工業股份有限公司捐助,"嘉義縣政府民國108年4月17日 府教社字第1080080839號函",永久,2000000.00,1,1110412,,1110503,,,,,,
111法登他000045,1,2,陳雪芬,265,1110414,1110428,1110429,10冊35頁,2,7,陳盛嘉,財團法人稻江科技暨管理學院,0890327,嘉義縣朴子市大葛里學府路二段51號,為響應私人捐資興學，培養國家高級學術人才之目的，設立財團法人稻江科技暨管理學院。,捐助,教育部民國89年1月14日台(八九)高(三)字第89005715號函,永久,1307683089.00,1,1110428,,,,,,,,
111法登他000046,1,2,陳雪芬,64,1110415,1110421,1110425,3冊43頁,1,16,朱欽姈,財團法人大同技術學院,0620531,嘉義市彌陀路253號,遵照國家教育政策暨現行法令規定，辦理大同技術學院並謀其健全發展。,捐贈,教育部民國61年7月25日台(61)專字第17204號令,永久,1305292527.00,1,1110421,,1110503,,,,,,
111法登他000047,1,2,陳雪芬,313,1110415,1110421,1110425,12冊13頁,2,6,林正男,財團法人嘉義市私立博愛社會福利慈善事業基金會,0921015,嘉義市博愛路1段482巷32號,本會以舉辦社會福利慈善事業為宗旨。,由劉寧珍先生等八人共同捐助成立,嘉義市政府民國92年9月25日府社福字第0920100150號,永久,10000000.00,1,1110421,,1110503,,,,,,
111法登他000048,2,2,陳雪芬,360,1110419,1110428,1110429,13冊49頁,2,6,賴秀琴,社團法人中華民國家庭教育專業人員協會,0950329,嘉義市義教街615之1號,以結合全國家庭教育專業人員之力量，致力於家庭教育之研究發展，並促使家庭教育之教育、行政、實務三方面經常聯繫，與各類專業服務工作間之技術合作與經驗交流，以提昇我國家庭教育之服務品質，促進家庭教育專業之發展為宗旨。,會費、捐款及其他收入等。,內政部民國95年2月7日台內社字第0950022367號函,永久,91000.00,1,1110428,,,,,,,,
111法登他000050,1,2,陳雪芬,162,1110420,1110429,1110503,7冊37頁,2,10,陳鏡亮,財團法人嘉義市私立陳李月女慈善基金會,0831128,嘉義市忠孝路515號6樓之1,提供服務相關業務、辦理社會福利慈善事業與從事公益為目的。,陳鏡潭等捐助,嘉義市政府民國83年11月25日八三府社福字第74029號函。,永久,11000000.00,1,1110429,,,,,,,,
111法登他000051,1,2,陳雪芬,539,1110420,1110428,1110429,18冊71頁,2,3,蘇泰利,財團法人台灣省嘉義縣道教未天祖基金會,1050307,嘉義縣新港鄉溪北村溪北36-5號,本於發揮宗教仁愛之精神，以興辦社會教化、公益慈善事業及促進地區宗教事業之發展為宗旨。,由黃塗德等6人捐助,嘉義縣政府民國105年2月16日府民禮字第1050028741號函,永久,61195960.00,1,1110428,,,,,,,,
111法登他000052,1,2,陳雪芬,52,1110421,1110428,1110429,3冊19頁,2,13,蕭淑慧,財團法人台灣省嘉義市先天玉虛宮,0590227,嘉義市東區盧厝里紅毛埤5-2號,以倡導我國固有道德，宣揚聖道，濟世救民，善施恤貧等慈善事業而繁榮地方。,信徒捐助,臺灣省嘉義縣政府民國59年2月4日嘉府達民行字第7713號通知,永久,5189990.00,1,1110428,,,,,,,,
111法登他000054,1,2,陳雪芬,240,1110425,1110428,1110429,9冊49頁,2,5,王福源,財團法人祥太文教基金會,0880129,嘉義市大雅路二段285巷30號,以辦理公益文教為宗旨。,由王福源捐助,嘉義市政府民國88年1月14日八八府教社字第3438號函,永久,8082976.00,1,1110428,,,,,,,,
111法登他000056,2,2,陳雪芬,199,1110429,1110429,1110503,8冊27頁,2,15,張棕凱,社團法人嘉義市聲暉協進會,0860414,嘉義市錦州二街28號2樓,一、推動聽障教育，回歸主流。二、提昇聽障者之教育品質與就業、就養、就醫、復健等福利。三、提供聽障者家長專業知識訊息。四、聯繫國內外有關機構，增進專業知識交流。,會費、捐款、其他收入等。,嘉義市政府民國82年10月27日（八二）府社行字第319號立案證書,永久,1386490.00,1,1110429,,,,,,,,
111法登社000001,2,1,陳雪芬,683,1110105,1110118,1110119,21冊57頁,,,鄭介維,社團法人嘉義縣百工修繕利他協會,1110118,嘉義縣竹崎鄉灣橋村灣橋112巷14號,以修繕社會弱勢族群改善居住環境發展為宗旨。,會費、捐款及其他收入等。,嘉義縣政府民國110年12月13日府授社人團字第1100290588號函,永久,201000.00,1,1110118,,1110215,,,,,,
111法登社000002,2,1,陳雪芬,685,1110113,1110119,1110121,21冊61頁,,,李朝期,社團法人嘉義市慈悲協會,1110119,嘉義市東區興業東路326號,以宣揚佛陀慈悲理念為宗旨。,會費、捐款及其他收入等。,嘉義市政府民國110年10月8日府社行字第1105026230號函,永久,0.00,1,1110119,,1110215,,,,,,
111法登社000003,2,1,陳雪芬,686,1110209,1110215,1110217,21冊63頁,,,林金菁,社團法人臺灣愛鄉隨新住民關懷協會,1110215,嘉義縣鹿草鄉竹山村8鄰竹子腳221附1號,以慈善為宗旨,會費、捐款及其他收入等,內政部民國110年12月16日台內團字第1100061753號函,永久,0.00,1,1110215,,1110302,,,,,,
111法登社000004,2,1,陳雪芬,688,1110301,1110311,1110314,21冊67頁,,,林佩樺,社團法人臺灣蒔青光域總會,1110311,嘉義市東區保建街36之26號10樓之6,以傳遞蒔青光域身心靈理念，透過學習來穩定自己、提升自己、肯定自己，協助大家在生活各個面向都能身心健康為宗旨。,會費、捐款及其他收入等,內政部民國110年10月21日台內團字第1100049105號函,永久,20151.00,1,1110311,,1110323,,,,,,
