登記案號,序號,分事務所地址,網站連結
110法登他000004,1,桃園市龍潭區中豐路高平段10巷31號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UAiAUZv5jkEz703s1mZyCljFUqaYwxlQEBlX8u1dzaC3P3J8flDaGI8bptU=
110法登他000020,1,嘉義市民樂街139之1號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aC5EhgJgmoqVLScKnprbOaD13fH7PkirHFzugc8HqEbo4T1b7NZ9pPHfKCk=
110法登他000025,1,臺中市北屯區環中路一段1220號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W5xg4SRSEKgNclmc75fQjHeu4aDHEcSs56kMtxOVTkl0br2JwUJffWB767E=
110法登他000056,1,嘉義市東區圳頭里林森東路842巷27弄2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ia0RIsPE4CEH-qb9weo24Cyeo1aB_aDI81IWml032wU6Aib6-jdjMyMGZJ0=
110法登他000060,1,嘉義市西區貴州街123號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qaN9hqE74_ovo2COG1Q98SMfdyhe06YJkZKVa7QPTMeEAyjc1fhSYuop4Vs=
110法登他000060,2,嘉義縣竹崎鄉鹿滿村鹿山路60號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Uy57OmFUGXa3QbDbl7yvEchfuubaEKwz_goDVS4qyRViLCD5mBiPCk9i5NU=
110法登他000089,1,嘉義市西區貴州街123號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QBNj8vVSrG5U_ilsmit-wmhAtmCGocsiDFtXuJcxIk5HWm5xu7LedtoFY-k=
110法登他000089,2,嘉義縣竹崎鄉鹿滿村鹿山路60號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zAGIFembYh0EoeHttQcp8BeMILSN3yQRluOIL1YpcRWgB94E63ZnCfgwJIE=
110法登他000106,1,嘉義市芳草里草地尾8號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TaYSAZDuFu-PM_CupLnwKN5Rj_bbx76uaNszKVADeglA03kz7v7e1CW_
110法登財000001,1,台中市大里區仁愛路175巷88號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6Dp2iqb03iyOSv1_AGHKhiOvlo3hztb4_w0g-YwfYztYmWkPFkElr-DDg78=
110法登財000001,2,嘉義縣新港鄉潭大村潭子墘26之12號一樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hGIqC8fDbAuZteEOeHKWioQxrOyeYHKYOLOHGO6Mwf4IbJxST5n_r6hi8X4=
