登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
094法登他000001,1,2,羅心芳,9,0940103,0940103,0940103,1冊10頁,2,9,蔡志恆,財團法人台灣省屏東縣私立民生高級家事商業職業學校,0530218,屏東市瑞光里民生東路十二號,協助政府發展職業教育,由屏東市第一信用合作社捐助、各界自由捐助,五十一年一月二十九日台灣省政府教育廳，教二字第一三七０九號,永久,283015852.00,1,0940103,0940127,,,,,,,
094法登他000002,1,2,羅心芳,193,0940112,0940112,0940112,8冊11頁,2,2,洪敏夫,財團法人屏東縣立枋寮高級中學教育基金會,0910415,屏東縣枋寮鄉新龍村義民路三號,改善環境、發展校務、奬助優秀清寒學生，促進學生敦品勵學。,由校友、家長、公司行號及熱心人士捐助,屏東縣政府，九十一年四月九日，屏府教社字第０九一００五四五一四號,永久,2000000.00,1,0940112,0940325,,,因法人印鑑被燒燬，申請變更法人印鑑。,,,,
094法登他000003,2,2,羅心芳,236,0940124,0940124,0940124,10冊14頁,1,,鄭順昌,社團法人屏東縣天聖文化藝術發展協會,0931130,屏東縣潮州鎮朝昇東路一二九巷七號,本會為依法設立、非以營利為目的之社會團體，以發展地方文化藝術、提昇社區生活品質、淨化社會人心，以文化藝術發展為宗旨。,入會費、常年費。,屏東縣政府中華民國93年12月30日屏府社政字第0930244254號函,永久,28385.00,1,0940124,0940325,,,,,,,
094法登他000004,1,2,羅心芳,117,0940124,0940124,0940124,4冊13頁,2,4,蘇天生,財團法人蘇天生文教基金會,0850306,屏東縣東港鎮中正路一段二一０號,推展文教公益活動。,由安泰醫院及各地熱心人士捐助。,屏東縣政府八十五年二月十二日屏府教社字第二五０二二號函。,永久,5000000.00,1,0940124,0940325,,,,,,,
094法登他000005,2,2,羅心芳,106,0940125,0940125,0940125,4冊5頁,2,6,李連枝,社團法人屏東縣啟智協進會,0840821,屏東市建豐路一八○巷三五號,為智能不足者謀求福利，並輔導其就學、就業、就醫、就養以啟發其潛技能，並促進社會大眾對智能不足者之關懷與協助。,會費收入、社會捐助、政府補助、活動收入、基金孳息。,屏東縣政府七十七年二月二十二日屏府社政字第二四七號,永久,201240.00,1,0940125,0940223,,,,,,,
094法登他000006,1,2,羅心芳,221,0940126,0940126,0940126,9冊19頁,2,2,莊樹林,財團法人行政院農業委員會林務局屏東林區管理處職工福利委員會,0930528,屏東市林森路四十八號,為謀本管理處全體員工之福利,每月本處職工薪津提取一定之比例為福利金，林務局職工福利委員會分配之福利金，其他奉准提撥之福利金，各種造產服務及其他事業收入,屏東縣政府民國九十三年一月七日屏府社勞工字第0930004272號函,永久,1500000.00,1,0940126,0940223,,,,,,,
094法登他000007,2,2,羅心芳,120,0940128,0940128,0940128,4冊16頁,2,3,李榮章,社團法人屏東縣萬丹鄉香社社區發展協會,0850520,屏東縣萬丹鄉香社村香內路一二八巷二一號,本會非以營利為目的之社會團體，以促進社區發展，增進居民福利，建設安和融合，團結互助之現代社會為宗旨。,由本會會員繳納入會費及常年會費與自由樂捐。,屏東縣政府八十二年六月五日屏府社政字第二二二號函,永久,669594.00,1,0940128,0940325,,,,,,,
094法登他000008,2,2,羅心芳,116,0940128,0940128,0940128,4冊12頁,2,8,陳昭宗,社團法人屏東縣慈暉社,0850213,屏東市重慶路一六一號二樓,本社匯集社會力量，推行社會服務活動為本社宗旨,依本社組織章程第九章第四十二條,屏東縣政府民國七十八年五月十八屏府社政字第二八０號,永久,108902.00,1,0940128,0940325,,,,,,,
094法登他000009,1,2,羅心芳,24,0940128,0940128,0940128,1冊8頁,1,13,林吉男,財團法人屏東縣私立新基高級中學,0580707,屏東縣東港鎮新基街一二八號,遵照教育宗旨創辦綜合中學協助政府發展地方教育為目的,由天主教高雄教區捐贈,台灣省政府教育廳，中華民國五十二年八月十九日核准。,永久,148236362.00,1,0940128,0940325,,,,,,,
094法登他000010,1,2,羅心芳,19,0940202,0940202,0940202,1冊3頁,2,7,尤丁財,財團法人屏東市教會聚會所,0560929,屏東市北平路三十六號,以傳揚基督福音引人歸主並舉辦公益事業。,由信徒以不具名自由奉獻。,台灣省屏東縣政府，中華民國五十六年九月十三日,永久,6213057.00,1,0940202,0940325,,,,,,,
094法登他000011,1,2,羅心芳,124,0940203,0940203,0940203,4冊19頁,2,3,龍應達,財團法人迦樂醫院,0851008,屏東縣新埤鄉箕湖村進化路十二之二００號,本院不以營利為目地，從事各項心理衞生與精神疾病之門診，住院醫療及復健等業務，並以發展現代化醫療事業，提昇學術地位，服務患者造福鄉里，促進社會之和諧與安寧為宗旨。,由徐畢卿等四十三名捐助人，捐助新台幣伍仟貳佰陸拾肆萬元正。,行政院衞生署民國八十五年七月二十三日衞署醫字第八五０三四九四八號,永久,52640000.00,1,0940203,0940325,,,,,,,
094法登他000012,1,2,羅心芳,129,0940217,0940217,0940217,5冊4頁,2,4,林義祥,財團法人國立屏東科技大學校友文教基金會,0860303,屏東縣內埔鄉學府路一號,本會以致力於學術文化教育事業服務社會為宗旨。,由吳雨庭等人捐助。,教育部八十六年二月十二日(86)社四字第八六０一五０二０號函。,永久,10500000.00,1,0940217,0940325,,,"捐助章程變更（經本院八十九年二月二十三日以八十九年度法字第三號裁
定准許在案）。",,,,
094法登他000013,1,2,羅心芳,13,0940217,0940217,0940217,2冊15頁,2,11,郭蔡靜香,財團法人慈惠醫護管理專科學校,0540809,屏東縣南州鄉三民路三六七號,為遵照國家教育政策暨現行教育法令之規定，辦理慈惠醫護管理專科學校，並謀其健全發展。,由本校董事會捐贈。,台灣省屏東縣政府，中華民國五十三年九月卅日，屏府教中字第五七五三二號。,永久,627711844.00,1,0940217,0940325,,,,,,,
094法登他000014,1,2,羅心芳,126,0940310,0940310,0940310,5冊1頁,2,5,洪恆珠,財團法人椰林文教基金會,0851204,屏東市公裕街八十一巷八號,本會以提昌文化教育活動、培養優良社會風氣，造就高品質的文明國民為宗旨。,董事、機關團體，社會人士自由捐助。,屏東縣政府八十五年十一月二十三屏府教社字第一八八九二一號函,永久,2000000.00,1,0940310,0940325,,,,,,,
094法登他000015,2,2,羅心芳,146,0940310,0940310,0940310,6冊1頁,2,3,陳俊安,社團法人屏東縣九如鄉民俗推展協會,0871102,屏東縣九如鄉九明村光復街八三號,本會以協助政府推行政令發展地區性民俗文化活動才藝推展延續薪火相傳。,會費收入、活動樂捐、政府補助及基金孳息。,台灣省屏東縣政府、八十七年十月廿日八七屏府社政字第一八０六九一號,永久,75500.00,1,0940310,0940509,,,,,,,
094法登他000016,1,2,羅心芳,7,0940314,0940314,0940314,1冊7頁,2,14,房徐蕙英,財團法人屏東縣私立美和高級中學,0520715,屏東縣內埔鄉美和村學人路三二三號,為協助政府發展教育.,由籌措之教育經費捐助、並由徐傍興捐助二佰萬元,八十四年十二月二十八日台灣省政府教育廳(八十四教二字第一二０六二七號函),永久,92487593.00,1,0940314,0940509,,,,,,,
094法登他000017,1,2,羅心芳,133,0940314,0940314,0940314,5冊8頁,1,3,龔兆福,財團法人屏東縣私立長青老人養護中心,0860912,屏東縣長治鄉榮華村信義路五十五號,依政府規定辦理老人福利慈善事業為宗旨、收容六十五歲以上身心障礙之老人。,以捐助方式。,屏東縣政府八十六年八月十一日屏府社福字第一三四五七七號,永久,70038982.00,1,0940314,0940509,,,,,,,
094法登他000018,1,2,羅心芳,62,0940315,0940315,0940315,2冊20頁,2,4,周賜屏,財團法人台灣省屏東縣基督教協同會勝利禮拜堂,0770815,屏東市勝利路一八０號,宣揚基督教義，辦理公益慈善教育事業。,由財團法人台灣基督教協同會捐贈,八十二年十月十三日台灣省屏東縣政府，屏府民禮字第一五三六０八號,永久,613723.00,1,0940315,0940509,0940408,,,,,,
094法登他000019,2,2,羅心芳,103,0940316,0940316,0940316,4冊2頁,2,6,陳中道,社團法人屏東縣脊髓損傷者協會,0840417,屏東市建豐路一八○巷三五號,本會以結合群力，協助脊髓損傷者自立自強，重新適應社會生活為宗旨。,社會捐助。,屏東縣政府八十四年四月七日八四屏府社政字第五０七０一號函。,永久。,305714.00,1,0940316,0940509,,,,,,,
094法登他000020,1,2,羅心芳,119,0940324,0940324,0940324,4冊15頁,2,4,邱連治,財團法人屏東縣教育會文教基金會,0850517,屏東縣東港鎮豐漁里豐漁街66號,協助屏東縣教育會會務推展及會員子女獎學金為目的。,屏東縣政府、屏東縣議會、教育會、地方熱心教育人士。,屏東縣政府八十五年四月十二日屏府教社字第五五五一三號,永久,8000000.00,1,0940324,0940509,,,,,,,
094法登他000021,1,2,羅心芳,17,0940329,0940329,0940329,1冊1頁,2,13,洪慶麟,財團法人永達技術學院,0560725,屏東縣麟洛鄉麟蹄村五鄰中山路三一六號,為遵照國家教育政策暨現行教育法令規定，辦理永達技術學院並附設專科部並謀其健全發展。,由創辦人財團法人永達技術學院捐贈,五十六年六月十日教育部，台五六高字第九八四一號,永久,1837668485.00,1,0940329,0940509,,,原董事張自流先生於九十二年十一月十六日病逝補選董事。,,,,
094法登他000022,1,2,羅心芳,139,0940407,0940407,0940407,5冊14頁,2,3,劉雲松,財團法人屏東縣高樹國小文教基金會,0861219,屏東縣高樹鄉高樹村華光路三十二號,協助政府推展教育建設，獎助清寒績優學生，辦理各項教育文化體育活動，充實學校設備，協助發行或出版刊物，配合地方發展學校教育特色。,社會熱心廠商及民間熱心教育人士捐助。,屏東縣政府八十六年十一月二十七日八六屏府教社字第198029號函。,永久,3317920.00,1,0940407,0940609,,,,,,,
094法登他000023,2,2,羅心芳,135,0940412,0940412,0940412,5冊10頁,2,10,羅原卿,社團法人屏東縣聾啞福利協進會,0860924,屏東市林森路東段68號,以研究聾啞人福利問題，並發動社會力量與興辦聾啞人福利事業，使聾啞人盡其心力報效國家服務社會為宗旨。,入會費及各界捐助。,屏東縣政府八十五年六月二十九日屏府社政字第五二四號,永久,2299.00,1,0940412,0940509,,,,,,,
094法登他000024,1,2,羅心芳,179,0940418,0940418,0940418,7冊17頁,1,2,陳鴻明,財團法人基督教中央教會總部,0900416,屏東縣來義鄉文樂村二鄰新樂一六之三號,傳揚基督教義及辦理公益慈善事業,陳德明先生捐助建築物乙棟,"屏東縣政府,中華民國九十年三月二十三日,九十屏府民禮字第四三三九八號",永久,3958000.00,1,0940418,0940509,,,,,,,
094法登他000025,2,2,羅心芳,147,0940418,0940418,0940418,6冊2頁,2,3,鄭典嶺,社團法人屏東縣潮州鎮第二老人會,0871130,屏東縣潮州鎮力行巷四十四號,聯絡會員間友誼提倡正當娛樂舉辦各項康樂聯誼活動以促進會員團結繼續為社會服務并充實福利為宗旨。,社團會員繳納會費及其他捐款。,"屏東縣政府 八十七年十一月廿四日 八七屏府社政字第二０四一五三號",永久,60000.00,1,0940418,0940509,,,,,,,
094法登他000026,1,2,羅心芳,73,0940425,0940425,0940425,3冊2頁,1,14,林玉梅,財團法人台灣省屏東縣私立陸興高級中學,0800913,屏東市豊田里廣東路一五０號,"創辦私立陸興高級中學，協助政府發展教育，配合國家文化建設為目        的。",由創辦人蔡譜陸捐贈,"台灣省政府教育廳 七十九年十二月十四日 教二字九二三一二號",永久,124935734.00,1,0940425,0940609,,,,,,,
