登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
099法登他000001,1,2,李述燊,25,0990111,0990226,0990226,1冊25頁,1,13,謝招宏,財團法人臺灣省南投縣私立同德家事商業職業學校,0651007,南投縣草屯鎮中正路培英巷8號,為遵照國家教育政策暨現行教育法令規定以辦理職業學校，並謀其健全發展。,由林英章、葉志輝、胡忠民、林淑娪、郭海、馬志援、趙海金等捐助。,臺灣省政府教育廳民國62年7月12日,永久,552675401.00,1,0990226,0990630,0990226,,"原登記之財產總額為「新台幣547,266,370元整」增加變更登記為「新台幣552,675,401元整」。",,,,
099法登他000002,2,2,李述燊,215,0990113,0990118,0990118,8冊5頁,2,2,林島阿鳳,社團法人南投縣服侍善工協會,0941123,南投縣仁愛鄉新生村山林巷159之1號,以服侍善工、盡心盡意盡力及人溺己溺之精神，推動社區照顧為理念，結合社區、個人與社會團體共同協助弱勢族群，營造祥和之社區為旨。,1.入會費、2.常年會費、3.事業費、4.捐款、5.委託收益、6.基金及其孳息、7.其他收入,南投縣政府中華民國94年10月17日,永久,200.00,1,0990118,0990630,0990118,,原章程第五條經第二屆第二次會員大會議決變更，報經主管機關99年1月7日府社政字第0900081530號函准予備查,,,,
099法登他000003,1,2,李述燊,195,0990120,0990226,0990226,7冊15頁,2,10,羅紀琼,財團法人伊甸社會福利基金會,0930927,台北市文山區萬美街一段55號3樓,以舉辦社會福利為目的。,由劉俠等人繼續捐助,台北市政府社會局72年3月19日,永久,237823286.00,1,0990226,0990630,0990226,,1.第10屆常務監察人李少玉因個人因素辭任，繼任監察人程文晉變更登記；常務監察人職務由原監察人王渡繼任。2.繼任監察人程文晋印鑑登記。,,,,
099法登他000004,1,2,李述燊,124,0990120,0990224,0990224,5冊4頁,2,4,蔡建郎,財團法人中華文化藝術基金會,0890525,南投市仁和路十九號,提升國民精神文化，倡導中華文化藝術價值。　,由蔡建郎先生捐助,"台灣省政府 中華民國八十九年五月九日",永久,5100000.00,1,0990224,0990630,0990224,,第4屆董事任期屆滿，改選產生第5屆董事。,,,,
099法登他000005,2,5,李述燊,201,0990120,0980206,0980208,7冊21頁,1,,陳家芳,社團法人南投縣就業促進發展協會,0940323,南投市千秋里千秋路351巷7號,因目前全員都有工作，無多餘時間協助本業務，造成人力不足，業務無法推展。,會員繳納會費,南投縣政府中華民國98年3月10日,永久,64600.00,1,0990206,1001007,,陳家芳,,,,,
099法登他000006,1,2,李述燊,133,0990120,0990416,0990416,5冊13頁,2,3,心培,財團法人南投縣私立均頭國民中學,0891215,南投縣埔里鎮水頭里水頭路48號,推行人間佛教，以教育培養人才的理念，辦理國民中學，建立完整的學程，回饋國家社會，並落實教育往下紮根的理想，完成全人教育理想，培養五育均衡發展的活潑兒童及健全國民為宗旨。,捐助,南投縣政府中華民國89年3月9日、教育部中華民國89年4月7日,永久,684277247.00,1,0990416,0990630,0990416,,"原登記之財產總額為「新台幣683,854,447元整」增加變更登記為「新台幣684,277,247元整」。",,,,
099法登他000007,1,2,李述燊,30,0990122,0990315,0990315,1冊30頁,2,5,釋禪心,財團法人白毫文教基金會,0801030,南投縣名間鄉萬丹村山腳巷74之1號,以獎助文化事業及淨化民心養育老幼等公益事業為宗旨,由謝美霞等捐助,南投縣政府80年10月3日,永久,2000000.00,1,0990315,0990630,0990315,,1.第4屆董事任期屆滿，改選產生第5屆董事。2.連任董事釋宗倫、蔡陳愛卿、湯桂滿、謝美霞、李慧芳、邱蔡淑珍印鑑變更。,,,,
099法登他000008,2,2,李述燊,183,0990122,0990224,0990224,7冊3頁,2,11,林正宗,社團法人南投縣草屯鎮老人會,0930610,南投縣草屯鎮玉峰街2之2號,以發揚互助精神，維護身心健康，共謀會員福利，促進社會事業及協助政府推行政令為宗旨。,1.會員入會費、2.會員常年會費、3.政府補助費、4.捐贈收入、5.利息收入、6.其他收入、7.互助會補助收入,南投縣政府中華民國70年6月1日,永久,50000.00,1,0990224,0990601,0990224,,1、第10屆理、監事任期屆滿，改選產生第11屆理、監事。2、新任理事李茂男、李坤松、梁德松、李碧印鑑登記，連任理事洪西中、李竹木印鑑變更。連任監事陳清穆印鑑變更。3.原章程第13條經98年11月13日第10屆第2次臨時會員代表大會議決變更，報經主管機關99年1月12日府社政字第09900128590號函准予備查。,,,,
099法登他000009,1,2,李述燊,263,0990125,0990222,0990222,9冊7頁,1,1,王明基,財團法人中台文化藝術基金會,0980410,南投縣埔里鎮中台路2號,以發揚中華文化、保存歷史文化資產、提昇社會藝術人文素質、促進藝術、文學、哲學、宗教與教育之發展為宗旨。,由中台禪寺捐贈,"行政院文化建設委員會  中華民國98年03月17日",永久,30000000.00,1,0990222,0990601,0990222,,1.第一屆董事釋惟覺因個人因素辭任，繼任董事劉中民變更登記、2.代表法人之董事：王明基、3.繼任董事劉中民印鑑。,,,,
099法登他000010,1,2,李述燊,131,0990127,0990317,0990317,5冊11頁,2,4,謝彩鳳,財團法人千禧龍青年基金會,0891121,南投縣水里鄉玉峰村永樂巷67號,辦理青少年輔導及教育事務,由謝基發先生捐助,"行政院青輔會  中華民國89年10月26日",永久,5000000.00,1,0990317,0990630,0990317,,1.第3屆董事任期屆滿，改選產生第4屆董事。2.新任董事王齡、張燕雪、鄧崇英、林宗義、劉登美印鑑登記,,,,
099法登他000011,1,2,李述燊,26,0990127,0990222,0990222,1冊26頁,1,12,吳棋祥,財團法人南投縣私立南投仁愛之家,0490113,主事務所:南投縣南投市民族路617號,以舉辦發展社會救助及社會福利事業為宗旨。,由各界捐助,南投縣政府47年12月23日,永久,27100000.00,1,0990222,0990601,0990222,,1.第12屆董事莊松榆、梁國寬因故辭任，繼任董事張國楨、張明和變更登記、2.法人印信（圖記）變更、3.繼任董事張國楨、張明和印鑑。,,,,
099法登他000012,1,2,李述燊,259,0990203,0990316,0990316,8冊49頁,1,1,鐘文生,財團法人南投縣私立普台高級中學,0971229,南投縣埔里鎮一新里中台路2號,為遵照國家教育政策暨現行教育法令之規定，培植國家棟樑，啟迪世人心智，淨化社會風氣，贊助教育相關建設並謀其發展之目的，設立財團法人南投縣私立普台高級中學暨附設國中部。,由「財團法人中台山佛教基金會」捐助,"教育部    中華民國90年7月17日",永久,40000000.00,1,0990316,,0990316,,1.第1屆董事高秀蓮、陳南妤因另有生涯規劃辭任，繼任董事蔡姵婕、羅婉倩變更登記。2.繼任董事蔡姵婕、羅婉倩印鑑登記。3.,,,,
099法登他000013,1,2,李述燊,114,0990203,0990325,0990325,4冊24頁,2,4,林炳峯,財團法人南投縣私立五育高級中學,0881129,南投縣南投市嘉和里樂利路200號,為遵照國家政策暨現行教育法令之規定，辦理高級中學，以培養德、智、體、群、美五育均衡發展之健全國民為宗旨，並謀學校健全的發展。,由林秀珠等捐助。,教育部中華民國88年4月2日,永久,316528039.00,1,0990325,0990630,0990325,,"原登記之財產總額「新台幣313,111,043元整」變更增加登記為「新台幣316,528,039元整」。",,,,
099法登他000014,1,2,李述燊,169,0990209,0990226,0990226,6冊19頁,2,3,鐘文生,財團法人南投縣私立普台國民中小學,0920120,南投縣埔里鎮中台路1號,以發揚中華固有文化，培育社會精英，培植國家棟樑，啟迪世人心智，淨化社會風氣，贊助教育相關建設並謀其發展，以創立普台國民中小學為宗旨。,由財團法人中台山佛教基金會捐助,"南投縣政府 中華民國87年8月25日",永久,2542360795.00,1,0990226,0990730,0990226,,"原登記之財產總額為「新台幣2,497,972,259元整」增加變更登記為「新台幣2,542,360,795元整」。",,,,
