登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
099法登他000002,1,2,陳美月,123,0990104,0990105,0990108,6冊25頁,2,7,麥勝紘,財團法人台北縣私立麥春福博愛基金會,0810129,台北縣淡水鎮中正路63號,以舉辦社會福利、慈善、公益事業為目的。,捐助,台北縣政府81.1.6,永久,3000000.00,1,0990105,0990305,0990118,,,,,,
099法登他000004,1,2,陳美月,210,0990105,0990108,0990113,10冊39頁,2,7,張卉湄,財團法人加惠心理諮商文教基金會,0831110,台北市承德路1段68號7樓,發揚心理諮商教育，培育愛心專業人才，並促進心理衛生之文教、學術、公益等活動為宗旨。,由張卉湄捐助,教育部82.12.21台(82)社字第71090號函,永久,10000000.00,1,0990108,0990305,0990120,,,,,,
099法登他000005,1,2,陳美月,520203,0990106,0990107,0990111,1冊93頁,1,9,王永昌,財團法人台北市私立好生育幼院,0521210,台北市北投區一德街58號,以收容教養社會無依兒童及少年為目的。,捐助,台北市政府社會局49.4.北市社救字第36號,永久,49261219.00,1,0990107,0990305,0990118,,"原捐助章程第3條、第6條、第7條條文內容變更：
（業經本院民事庭98年度法字第59號民事裁定確定）",,,,
099法登他000007,1,2,陳美月,620493,0990107,0990107,0990111,2冊95頁,1,12,張懷遠,財團法人台北市私立文德女子高級中學,0620131,台北市內湖區成功路3段70號,以創辦私立文德女子高級中學並謀其發展為目的。,捐助,台北市政府教育局60.7.5北市教輝二字第20767號,永久,257314689.00,1,0990107,0990614,0990118,,,,,,
099法登他000009,1,2,陳美月,38,0990107,0990107,0990111,2冊17頁,1,7,林芳郁,財團法人鄒濟勳醫學研究發展基金會,0770226,台北市北投區石牌路2段201號,以推展策劃資助醫師、護理、技術、行政、工程、營養及社工等醫院有關人員繼續教育，出國進修、參觀、訪問、開會與研究，並積極提供上述人員再教育的資訊、機會、場所、師資，以資助其費用為主。,捐助,行政院衛生署77.1.20衛署醫字第707491號函,永久,102160830.00,1,0990107,0990305,0990118,,"原捐助章程第2條、第5條、第6條、第8條、第9條、第17條條文內容變更：
（業經本院民事庭98年度法字第50號民事裁定確定）",,,,
099法登他000010,1,2,陳美月,231,0990107,0990107,0990111,12冊1頁,2,5,"胡  佛",財團法人中流文教基金會,0840510,台北市內湖區大湖山莊街61巷16號,一、探索二十一世紀中國人在世界之角色及地位。二、促進中國文化與人本精神之調適與重振。三、推動兩岸學術交流，增進相互瞭解，並提高知識水準。,設立基金新台幣壹千萬元整，由鈕廷莊先生捐助；嗣後得繼續接受捐贈。,教育部84.4.27台(84)社字第19036號,永久,14160000.00,1,0990107,0990305,0990118,,,,,,
099法登他000011,1,2,陳美月,641,0990108,0990112,0990114,32冊40頁,1,3,何俊輝,財團法人德本教育基金會,0910118,台北市內湖區內湖路1段91巷92弄22號4樓,以促進身心健康與環境和諧為宗旨。,由黃文成等人捐助,"台北縣政府  91年1月17日北府教社字第0910022644號函",永久,5000000.00,1,0990112,0990625,0990120,,,,,,
099法登他000012,1,2,陳美月,540245,0990108,0990112,0990114,2冊13頁,1,15,鄭獻仁,財團法人真理大學,0540909,台北縣淡水鎮真理街32號,辦理真理大學，以教學及研究學術，自由探討真理，培養人格，服務社會，促進國際間學術交流，榮神益人為宗旨。,由北部臺灣基督長老教會大會，熱心信徒及社會各界有志奉獻。,教育部54.8.26台(54)高字第13242號函,永久,5089293792.00,1,0990112,0990614,0990120,,,,,,
099法登他000013,1,2,陳美月,333,0990111,0990114,0990119,17冊5頁,2,8,陳烱松,醫療財團法人病理發展基金會,0720713,台北市大同區重慶北路3段146號,以從事醫療事業辦理醫療機構及提升病理檢診水準為目的,由台北市政府及台北市瑠公農田水利會共同捐助,行政院衛生署⒍衛署醫字第428821號函,永久,600000000.00,1,0990114,0990305,0990126,,,,,,
099法登他000017,1,2,陳美月,326,0990114,0990115,0990119,16冊31頁,1,5,陳博明,財團法人台灣癌症臨床研究發展基金會,0860716,台北市北投區石牌路2段95號2樓之2及之3,以鼓勵優秀癌症臨床醫學人員，研究發展固體腫瘤學、血液腫瘤學及骨髓和造血細胞移植，增進國際癌症臨床醫學交流，提高我國癌症臨床醫學水準。,捐助,行政院衛生署86.7.2衛署醫字第86035823號,永久,65500000.00,1,0990115,0990305,0990126,,"原捐助章程第2條條文內容變更：
（業經主管機關行政院衛生署99年1月4日衛署醫字第0980038918號函核備）",,,,
099法登他000018,2,2,陳美月,487,0990114,0990115,0990119,24冊49頁,2,2,柯陳美鳳,社團法人中華天地正教總會,0890508,台北市北投區建民路163─1號1樓,"1.尊奉神與真父母彌勒慈尊為本尊。以真愛及慈悲的利他主義，實踐「愛天  愛人  愛國」之上天的盼望。
2.揭力恢復清淨的本心，提示達到人格完成與家庭圓滿之道，擴大孝子、忠臣、聖人之道。
3.致力社會的敦睦與團結，扶正扭曲的社會價值觀並且參與社會問題的解決。
4.為亞洲宗教文化圈注入新生命、新真理與豐富之愛，促進亞洲宗教文化圈，共同為人類的和諧與發展做出貢獻。
5.共同參與推動超越種族、宗教、文化、國籍的障壁之世界和平運動，實現自由、幸福、和平之天地的理想。",入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入,內政部中華民國89年4月19日台(89)內社字第8964659號,永久,287700.00,1,0990115,0990305,0990126,,"原組織章程第1、2、5、17條條文內容變更：
（業經主管機關內政部98年8月14日台內社字第0980149581號函核備）",,,,
