登記案號,序號,職稱,姓名,網站連結
092法登他000001,1,董事長,陳美惠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Nu8yJRY9GFMW9_Qs34JolQCxFqRVYepP_FiF9Qdn_vnACFrMl5xOVTuRug==
092法登他000001,2,"董  事",呂文健,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2bxiOk3lQSsjPvHO_hwaDwjR8FHSXJ7vrSgQNUh0cIeC3lHUgCYjFBu4PQ==
092法登他000001,3,"董  事",鍾瑞容,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uw3zXTqYKIHdM0627a57hXsGpkeh2X_9avA67edsPqXxr06g8_eosg5Cvw==
092法登他000001,4,"董  事",郭秀升,https://aomp109.judicial.gov.tw/judbp/whd6k/q/13o0cqDtZt40nAI_jTF_LhRXWH6W2F1Sgk3LgONCrNBAomy7JRn-I2xQtQ==
092法登他000001,5,"董  事",高慧琳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0KgtY_nhnnodZm8GLk3G15_aEBrmYn_8FOQr0UvXNhp-_MOWUxfTexM0ZQ==
092法登他000001,6,"董  事",華淑芳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0a9L-92Mrjlkycl8L84indsPISSvGgdCiKNqJk_Vzsy--IDrPRvU7ajWKQ==
092法登他000001,7,"董  事",張懷顏,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6iYiiYr0ZY_mRTcUX2yKY18ovF4XLeJ6FUCACtFVF-4lXVvEWdk5o_J9uA==
092法登他000001,8,"董  事",陳美足,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CAvFr210qnL9J5N-VgL1r6zpH9LiumfNo_mQHxdnFLmQJLZ8oTDmke6Psw==
092法登他000001,9,"董  事",黃利納,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nO7m-vQf3RbqZOxNtsp5AVh-Ln9Lsv5c1-MjYRPm3T8RHL3P8MMyccd00g==
092法登他000002,1,董事長,余傳韜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YJnbF3VXw8mbq_lBYCBbNseW3dZXzBo3ovQ3nIRhYOlO7mxMTb8nypFLD64=
092法登他000002,2,"董  事",陳　幸,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RYFsAQ2L9_u3gBaVHcthVeQxP2_6JJhjf--PXEcP9QOsqwODcNnKXNvk-5Y=
092法登他000002,3,"董  事",林天福,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-VqmSE6GGlgV91BXWQpkjhVM4hL15FktBVK0n1flKDq9LHUPh6LlYweRiNQ=
092法登他000002,4,"董  事",詹　珣,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_l1oQRpd7t9ve5QUh9MTWe67y5dCTuGXWbSNuAE9lO9ajXyQamxiH9eflw0=
092法登他000002,5,"董  事",胡懋麟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BB_8hJfJSNoEASFf6tqRM5sPfpCsE0J4iDhcJtXSzuYmn71zKcxnUDAUWDQ=
092法登他000002,6,"董  事",李明仁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0yWKbHpPcqJXclIyZ2LZ8p_vgtuN94l-Cotd4T1SZM_472FA-QDspOdQifk=
092法登他000002,7,"董  事",邱義源,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q2XxCpTQTiBWEHZWbcJ3xOC9Pa9WEfHU-F7xtiK67ORqQd0Q-PzSBzmuNts=
092法登他000002,8,"董  事",呂福原,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sp4Cc5JJUO6iZlEp7EVKWuam93EuRhWDfXEBkKcbZjyM_5A2A-Jbru0qWaY=
092法登他000002,9,"董  事",楊初雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZXkglLfXbWXCL8qmtcWoGyu0f1lgBXFq1e9h5DVVlcc7ECnqo165vPmeHCk=
092法登他000002,10,"董  事",陳炳尹,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_RY6rJFtpBD56T1xU6jUc3S6mLcNh5Zc_WHlgN4jc1djFyEXHSwpN_jQ0lQ=
092法登他000002,11,"董  事",李瑞興,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mquIMogMD67p0HH5BBw-qcWAkRdq_MGcoU7Cs41GWDvz93j5IzpMeNoHbKA=
