登記案號,序號,職稱,姓名,網站連結
065法登000007,1,董事長,鄭天祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lggOM1s-eY-l9q-i8lGdUaBLOvk_kM-y0J8fCh5SaDIuY_rqpKDCKwE=
065法登000007,2,"董  事",郭德業,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lappDzNSAQK5Yklv4xQpZ8j4bACbPNCtlHP_xCnViKwwpYd9MEpErUE=
065法登000007,3,"董  事",陳紹基,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_3q4A6dYk8RT852uYsny3r38Jwy7j-_zt-nPtw5kwom7-7JHJuXDaj0=
065法登000007,4,"董  事","郭  華",https://aomp109.judicial.gov.tw/judbp/whd6k/q/FFqBYqkW5YiApQVJp36vZiB-iNb3YAJrhtsfVRCtFNlWcjjLx_C05-4=
065法登000007,5,"董  事",黃履臻,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dwpZ-ZmJZ0_goY3TBPVEOkzu-7T1D5IneK-2VlNP618HCf8WuxfAD1E=
065法登000007,6,"董  事",陳啟川,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UEVBJ0ZjMVGBYe2hIiuI7CDNYLjoa2XE4e0N1Xu44Vvvszv4tNXYpuc=
065法登000007,7,"董  事",鍾宗廟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/V0ROEudYxvU_OY4g_zyKSJEURvy2aTs0grDop91BeWmiOgy0YQNTSUg=
065法登000007,8,"董  事",鐘泰山,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Z8DD__pOe9HlX8CmxNFmml-QFE_2SxBCn0BGuMUZsw5GQLVDDYnQxi4=
065法登000007,9,"董  事",劉快治,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EOh3gEX5MYOn3c_oY4IErZagvlDWzwUbn1SJ7AoGswkCGLRppTlUCV8=
065法登000007,10,"董  事",李庭飛,https://aomp109.judicial.gov.tw/judbp/whd6k/q/l6g82KBffTi7z3qKJmPJQp4micRJLKQt4HTIwA2FOC4suyNE_Fem5vk=
065法登000007,11,"董  事",宋肅璟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/z3WHqKzMymuXTxj4BJUVpci3gglLrrVIkRNNF45Z-dX016ICGenyQw0=
065法登000009,1,"董  事",吳道良,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tXE4qpwcgzOo2thvgNfzytzJ4TC5O9NCtlfBj86cZom-9Yc3tF9aog==
065法登000009,2,"董  事",王孟顯,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XFpYebEb8KhPex8E5MCe5HrvTmRhRwOeA9DDQbAI51KmhhbZOWESzg==
