登記案號,序號,職稱,姓名,網站連結
054法登000001,1,董事長,黃道宜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TpFgGr4UdMAN00n9-gdnjirpsBgxd0Rk8P47J_J0InYk_7iaKoErbA==
054法登000001,2,常務董事,蔡李鴦,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KjF5lxdT2xTDQJwqh-GabUmd0aTFE2WtICvwbcS2n6_kP3uCH1EyTw==
054法登000001,3,常務董事,蔡則湘,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gKyr2natgyh7Q21Mb-1O74OZmPw6O5GoBSay735TtHkeF2zTVvxHfQ==
054法登000001,4,常務董事,李順天,https://aomp109.judicial.gov.tw/judbp/whd6k/q/siAKmGmVdmTXXSqiz7oNYUPiSluP1TtHrNvXXlW-yneNbrC2s4JYuw==
054法登000001,5,常務董事,王碧霞,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9GhNsu7hslhcfpbMmnxO0p9uvUS8LFUxuteVRe46OKWQZv4B9JzNGw==
054法登000001,6,"董  事",徐鳳鳴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tXEhRDYG3YYaE_Jg1snSCVR_yt3BtHGpZNHKD1_VG0oG7RoLZgkbBw==
054法登000001,7,"董  事",吳金鑾,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EHQdfGbnhAGWJB4F-buGPD-OUJxAyzYLVaUUeNs8JQcnFK9FFl4j0g==
054法登000001,8,"董  事",李朝欽,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tGED6_qYSF1EmYSTGhz1yp9RWFtxZrIeuTlxHi-2r3WL-1oFvISWAA==
054法登000001,9,"董  事",黃佳禾,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HLYw80MZnEipBZFjHqKuScE104Ky9UtVLMtJgwvLPNaHn2rPWA2l_Q==
054法登000001,10,"董  事",劉快治,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PfqEG7A-GgoPCVX-Tsq6QOWSesmnC9-QjoZwF7h_D8NCeGDwfbx7iA==
054法登000001,11,"董  事",郭兆華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QMhZYv9Ly18pv51ETSqPM3abMdBYo1oImUYkcc2mZwuJL4QVGdw_TA==
054法登000001,12,"董  事",張裕賢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VpvQkra3hPhcY4lXM9egrRbkmxdlP-CWG7jZ1JaLjcWQ0urOAn8XOQ==
054法登000001,13,"董  事",陳清心,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PwMxwVlS_rNj2bJT_t7XtoIW67HTCpL-MEt3eWTHqMFmn38DMyXXcQ==
