登記案號,序號,分事務所地址
095法登他000056,1,台北市信義路3段162號6樓
095法登他000056,2,台中市工業區三十七路25號
095法登他000098,1,高雄市左營區文學路585號
095法登他000106,1,高雄市前鎮區三多三路217號16樓
095法登他000127,1,台北市大安區光復南路574之1號7樓
095法登他000127,2,新竹市光明路14街110號
095法登他000136,1,高雄市左營區文學路585號
095法登他000152,1,台北市信義路3段162號6樓
095法登他000152,2,台中市工業區三十七路25號
095法登他000170,1,台南市東區裕農路457號
095法登他000170,2,台南市安平區建平15街207號
095法登他000171,1,高雄市三民區九如二路583號11樓
095法登他000171,2,高雄縣鳳山市濱山街6之6號
095法登他000186,1,台北市信義路3段162號6樓
095法登他000186,2,台中市工業區三十七路25號
095法登他000209,1,高雄縣岡山鎮竹圍東街182巷12號
095法登他000210,1,高雄市苓雅區中正一路305號
095法登他000219,1,台北市大安區光復南路574之1號7樓
095法登他000219,2,新竹市光明路14街110號
095法登他000229,1,高雄縣六龜鄉新寮村三民路81之6號
095法登他000265,1,高雄縣鳥松鄉大埤路36之76號5樓
095法登財000001,1,高雄縣六龜鄉新寮村三民路81之6號
095法登財000011,1,高雄市苓雅區中山二路412號3樓
095法登財000013,1,高雄縣大寮鄉鳳林一路329巷179號
