登記案號,序號,分事務所地址,網站連結
095法登他000032,1,"彰化伯特利教會  彰化市介壽新村144之2號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/LN2HVGFN3-LQLdmiq7fgK62czrpBuXiiUXEzHzMXVaJ4SB37Oa1p7UsV53o=
095法登他000032,2,"彰化蒙恩堂  彰化市中山路二段382巷17號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/j5oOWbWaWxu3NGAN6GBQZpJtv1jLU_3DSqD0C5UcpUNiUcHhjmS168YcryQ=
095法登他000032,3,"新竹蒙恩堂  新竹市西門街295號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/3Bdjs4wqEW5XPBed7grWWy4RXkenEo43RWkmEDmqLwlUnqIkdlZW9e6Ie-M=
095法登他000032,4,"新竹福音堂  新竹市延平路一段501號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/EA95ZSLUlAwhgAyZx8qb9zbZywt2lnLoTTA-3T-CXmIYdOrxlkAfXTmUutQ=
095法登他000032,5,"財團法人基督教中華協力會附設新竹市私立伯大尼老人養護中心    新竹市延平路一段491號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZXAOgcYpqVedBvkbIKsmhS6MPWa_j3R698DU6L3-KcNTCMOUFnpvSjBvxe8=
095法登他000074,1,新竹市光華街2街72巷25弄7號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hyRD2bGE7GnDzuAGcrRSHdiUsLfzFrsHZjsgfVGD0U3w1GsepKe6f5C_EOM=
095法登他000074,2,高雄市三民區九如二路583號11樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oqnR4CCF5B5E_ufaQiq4NcoejCEnx0XM4OZLyXIVd7F3CnxA6xUowRv-qfg=
095法登他000074,3,桃園縣中壢市環西路83號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/s6OLjJ9vQIZPgBWR1zWrrUWS0YYUsyKJheepBTjx_rbQx1_bkn4iEEzlIWs=
095法登他000074,4,宜蘭縣宜蘭市延平路38--47號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pPsWlHP3-ECFylryyFUit1gnv0hXcNr-JrwAuG3eP6NGkq3B717MXcqEfbM=
095法登他000074,5,"花蓮縣光復鄉中山路2段129號 之1樓",https://aomp109.judicial.gov.tw/judbp/whd6k/q/RXk4W65pw-pLBATad4MmihjNFN6DaJLCi4-5R-NECNsPMIhPeO-2tI6oKAk=
095法登他000074,6,台北市光復北路60巷19之6號地下樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/48rsjKO0zQpmO3Vw0lEBOmsLznYfa2BYHGJ73MuoQGm1mgSQaiN2lb6D0_w=
095法登他000074,7,台北縣三峽鎮國光街12巷10號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/u5jhPAdRh3grZ1fgktV22PGkmXsjbOh2cGJ4hft86FTGgmKEh9eZBSXQGPs=
095法登他000074,8,台中縣大里市內新街45號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZLnhLnV7aYf_aBYiqEGS3a79EZ772EH64d9gvBqBgOzeMQs93CsncIYAuA8=
095法登他000074,9,高雄縣鳳山市濱山街6之6號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8i7huwYevLlXDvMFO7LAGOyubyHjvpZWQNgdev1j8AucAZ0s6HdUC4mOICE=
095法登他000074,10,嘉義市垂楊路580號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jsm79DB_2Ki2Fof8_A1_X3M5cQBPdyi8mi2i4GNO27cpeKwcsmLDnr6tbgE=
095法登他000074,11,嘉義縣竹崎鄉鹿滿村鹿山路60號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/47Wv4EWHA-3j5AG5mSaFIDykw6_TEA7YUDzCN6UXzoQ5BDX9WevBLFC5jAQ=
095法登他000074,12,台南縣東山鄉東山村500號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/khMzEH0ygxrep6NlvRlilAiVxZ1iIdeyBU7V4LwmaTm4xeFKDPOGP_MyA_A=
095法登他000074,13,苗栗市經國路4段851號2樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ulgldf_8TZvphRFhgLDClsNGgPhezj8JBciqbyzKpCS0-LbgK-oRzd9pkZ8=
095法登他000074,14,南投市漳興里漳興巷51號地下室1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/juNi_PW7W0c-mw4kZ6_onZbHbxgsH__gM_Bivrww1ZEeVGiralYaW9lb6Ro=
095法登他000074,15,彰化縣員林鎮山腳路一段222巷2號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yFjnmDD2kdGsVki2f_Oztaw0dhYejIFmxr8KmeaDSNeP8oBM_dgBhveVWUo=
