登記案號,序號,職稱,姓名,網站連結
095法登他000001,1,"董 事 長",牛夢霞,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hH1iKfFvNTXTrk9UBCSDG-9XqfWpN8OLv0s10CCGmdF9ejHf3-916l4zEw==
095法登他000001,2,常務董事,曾天流,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lmQO46Y2OOLpC2Ml2TwIoa45f5pw3puXk8YmzEMhc1upCkm0NAn-VLsJwA==
095法登他000001,3,"董　  事",樊順知,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mUo98Z1Fs8WheoS4ZB-EqyPiBuRMN5I0fs8RwppNLYN0rEdYzkHRybmGCQ==
095法登他000001,4,常務董事,牛廣懿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NLhRrMrNSDwL3LxXhhJNz9QX-3xgSkWXsSI8WR_4ZCN8TbuncYmyuQ_nRg==
095法登他000001,5,董　　事,牛震廣,https://aomp109.judicial.gov.tw/judbp/whd6k/q/U8jZXLjg6uwClhoWgrTHtniwDRMifwRtu8lvDA1A-bKjHTdd-Y46vqNJoQ==
095法登他000001,6,"董　  事",馮國峰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1ACAA1vE13oJULeuxT8FjdPTAA7dtlpfVndstacXoLZ5wXrT7WAz42y5XA==
095法登他000001,7,"董　  事",盧俐君,https://aomp109.judicial.gov.tw/judbp/whd6k/q/etg6CZ6Mb_IAOizjK1JZqAR5Go37OY15PXQiHOJdrGdOFh5vv0VNbqwXjw==
095法登他000002,1,"董  事",吳得坤,https://aomp109.judicial.gov.tw/judbp/whd6k/q/12pe0RBOtf0bdE21nlK3CKFl2qkvOPuce68GMWLupCI-648INARpxH8EKQ==
095法登他000002,2,董事長,陳盛煊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/23SH0Jyn8BWYSlXPnhuYu5PQwA_CwoydHEZz1vldOrYiHY-ET-ulIYPDKQ==
095法登他000002,3,"董  事",連智陸,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Jc48xKdtOU14KKIUXURZb7rmyEVL5ZsWqGpbNn_5OYnT0FEEnB3gf1zHUw==
