登記案號,序號,分事務所地址
095法登他000012,1,台南縣善化鎮中山路二一五號
095法登他000028,1,台南市光華街四之十二號德光女中
095法登他000106,1,台北市重慶北路四段三九號二樓
095法登他000106,2,台北縣三芝鄉中興街一段三七號
095法登他000106,3,台北縣永和市永和路二段一四七號十一樓
095法登他000106,4,台南縣永康市中山南路九○二巷二一之一號
095法登他000106,5,台南縣永康市復國一街三一五巷二三號
095法登他000106,6,台南市永安街二六六號
095法登他000106,7,高雄市左營區文平街三二號
095法登他000106,8,桃園縣中壢市民權路三段三七五號
095法登他000144,1,台南市仁和路七十四號
095法登他000149,1,台南市樹林街二段四四二號
095法登他000161,1,台南市裕農路四五七號
095法登他000161,2,台南市建平十五街二○七號
095法登他000163,2,台南縣新營市大同路45之3號
095法登他000164,2,台南縣新營市大同路45之3號
095法登他000166,1,台南市海佃路一段六號
095法登他000174,1,台中縣沙鹿鎮西勢里中清路安樂巷45之2號
095法登他000184,1,高雄市凱旋三路八七五號
095法登他000207,1,台南市光華街四之十二號德光女中
