登記案號,序號,分事務所地址
105法登他000002,1,高雄市鳳山區濱山街6之6號
105法登他000039,1,高雄市新興區中正三路28號9樓
105法登他000055,1,屏東縣內埔鄉龍潭村昭勝路平安巷1巷1號
105法登他000055,2,臺南市永康區復興路427號
105法登他000192,1,高雄市六龜區新寮里三民路81之6號
105法登他000207,1,台北市信義區信義路四段415號6樓
105法登他000207,2,新竹縣竹北市新泰路96號2樓之1、2樓之2
105法登他000208,1,高雄市苓雅區三多二路219號(分事務所負責人蘇喜德)
105法登他000249,1,前鎮分事務所:高雄市前鎮區瑞吉街77號
105法登他000249,2,鳳山分事務所:高雄市鳳山區博愛路51巷1號
105法登他000249,3,大寮分事務所:高雄市大寮區內厝393號
105法登他000249,4,永愛分事務所:屏東市豐榮街185巷10號
105法登他000249,5,小港分事務所:高雄市小港區廠前路43號
105法登他000249,6,黎明分事務所:屏東縣內埔鄉黎明村黎東路839號
105法登他000249,7,頌恩分事務所:屏東縣枋寮鄉金城路86巷9號
105法登他000249,8,鼓山分事務所:高雄市鼓山區鼓山二路36號
105法登他000249,9,活泉分事務所:高雄市橋頭區甲圍路99之1號
105法登他000321,1,高雄市鳳山區濱山街6之6號
105法登他000322,1,台北市信義區信義路四段415號6樓
105法登他000322,2,新竹縣竹北市新泰路96號2樓之1、2樓之2
105法登他000340,1,高雄市苓雅區中山二路412號3樓
105法登他000388,1,新北市汐止區東勢街215巷30弄12號
105法登財000001,1,高雄市苓雅區三多二路219號(分事務所負責人蘇喜德)
