登記案號,序號,職稱,姓名,網站連結
105法登財000001,1,董事長,趙犁民,https://aomp109.judicial.gov.tw/judbp/whd6k/q/b85q7JyitqAUw4jncWuO2BobK-F-4M3KuvBSVdoBzSV4Sbj8Ii16RvUA
105法登財000001,2,常務董事,陳靜夫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aFRr8LiGvdFbVDhMeDwRe63pUUmrAQ0OUI9Vk9IkTCAbuYYoLYHsDrnK
105法登財000001,3,常務董事,謝秀芬,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6RWQgwj_1O4PFn5V2RDxn7KXAk0oFaSSgdo4KDXQc-fhmmSwXRka-KKF
105法登財000001,4,常務董事,張信次,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WXseVrrJxl0z0-4-XQ_c2Azz2ld45CcgwD6GtcgKtwyKvJqWrGNUsyA1
105法登財000001,5,常務董事,劉炳榮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SzvO3tvC-W0c4DK6j8nLJXorVQCd5hRFLm8FHA689iP4wJ6PiIHXF-kh
105法登財000001,6,董事,官有垣,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GL0-O4uSn0N2DClGxnC2t2-gcM9hpK6GDQTwhu5eqHWaZ4ezmBIFAeG0
105法登財000001,7,董事,林文炫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xh6dVfCygLXIR4XnsNiry1qW6pODCE7VidL7SQsZoAUnB1tUgcsQQTx_
105法登財000001,8,董事,任麗華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qmi8TrLp21QwAwsltaj4gFR-vUDf-QXyho666ahJo5xU9DgP0VX7-nob
105法登財000001,9,董事,鄭麗珍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2eOqCTp91OXT9WXk-wOKlQVkmAz55tUK8aPnhtW_bv0RGHxfxqYKa3tv
105法登財000001,10,董事,林永發,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KCYxpU237Ca2AHwu_yaaHFSUMbrxXzJRCv3TBDnbjilPRLF3O_0n0aoW
105法登財000001,11,董事,劉邦富,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3dPOKIwZw7nnik_niTJT8A_SkccSrI7yFmhA9shdGeXTx5vddrIZ1Zb9
105法登財000001,12,董事,黃坤益,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rlGntL3rT8rlI6ynfxCda2wlrCnguBprGRTUtA_Qq74I_40qsAllAyrg
105法登財000001,13,董事,蔡敏文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gJaU_BkGUZrVMdPPF88ZDT8rTkktL8ffWyK7OpXoG8mfVqEBESn4gaoJ
105法登財000001,14,董事,陳正德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/K50Cp3X8Jh5kLWY0dj0kTNox8xm1pVqp260vwtsuX3bh2v4Ze9CCVfTd
105法登財000001,15,董事,林瓊嘉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uKpvnfoqEVOJD08bn99B9s7ZIsk7bCLXmCWLtOEmZ9ZpQKahwNhAkmqL
