登記案號,序號,分事務所地址
105法登他000003,1,宜蘭縣五結鄉利福段下福東路26之1號
105法登他000023,1,臺北市士林區文林路731號
105法登他000025,1,臺北市羅斯福路6段110號1樓
105法登他000029,1,台中市西區民權路312巷4號B1
105法登他000029,2,南投縣草屯鎮中正路358之158號
105法登他000037,1,新北市永和區永平路51號4樓（台灣基督教會－永和）
105法登他000037,3,台中市南屯區南屯路二段960－2號（來吧基督教會）
105法登他000037,4,高雄市三民區信國路4號（高雄福音基督教會）
105法登他000037,7,高雄市仁武區永仁街326號（永光基督教福音中心）
105法登他000037,9,宜蘭縣羅東鎮四育路48號3樓（羅東佳音基督教會）
105法登他000037,11,台中市北屯區崇德十路二段336號（台中國際社區教會）
105法登他000037,13,高雄市三民區民壯路43號（真葡萄樹基督教會）
105法登他000048,1,宜蘭縣五結鄉利福段下福東路26之1號
105法登他000071,1,宜蘭分事務所：宜蘭縣宜蘭市舊城西路12號2樓
105法登財000005,1,宜蘭縣宜蘭市民族路483號7樓
