登記案號,序號,分事務所地址
105法登他000054,1,台北市羅斯福路1段119巷14之1號
105法登他000062,1,彰化縣芳苑鄉漢寶村漢溪路201巷52號
105法登他000064,1,彰化縣二林鎮萬合里太平路2段600號
105法登他000065,1,彰化縣彰化市中華路176號
105法登他000065,2,彰化縣二林鎮大成路1段558號
105法登他000065,3,彰化縣鹿港鎮中正路480號
105法登他000065,4,彰化縣鹿港鎮鹿東路2段888號
105法登他000065,5,雲林縣西螺鎮市場南路375號
105法登他000065,6,彰化縣二林鎮南光里安和街40巷28號
105法登他000065,7,彰化縣彰化市建寶里建寶街20號5至7樓
105法登他000065,8,彰化縣彰化市旭光路320號
105法登他000065,9,彰化縣員林市莒光路456號
105法登他000076,1,"彰化伯特利教會  設彰化縣彰化市介壽新村103號"
105法登他000076,2,"彰化蒙恩堂      設彰化縣彰化市中山路2段382巷17號"
105法登他000076,3,"新竹蒙恩堂      設新竹市西門街295號"
105法登他000076,4,"新竹福音堂      設新竹市延平北路1段501號"
105法登他000076,5,財團法人基督教中華協力會附設新竹市私立伯大尼老人養護中心　設新竹市延平北路1段491號
105法登他000076,6,"大溪福音堂      設桃園市大溪區三元二街115巷38號"
105法登他000099,1,彰化縣彰化市中華路176號
105法登他000099,2,彰化縣二林鎮大成路1段558號
105法登他000099,3,彰化縣鹿港鎮中正路480號
105法登他000099,4,彰化縣鹿港鎮鹿東路2段888號
105法登他000099,5,雲林縣西螺鎮市場南路375號
105法登他000099,6,彰化縣二林鎮南光里安和街40巷28號
105法登他000099,7,彰化縣彰化市建寶里建寶街20號5至7樓
105法登他000099,8,彰化縣彰化市旭光路320號
105法登他000099,9,彰化縣員林市莒光路456號
105法登他000100,1,彰化縣和美鎮新庄里東發路190號
105法登他000102,1,彰化縣彰化市陽明里慈生街72號
105法登他000108,1,彰化縣鹿港鎮鹿工路6之1號
105法登他000115,1,彰化縣彰化市中華路176號
105法登他000115,2,彰化縣二林鎮大成路1段558號
105法登他000115,3,彰化縣鹿港鎮中正路480號
105法登他000115,4,彰化縣鹿港鎮鹿東路2段888號
105法登他000115,5,雲林縣西螺鎮市場南路375號
105法登他000115,6,彰化縣二林鎮南光里安和街40巷28號
105法登他000115,7,彰化縣彰化市建寶里建寶街20號5至7樓
105法登他000115,8,彰化縣彰化市旭光路320號
105法登他000115,9,彰化縣員林市莒光路456號
105法登他000130,1,彰化縣芳苑鄉漢寶村漢溪路201巷52號
105法登他000132,1,台北市羅斯福路1段119巷14之1號
105法登財000002,1,彰化縣員林市靜修路55號2樓
