登記案號,序號,職稱,姓名,網站連結
082法登000001,1,董事長,黃澤青,https://aomp109.judicial.gov.tw/judbp/whd6k/q/whozZTQub5pyHaTWa2Hc2B5mvkou8OG9PE9Gl5SalEN5GGfDL_EqWA==
082法登000001,2,常務董事,游阿房,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Lpa8EYc8ecYPJ7KF7S6EmIlNpuJWduuioxUosBsVJTJV-Gw8yWEeNA==
082法登000001,3,常務董事,蔡哲夫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ar13OQMjNXdkT3wM_9pFMSOuqSnKb3mnEw9Vduieqab2WftLo7I0vQ==
082法登000001,4,常務董事,蘇輝庚,https://aomp109.judicial.gov.tw/judbp/whd6k/q/d5BtWh0ANlRwYX7vAfgAyCDW2C-JPZY3XfkRHNrKGutdH5lhSAEzMw==
082法登000001,5,常務董事,雷添丁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Madb4CA2On5dcFav724RPnFeo1K0qYghlZndFjblVoQoTPbXRNYp-g==
082法登000001,6,常務董事,羅恭謙,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mvbsj-G8glIL6WeZij1lYQSxO1iBZceBW2PFN17hBF7CeSpm6sj6BA==
082法登000001,7,常務董事,陳春貴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/f02GVQ8pSD-pKKECwImXYCN1eRs9a8zxrM_peQ0JA6YXa41-tgR-FQ==
082法登000001,8,"董  事",廖瑞虎,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VVtqFYwHLaa7hnwD2QA1yQasmbhK4DrMSJ8gsA4J9MBJJSJNTVn78w==
082法登000001,9,"董  事",王清樹,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aOsBsOK3Z5UvsuoyGApXbDKmH8eRxC6NTau_2tHQKYLnKYnqjgdaQQ==
082法登000001,10,"董  事",李志清,https://aomp109.judicial.gov.tw/judbp/whd6k/q/S_5cPXhi7cccpNucUYhCAYxV_uoxjwWb6bvLfHFpqSkY4g8_u8a4tw==
082法登000001,11,"董  事",許阿來,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GCTmvQtrrsi7YWUDIjLJyzIodLNklHuIGOQTGoNEaTX4Y_Gy4qPqoA==
082法登000001,12,"董  事",白田水,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7KxmveJm5EaUwbn8Qk6SgvvN3InXB7vrLYs8OeOo7yFMiSuSs4iHhA==
082法登000001,13,"董  事",吳阿石,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Us6zlWop6HboyUM99_zTMcDcknJay7EnV1O2u34-oOG6jg3cLsZoKg==
082法登000001,14,"董  事",陳錫金,https://aomp109.judicial.gov.tw/judbp/whd6k/q/l5vdfomJK52e-4nhRkTi5ieCrgr6i7NE0fDa_pD-DkTcRlGGBvbY_g==
082法登000001,15,"董  事",黃焜賢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FUx2rf_qAF7j43Ry7r9vOlrKCwsFkbBZ6i75hTjr-EcHIRPRazKJAA==
082法登000001,16,"董  事",楊惠連,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aEfeEJ5fAY8FxwLy7bgo2NZdBec1dYvoEMNOQ6-zpEWTA-Odg0eXyQ==
