登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
115法登他000002,1,2,陳淑宜,74,1150108,1150127,1150202,2冊12頁,1,15,黃浩然,財團法人聖母醫護管理專科學校,0621128,宜蘭縣三星鄉三星路2段265巷100號,興辦教育事業。,依捐獻方式。,臺灣省政府教育廳民國62年7月23日教三字第08155號函,永久,1047854068.00,1,1150127,,,,"第15屆監察人周繼源辭任，繼任監察人為高國卿。
繼任監察人印鑑。
財產總額變更為新臺幣1,047,854,068元整。",,,,
115法登他000003,1,2,陳淑宜,105,1150108,1150113,1150119,3冊14頁,2,18,許國文,醫療財團法人羅許基金會,0580121,宜蘭縣羅東鎮博愛路110號,從事醫療事業辦理醫療機構及辦理社會福利慈善事業。,由創辦人許文政、羅文堂及博愛醫院捐助。,內政部中華民國58年7月11日台內社字第323770號函,永久,2243703077.00,1,1150113,,,,捐助章程第4條經本院民事庭114年度法字第13號民事裁定准予變更。,,,,
115法登他000004,1,2,陳淑宜,140,1150108,1150127,1150202,4冊4頁,2,9,游本盧,財團法人宜蘭縣立國華國民中學教育基金會,0861211,宜蘭縣羅東鎮國華街101號,本會以協助宜蘭縣立國華國民中學辦理文教活動，發展校務及辦理林清滿老師捐款獎學金，鼓勵學生敦品勵學，努力向上為宗旨。,一、本會由林清滿老師捐款新台幣2000000元，宜蘭縣政府補助新台幣1500000元，合計3500000元整，為留本基金。二、本會繼續接受社會熱心人士的捐助。,宜蘭縣政府86年10月7日86府教社字第118406號函准予成立,永久,3500000.00,1,1150127,,,,"第9屆董事任期屆滿，改選產生第10屆。
第10屆董事印鑑。",,,,
115法登他000005,2,2,陳淑宜,375,1150113,1150114,1150121,9冊36頁,2,2,梁碧薇,社團法人宜蘭縣渡安居女性關懷協會,1020123,宜蘭縣五結鄉中正路3段180號,為協助違反毒品危害防制條例施用毒品之女性更生人或經收容女性之人，並施予適當之照顧及心理輔導，以獲得身心、人格之健全發展，復歸家庭社會生活，維護社會安全。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息及其他收入。,宜蘭縣政府中華民國102年1月3日府社區合字第1010201493號函,永久,137000.00,1,1150114,,,,組織章程第30條經會員大會決議通過變更，報經主管機關予以核備。,,,,
115法登他000007,1,2,陳淑宜,454,1150116,1150119,1150123,11冊16頁,1,4,蔡世寅,財團法人正常國家文化基金會,1060124,宜蘭縣宜蘭市和睦路23之3號,落實台灣認同、深化民主價值、推動正名制憲、促進公平正義、維護永續經濟為宗旨，推動文化藝術教育。,由林佳龍捐助新臺幣二百萬元整。,宜蘭縣政府中華民國105年12月29日府授文行字第1050008979號函,永久,2000000.00,1,1150119,,,,"第4屆董事邱建富辭任，繼任董事為陳秀寶。
繼任董事印鑑。",,,,
115法登他000008,2,2,陳淑宜,649,1150116,1150127,1150203,15冊11頁,2,7,李思賢,社團法人台灣減害協會,0971211,宜蘭縣五結鄉中正路3段180號,以國人健康利益為前提，緩減成癮對個人及社會帶來的損害並降低感染傳染病及其他共病的機率。同時推廣減害的概念及意義，教育民眾，並匯集民間力量與他國相關組織合作，促進國際交流。,入會費、常年會費、終身會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入,內政部中華民國96年2月28日台內社字第0960082851號函,永久,107849.00,1,1150127,,,,"主事務所變更為宜蘭縣五結鄉中正路3段180號。
第6屆理、監事任期屆滿，改選產生第7屆。
第7屆理、監事印鑑。
其中李思賢、束連文、許福生、顧以謙、呂淑貞、陳宜民、洪嘉均、黎士鳴、鄧煌發、邱亞文印鑑變更。",,,,
115法登他000009,1,2,陳淑宜,5,1150119,1150121,1150129,1冊22頁,1,17,林茂盛,財團法人蘭陽文教基金會,0780629,宜蘭縣五結鄉中正路2段6之8號,本會以推展宜蘭縣文教活動，發揮社會教育功能，提昇縣民生活品質為宗旨。,台灣省政府與宜蘭縣政府補助。,宜蘭縣政府中華民國78年6月29日府教社字第56054號函,永久,5000000.00,1,1150121,,,,捐助及組織章程第5、11條經本院民事庭114年度法字第11號民事裁定准予變更。,,,,
115法登他000015,1,2,陳淑宜,91,1150123,1150128,1150204,2冊30頁,2,11,潘仁修,宜蘭仁愛醫療財團法人,0840227,宜蘭縣宜蘭市中山路2段260號,為從事醫療事業辦理醫療機構及秉持救人濟世、痌瘝在抱、貧病救助之理念為大眾謀福利，不以營利為目的，並從事精研醫術、弘揚醫德，以增進人群健康幸福之目的。,由潘仁修先生等人捐助。,行政院衛生署中華民國83年12月24日衛署醫字第83077943號,永久,111792791.00,1,1150128,,,,"第10屆董事任期屆滿，改選產生第11屆。
第11屆董事印鑑。",,,,
115法登他000016,1,2,陳淑宜,71,1150123,1150128,1150204,1冊10頁,2,13,夏紹瑩,宜蘭員山醫療財團法人,0660526,宜蘭縣員山鄉尚深路91號,為從事醫療事業辦理醫療機構且不以營利為目的及懷抱救世濟人、關懷弱勢，並結合社區醫療，以建構高品質之慢性與精神醫療機構為宗旨。　　,社會熱心人士捐助。,行政院衛生署中華民國66年5月16日衛署醫字第148791號函,永久,6480000.00,1,1150128,,,,"第12屆董事任期屆滿，改選產生第13屆。
第13屆董事印鑑。",,,,
115法登社000003,2,1,陳淑宜,650,1150107,1150127,1150129,15冊12頁,,,武芳草,社團法人宜蘭縣國際果凍藝術發展協會,,宜蘭縣冬山鄉順安路138巷10號,以推廣藝術果凍花之創作、教育、國際交流、產學合作、專業技術發展與文化價值傳揚為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入,宜蘭縣政府中華民國113年4月29日府社區合字第1130068858號函,永久,0.00,1,1150127,,,,,,,,
