登記案號,序號,分事務所地址,網站連結
101法登他000023,1,"彰化伯特利教會  設彰化縣彰化市介壽新村103號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/unHW2ahW-uFOSzllxpXbBvgbMniQtDSFzhbTuTrb4xiM7JvqzECzsOYuCw==
101法登他000023,2,"彰化蒙恩堂      設彰化縣彰化市中山路二段382巷17號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/tKAusJkRo1S2Uo1zvuvTM6z2Xvqjx-z2AyvkJvmEiewT0wgrY4eWlr4blA==
101法登他000023,3,"新竹蒙恩堂      設新竹市西門街295號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/ETaMPiZLHm9zZhYKp9aP0AQRORRB-psMD3mSO7CBftIQpa4PXG1PbUWiBw==
101法登他000023,4,"新竹福音堂      設新竹市延平路一段501號",https://aomp109.judicial.gov.tw/judbp/whd6k/q/k88AWe-8IxpXlLkjWY8M641uBMpbh9uCOOY5tZCXuWcS7RiR_vicKuGQ_g==
101法登他000023,5,財團法人基督教中華協力會附設新竹市私立伯大老人養護中心　設新竹市延平路一段491號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cd_mRrFrmVhK5MgSmM85W7GskzCrGgq6oQhbSgbISEqCFTnBeBrB2lrXsg==
101法登他000029,1,彰化縣鹿港鎮景福里景福巷30之5號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/toGcgPrd8PKRpgx6Gabe8772RnbTmWrLwd2rQf1qBdSXSeaO01rJqQU5Z5Y=
101法登他000082,1,台北市中山區長春路一三七巷十號三樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PVHKb5ihC6keXUslv2gSgnDW08o0qtXIBGkcY4aBYwKglD57k3eBYTya3A==
101法登他000083,1,彰化縣和美鎮彰美路五段一六○號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Man11KMbWUxrwm1et62uG9k4lTO0jI7U_1IsNcD1OuEkFevM8W3aphnb-Oc=
101法登他000095,1,彰化縣彰化市中華路176號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/T2AQn6D41l6-o7BLIb3UUxcNYkXzmVEqJxfWbUDRVKl0INRoUGZuVH_vIUY=
101法登他000095,2,彰化縣二林鎮大成路一段558號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kU0F6lyMFPrR_F6AT6KP18AcU7DRgsLaDiIA61-86AXXvUHHyEdlQyCdHc0=
101法登他000095,3,彰化縣鹿港鎮中正路480號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rxZ4gqugfNfdJiWCaI2VsZHhPN3FbrIW47hkIkt-vNe8DJbUxuZx1oJTrM8=
101法登他000095,4,彰化縣鹿港鎮鹿東路二段888號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SHePp4ATV_pR_n2VNlkWcaH7PTU3H62A9NSUG6-amgs8MXnfCL_RW5jZFkA=
101法登他000095,5,雲林縣西螺鎮新豐里市場南路375號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0sFrd0o1q-_rDEcqgmiv_8BnHC9xnA7aiczWH9sHXEARjyQub4RuKd_8Nhg=
