登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
101法登他000001,1,2,陳一素,25,1010111,1010111,1010111,3冊6頁,1,17,顏安汝,財團法人台灣省基隆市私立光隆高級家事商業職業學校,0600616,基隆市信義區信二路264號,辦理高級職業學校、培育人才。,捐助,台灣省教育廳60年4月23日(60)教三字第33295號函,永久,654231701.00,1,1010111,,1010111,,一、財產總額變更為：「新台幣654231701元」。,,,,
101法登他000002,1,2,陳一素,33,1010111,1010111,1010111,4冊1頁,1,13,朱萊蒂,財團法人台灣省基隆市私立培德高級工業家事職業學校,0630501,基隆市培德路73號,為遵照國家教育政策暨現行教育法令之規定辦理私立培德高級工業家事職業學校並謀其健全發展為目的,由董事會籌集捐助,台灣省政府教育廳63年3月23日教3字第23120號,永久無限期,155482215.00,1,1010111,,1010111,,一、財產總額變更為：「新台幣155482215元整」。,,,,
101法登他000003,1,2,陳一素,129,1010116,1010116,1010116,6冊22頁,2,5,張通榮,財團法人基隆社區大學教育基金會,0890321,基隆市基金二路3巷1號,推展市民終身教育建立學習社會,市政府捐助、學費收入、募款,基隆市政府89年2月18日（89）基府教社字第014001號,永久,10000000.00,1,1010116,,1010116,,一、第四屆董、監事任期屆滿，改選第五屆董、監事。,,,,
101法登他000004,1,2,陳一素,74,1010116,1010116,1010116,5冊2頁,2,6,陳接訓,財團法人基隆陳胡姚氏宗祠,0820827,基隆市光一路五六號五樓,奉祀陳胡姚氏歷代祖先神位由會員捐助法物財產管理收益以維護中華文化辦理社會公益慈善教育事業敦親睦族增進宗誼闡揚善良風氣為宗旨,由各宗親會員捐助,基隆市政府82年8月16日基府民禮字第63833號,永久,4740000.00,1,1010116,,1010116,,,,,,
101法登他000005,1,2,陳一素,89,1010201,1010201,1010201,5冊17頁,2,6,郭金泉,財團法人海洋台灣文教基金會,0850726,基隆市北寧路301之1號地下1樓,以喚醒台灣人沉潛的心靈，認識海洋為宗旨。,由廖中山先生等10人共同捐助,基隆市政府中華民國85年7月26日,永久,2000000.00,1,1010201,,1010201,,一、第五屆董、監事任期屆滿，改選第六屆董、監事。二、新任董事長郭金泉。三、原董事莊淑珍、陳麗貴任期屆滿辭任董事。,,,,
101法登他000006,1,2,陳一素,50,1010217,1010217,1010217,4冊17頁,2,8,"林  屋",財團法人崙前林氏宗祠,0720411,基隆市正義路24號5樓,奉祀祖先諸神明，維護中華文化，辦理社會公益慈善教育事業，敦親睦族，闡揚善良風氣為宗旨。,捐助,基隆市政府72年3月21日72基府民禮字第12252號,不定期,800000.00,1,1010217,1010302,1010217,,代表法人之董事林屋。新任董監事印鑑。,,,,
101法登他000007,2,2,陳一素,86,1010220,1010220,1010220,5冊14頁,1,19,何美玉,社團法人基隆市佛教會,0850506,基隆市仁愛區南榮路24號14樓之3,一、教義之宣導。二、協助政府推行政令。三、提倡合法生產勞作。四、寺廟財產之整理與保護。五、指導保護佛教法物名勝古蹟。六、舉辦公益慈善文化福利事業。七、協助政府辦理寺廟人口財產法物之登記統計。八、其他有關佛教應興應革事項。,一、會員會費。二、慈善公益基金經理監事聯席會議之決議，呈請上級機關核准臨時募集。,中華民國82年4月12日基隆市政府基府社行第025328號立案。,永　久,9300000.00,1,1010220,,1010220,,一、原理事長羅鳳菊辭任，由何美玉繼任。二、常務理事由黃茂瀾繼任。三、理事由馬素珠繼任。,,,,
101法登他000008,1,2,陳一素,191,1010303,1010303,1010303,8冊21頁,2,2,陳建平,財團法人新北市立金山高級中學教育基金會,0960206,新北市金山區美田村文化二路2號,發展校務獎助品學兼優家境清寒學生及辦理教育活動，協助本校改善教學場域與提昇教育品質，發展校務為宗旨。,捐助。,臺北縣政府中華民國96年1月24日北府教社字第0960030955號函。,永久,5000000.00,1,1010303,,1010303,,一、第一屆董事任期屆滿，改選第二屆董事。二、法人名稱變更為：「財團法人新北市立金山高級中學教育基金會」。三、法人代表陳建平。四、法人印信變更。,,,,
101法登他000009,1,2,蔡聰明,127,1010307,1010307,1010307,6冊20頁,2,5,張信泰,財團法人新北市瑞芳區鼻頭國民小學王憶豐教育基金會,0890702,新北市瑞芳區鼻頭路99號,促進教育正常發展，協助學生充分學習。,王彥斌先生等九十一位個人、公司共同捐助。,台北縣政府八十九年六月二十日八九北府教社字第二二六九四三號函。,永久,2215900.00,1,1010307,,1010307,,一、第四屆董事任期屆滿；改選第五屆董事。,,,,
101法登他000010,1,2,蔡聰明,180,1010314,1010314,1010314,8冊10頁,2,3,張通榮,財團法人基隆市體育發展基金會,0950310,基隆市安樂路2段164號8樓,本會之設立以發展本市體育暨提昇體育風氣為宗旨，依有關法令規定辦理下列業務：獎勵推動體育重點發展學校及設置各項訓練中心。獎勵本市優秀選手暨績優教練。補助購置各項運動設備暨器材。培訓運動教練暨裁判。輔導學校體育之相結合。辦理符合本會設立宗旨相關之各項體育事務。,基隆市政府編列預算,基隆市政府95年1月12日基府教體參字第0950004133號函。,永久,14504000.00,1,1010314,,1010314,,一、第2屆董、監事任期屆滿，改選第三屆董、監事。,,,,
