登記案號,序號,分事務所地址
100法登他000025,1,台北縣永和市福和路221號2樓
100法登他000025,2,台北縣板橋市實踐路130號4樓及132號4樓
100法登他000025,3,台北縣三重市重陽路4段130號4樓
100法登他000025,4,台南縣永康市中華路663號2樓
100法登他000025,5,嘉義市中山路498號1之4樓
100法登他000025,6,高雄市五福四路104號1之5樓
100法登他000025,7,台中市東興路3段315號2樓之1
100法登他000025,8,花蓮市中山路475之3號1之4樓
100法登他000025,9,台中縣豐原市水源路595號1之4樓
100法登他000025,11,台中市中興街341號2樓
100法登他000025,12,台南市東寧路384號1之5樓
100法登他000025,13,屏東市端正里中正路109號
100法登他000025,14,屏東市信義路272號1樓至3樓
100法登他000025,15,台南市崇明路401號2樓、403號2樓
100法登他000025,16,台中市興安路1段271號
100法登他000025,17,台中市北區陝西路47號Ｂ1、1樓、2樓及49號2樓
100法登他000025,18,台北縣土城市清水路166號2樓
100法登他000025,19,台中市自由路2段8號9樓之1
100法登他000025,20,台南市中正路53巷1號2樓
100法登他000025,21,台北縣永和市中山路1段214號3樓
100法登他000025,22,台中市向上路1段36號3樓之1
100法登他000025,23,高雄市華夏路981號2樓
100法登他000025,24,高雄市中正三路88號3樓
100法登他000025,25,嘉義市仁愛路371號
100法登他000025,26,台中市市府路97號
100法登他000025,27,台北縣蘆洲市中山二路162號3樓
100法登他000037,1,高雄市前金區七賢二路396號12樓之3
100法登他000046,1,台北市大安區建國南路2段231號
100法登他000049,1,基隆市暖暖區興隆路14之3號
100法登他000085,1,台北縣淡水鎮沙崙路二四二號十九樓
100法登他000095,1,台中市南屯區五權西路2段668號5樓
100法登他000095,2,高雄市苓雅區四維四路22號11樓之1
100法登他000095,3,台北縣板橋市四川路2段16巷10號3樓
100法登他000095,4,新竹市和平路142號2樓
100法登他000095,5,台南市東區東門路3段253號3樓
100法登他000095,6,桃園市復興路70號3樓
100法登他000095,7,苗栗市站前1號4樓
100法登他000095,8,嘉義市友愛路562號4樓
100法登他000095,9,高雄縣鳳山市光遠路406號2樓
