登記案號,序號,分事務所地址
103法登他000012,1,"台北市信義路3段162之 24號6樓"
103法登他000012,2,台中市工業區三十七路25號
103法登他000102,1,新北市汐止區東勢街215巷30弄12號
103法登他000181,1,高雄市苓雅區中山二路412號3樓
103法登他000225,1,台北市信義區信義路四段415號6樓
103法登他000225,2,新竹縣竹北市新泰路96號2樓之1、2樓之2
103法登他000238,1,高雄市鳳山區濱山街6之6號
103法登他000252,1,臺中縣豐原市永康路108號
103法登他000283,1,高雄市鳳山區濱山街6之6號
103法登他000297,1,新北市汐止區東勢街215巷30弄12號
103法登他000315,1,台南市東區裕農路457號
103法登他000315,2,台南市安平區建平15街207號
103法登他000335,1,"台北市信義路3段162之 24號6樓"
103法登他000335,2,台中市工業區三十七路25號
103法登他000351,1,臺中市豐原區豐原大道三段145號
103法登他000415,1,高雄市苓雅區中山二路412號3樓
