登記案號,序號,分事務所地址
106法登他000009,2,台東市中興路110號　　　　　　　　　台北市大安區羅斯福路2段75號8樓
106法登他000009,3,新北市新店區順安街2號B1　　　　　　桃園市龍潭區百年一街2巷10號
106法登他000009,4,苗栗市中正路113號　　　　　　　　　台中市西區三民路1段174號11樓
106法登他000009,6,台南市永康區復興路303號　　　　　　高雄市苓雅區凱旋一路3號3樓
106法登他000009,7,屏東縣鹽埔鄉新圍村德二街42號　　　　花蓮市順興路149號
106法登他000009,8,彰化縣員林鎮靜修路55號2樓
106法登他000015,1,"5 Third Street Suite 430, San Francisco, CA 94103"
106法登他000073,1,高雄市三民區博愛一路372號5樓
106法登他000073,2,新竹市東南街142巷28號
106法登他000073,3,桃園市平鎮區環南路2段192巷1號
106法登他000197,1,新北市永和區中興街80號
106法登他000206,1,高雄市前金區七賢二路396號12樓之3
106法登他000211,1,台北市北投區立德號123號（台北捐血中心）
106法登他000211,2,台南市中西區永福路1段85號（台南捐血中心）
106法登他000211,3,基隆市信義區信一路14號1樓（台北捐血中心基隆捐血站）
106法登他000211,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
106法登他000211,6,桃園市桃園區文康街61號、63號（新竹捐血中心桃園捐血站）
106法登他000211,7,苗栗縣苗栗市為公路282號1樓、292巷1號1樓（新竹捐血中心苗栗捐血站）
106法登他000211,8,台中市西屯區台灣大道4段1176號（台中捐血中心）
106法登他000211,9,彰化縣彰化市中山路1段348號（台中捐血中心彰化捐血站）
106法登他000211,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
106法登他000211,11,花蓮縣花蓮市中山路1段170號（台北捐血中心花蓮捐血站）
106法登他000211,12,屏東縣屏東市忠孝路295號（高雄捐血中心屏東捐血站）
106法登他000211,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
106法登他000211,14,雲林縣斗六市莊敬路300號（台南捐血中心雲林捐血站）
106法登他000211,15,宜蘭縣宜蘭市擺厘路16-7號（台北捐血中心宜蘭捐血站）
106法登他000211,16,新北市板橋區雙十路3段27號2樓（台北捐血中心板橋捐血站）
106法登他000211,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
106法登他000211,18,嘉義市西區博愛路1段486、488、490號（台南捐血中心嘉義捐血站）
106法登他000211,19,台東縣台東市四維路3段198號（高雄捐血中心台東捐血站）
106法登他000212,1,基隆市暖暖區興隆路14之3號
106法登他000233,2,台東市中興路110號　　　　　　　　　台北市大安區羅斯福路2段75號8樓
106法登他000233,3,新北市新店區順安街2號B1　　　　　　桃園市龍潭區百年一街2巷10號
106法登他000233,4,苗栗市中正路113號　　　　　　　　　台中市西區三民路1段174號11樓
106法登他000233,6,"台南市中西區臨安路1段89號2樓　　　     高雄市苓雅區凱旋一路3號3樓"
106法登他000233,7,"屏東縣鹽埔鄉新圍村德二街42號　　　   花蓮市中美十街39號"
106法登他000233,8,彰化縣員林鎮靜修路55號2樓
106法登他000290,1,台北市大安區信義路3段162之24號6樓
106法登他000294,1,台中市西屯區安和路168號2樓之6
106法登他000294,2,嘉義市仁愛路347號6樓之3
106法登他000294,3,高雄市左營區安吉街449號
106法登他000294,4,花蓮市富裕七街28號
106法登他000294,5,桃園市中壢區復興路46號6樓
106法登他000339,1,台中市民族路92號4樓之2
106法登他000339,2,高雄縣鳥松鄉大埤路36之76號
106法登他000346,1,台北市信義區忠孝東路5段508號3樓之6
106法登他000365,34,台北市中山區建國北路2段115號7樓
106法登他000365,35,高雄市鼓山區龍水里中華一路2300號
106法登他000365,36,新北市板橋區萬板路476號4樓
106法登他000365,37,宜蘭縣宜蘭市民權新路1-2號
106法登他000365,38,桃園市桃園區中平路102號15樓
106法登他000365,39,新竹縣竹北市成功六街163號
106法登他000365,40,苗栗市北苗里站後南路13號
106法登他000365,41,台中市豐原區南陽路85號
106法登他000365,42,彰化縣彰化市中央路184號12樓之12
106法登他000365,43,南投縣南投市玉井街38號
106法登他000365,44,雲林縣斗六市南京路426-1號
106法登他000365,45,嘉義縣太保市健康路181號
106法登他000365,48,屏東縣屏東市瑞光路2段290號
106法登他000365,49,花蓮縣花蓮市中原路376號
106法登他000365,50,台東縣台東市四維路1段381號
106法登他000365,51,澎湖縣馬公市朝陽路146號1樓
106法登他000365,52,基隆市信義區信二路65號2樓
106法登他000365,53,新竹市西大路772號2樓
106法登他000365,55,嘉義市西區興達路226號
106法登他000365,56,台南市中華西路1段137巷103號
106法登他000365,57,金門縣金城鎮民生路145號
106法登他000365,58,高雄市苓雅區興中一路62號5樓
106法登他000395,1,台中市南屯區五權西路2段668號5樓
106法登他000395,2,高雄市苓雅區四維四路22號11樓之1
106法登他000395,3,新北市板橋區四川路2段16巷10號3樓
106法登他000395,4,新竹市和平路142號2樓
106法登他000395,5,台南市東區東門路3段253號3樓
106法登他000395,6,桃園市復興路70號3樓
106法登他000395,7,苗栗市站前1號4樓
106法登他000395,8,嘉義市友愛路562號4樓
106法登他000395,9,高雄市鳳山區光遠路406號2樓
106法登他000395,10,宜蘭縣羅東鎮民族路32號
106法登他000395,11,花蓮縣花蓮市中興路243號5樓
106法登他000395,12,基隆市孝二路39號4樓之2
106法登他000395,13,南投縣草屯鎮登輝路335號
106法登他000395,14,屏東縣屏東市光復路114之1號
106法登他000418,1,高雄市內門區內南里大學路200號
106法登他000435,1,高雄市前鎮區三多三路二一七號十六樓
106法登他000435,2,桃園縣中壢市元化路三五七號十樓
106法登他000467,1,高雄市鳳山區濱山街6之6號
106法登他000467,2,桃園市中壢區環西路83號
106法登他000467,3,新竹市經國路1段343之1號4樓
106法登他000467,4,宜蘭縣宜蘭市舊城西路12號2樓
106法登他000467,5,花蓮縣花蓮市建華路65巷7號
106法登他000467,6,台北市光復北路60巷19之6號地下樓
106法登他000467,7,新北市三峽區國光街12巷10號1樓
106法登他000467,10,嘉義市西區貴州街123號
106法登他000467,11,嘉義縣竹崎鄉鹿滿村鹿山路60號
106法登他000467,13,苗栗縣大湖鄉靜湖村和平路28號
106法登他000467,14,南投縣南投市信義街5巷1號3樓
106法登他000467,15,彰化縣和美鎮新庄里7鄰東發路190號
106法登他000467,16,雲林縣北港鎮新德路108號
106法登他000467,17,屏東縣東港鎮中正路1段10之1號
106法登他000467,18,台東縣台東市山西路1段458號
106法登他000467,19,台南市南區大同路2段136巷10號1樓之5
106法登他000467,20,台中市潭子區大豐路2段1號
106法登他000499,1,台中市民族路92號4樓之2
106法登他000499,2,高雄縣鳥松鄉大埤路36之76號
106法登他000524,1,高雄市鼓山二路二七四號。
106法登他000524,2,宜蘭縣蘇澳鎮永昌路四十六號。
106法登他000524,4,高雄縣小港鄉長春街十四號。
106法登他000524,5,花蓮市民享里華東一０三號。
106法登他000524,6,台中縣大肚鄉沙田路二段三０三號。
106法登他000524,7,花蓮縣秀林鄉和平村和平二六三號
106法登他000536,34,台北市中山區建國北路2段115號7樓
106法登他000536,35,高雄市鼓山區龍水里中華一路2300號
106法登他000536,36,新北市板橋區萬板路476號4樓
106法登他000536,37,宜蘭縣宜蘭市民權新路1-2號
106法登他000536,38,桃園市桃園區中平路102號15樓
106法登他000536,39,新竹縣竹北市成功六街163號
106法登他000536,40,苗栗市北苗里站後南路13號
106法登他000536,41,台中市豐原區南陽路85號
106法登他000536,42,彰化縣彰化市中央路184號12樓之12
106法登他000536,43,南投縣南投市玉井街38號
106法登他000536,44,雲林縣斗六市南京路426-1號
106法登他000536,45,嘉義縣太保市健康路181號
106法登他000536,48,屏東縣屏東市瑞光路2段290號
106法登他000536,49,花蓮縣花蓮市中原路376號
106法登他000536,50,台東縣台東市四維路1段381號
106法登他000536,51,澎湖縣馬公市朝陽路146號1樓
106法登他000536,52,基隆市信義區信二路65號2樓
106法登他000536,53,新竹市西大路772號2樓
106法登他000536,55,嘉義市西區興達路226號
106法登他000536,56,台南市中華西路1段137巷103號
106法登他000536,57,金門縣金城鎮民生路145號
106法登他000536,58,高雄市苓雅區興中一路62號5樓
106法登他000569,1,高雄市小港區高坪卅二街20號
106法登他000569,2,台中市西區和龍里21鄰台灣大道2段16號9樓
106法登他000569,3,宜蘭縣宜蘭市中正里11鄰中山路3段152號7樓
106法登他000569,4,苗栗縣頭份市廣興里11鄰廣興224之5號
106法登他000569,5,彰化縣埔心鄉舊館村7鄰興霖路136號
106法登他000569,6,花蓮縣吉安鄉宜昌村3鄰中華路2段11號7樓
106法登他000569,7,桃園市桃園區武陵里7鄰復興路110號8樓
106法登他000569,8,新北市三重區中興里19鄰重新路5段646號2樓
106法登他000569,9,台北市北投區大同里15鄰北投路2段13號7樓
106法登他000684,1,台中市南屯區大墩一街200號
106法登他000684,2,台南市東區勝利路85號2樓
106法登他000684,3,高雄市左營區富國路185號10樓之4
106法登他000740,1,新北市新店區行政街10巷6至8號及12巷4至6號
106法登他000830,1,台北市大安區建國南路2段231號
106法登他000832,1,台北市北投區立德號123號（台北捐血中心）
106法登他000832,2,台南市中西區永福路1段85號（台南捐血中心）
106法登他000832,3,基隆市信義區信一路14號1樓（台北捐血中心基隆捐血站）
106法登他000832,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
106法登他000832,6,桃園市桃園區文康街61號、63號（新竹捐血中心桃園捐血站）
106法登他000832,7,苗栗縣苗栗市為公路282號1樓、292巷1號1樓（新竹捐血中心苗栗捐血站）
106法登他000832,8,台中市西屯區台灣大道4段1176號（台中捐血中心）
106法登他000832,9,彰化縣彰化市中山路1段348號（台中捐血中心彰化捐血站）
106法登他000832,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
106法登他000832,11,花蓮縣花蓮市中山路1段170號（台北捐血中心花蓮捐血站）
106法登他000832,12,屏東縣屏東市忠孝路295號（高雄捐血中心屏東捐血站）
106法登他000832,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
106法登他000832,14,雲林縣斗六市莊敬路300號（台南捐血中心雲林捐血站）
106法登他000832,15,宜蘭縣宜蘭市擺厘路16-7號（台北捐血中心宜蘭捐血站）
106法登他000832,16,新北市板橋區雙十路3段27號2樓（台北捐血中心板橋捐血站）
106法登他000832,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
106法登他000832,18,嘉義市西區博愛路1段486、488、490號（台南捐血中心嘉義捐血站）
106法登他000832,19,台東縣台東市四維路3段198號（高雄捐血中心台東捐血站）
106法登他000833,1,"基隆市中正路611號8樓Ａ室     南投市營北路243號"
106法登他000833,2,"桃園市民生路148號4樓         新竹市南大路271號6號"
106法登他000833,3,"台南市長榮路2段157號3樓     嘉義市中正路360號8樓"
106法登他000833,4,"苗栗市中正路863號6樓         彰化市中正路1段141號"
106法登他000833,5,"花蓮市三民街28之1號4樓       屏東市民生路3之17號2樓"
106法登他000833,6,"宜蘭市農權路2段30號2樓       台東博愛路490號3樓"
106法登他000833,7,高雄市鼓山區華營路409號
106法登他000833,8,台中市三民路3段144號6樓之1
106法登他000833,9,台中市豐原區東陽里福德巷26巷25號
106法登他000871,1,高雄市新興區中山一路三０八號四樓
106法登他000934,1,台北市中山區大直街20巷18號
106法登他000934,2,台中市北區進化北路369號7樓
106法登他000934,3,高雄市苓雅區中山二路412號3樓
106法登他000934,4,桃園市平鎮區延平路1段168號
106法登他001002,1,新北市永和區中興街80號
106法登他001048,1,基隆市信義區東信路178號1樓
106法登他001048,2,台北市中正區博愛路164號5樓
106法登他001048,3,新北市土城區金城路2段249號
