登記案號,序號,分事務所地址
078法登000029,1,台北縣新莊市中正路五一六號
078法登000132,1,台北市忠孝西路一段四一號二樓十六室
078登000008,1,台中市西屯區青海路一段一四七號一樓
078登000008,1,台中市西屯區青海路一段一四七號一樓
078登000105,1,台東市長沙街三０三巷一號
078登000122,1,台北市南港區中坡北路92號2樓
078登000136,1,台北縣新店市行政街10巷6、8號、及12巷6號
078登000165,1,"台北市敦化北路133號           南投市中興路700號"
078登000165,2,"高雄市中正四路189號           彰化市卦山路2號"
078登000165,3,"基隆市獅球路8號                 雲林縣斗六市府前路58號"
078登000165,4,"台中市力行路262之1號         嘉義市忠孝路307號"
078登000165,5,"台南市大學路西段65號           台南縣新營市中正路23號"
078登000165,6,"台北縣板橋市中正路48號         高雄縣鳳山市中山東路14號"
078登000165,7,"桃園市成功路2段7號             屏東市中華路80之1號"
078登000165,8,"新竹縣竹北市光明六路10號   台東市博愛路425號"
078登000165,9,"苗栗市中正路382號             花蓮市公園路53之1號"
078登000165,10,"台中縣豐原市中山路506號       宜蘭市渭水路100之2號"
078登000165,11,"澎湖縣馬公市介壽路11號  金門縣金城鎮珠浦北路35號"
078登000221,1,台北市中山北路2段113號台灣水泥股份有限公司總管理廠職工福利委員會
078登000221,2,高雄市鼓山區鼓山三路1號台灣水泥股份有限公司高雄廠職工福利委員會
078登000221,4,宜蘭縣蘇澳鎮永昌路46號台灣水泥股份有限公司蘇澳廠職工福利委員會
078登000221,5,新竹縣竹東鎮東寧路226號台灣水泥股份有限公司竹東廠職工福利委員會
078登000221,6,高雄縣小港鄉長春街14號台灣水泥股份有限公司小港紙廠職工福利委員會
078登000221,7,花蓮縣花蓮市民享里華東103號台灣水泥股份有限公司花蓮廠職工福利委員會
078登000221,8,台中縣大肚鄉沙田路2段303號台灣水泥股份有限公司台中水泥製品廠職工福利委員會
078登000247,1,台中市西屯區中港路3段123號14樓之7
078登000247,2,嘉義市仁愛路347號6樓之3
078登000247,3,高雄市左營區安吉街449號
078登000247,4,花蓮市菁華街4巷1弄6號
078登000299,1,台中市西屯區中港路3段123號14樓之7
078登000299,2,嘉義市仁愛路347號6樓之3
078登000299,3,高雄市左營區安吉街449號
078登000299,4,花蓮市菁華街4巷1弄6號
078登000304,1,高雄縣內門鄉內南村大學路二００號
078登000336,1,台北市北投區石牌路2段201號　榮民總醫院
078登000336,2,台中縣豐原市中山路343之1號　潘耳鼻喉科醫院
078登000336,3,高雄市前金區中正路261號　高雄市政府衛生局
