登記案號,序號,職稱,姓名,網站連結
059法登財000054,1,董事長,劉純,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jhW-rKYwm7z-DMOtSivIn_Tz4Gy0yuiibJ1ZHmH6ESpO_L7snQ2psd-mRw==
059法登財000054,2,"董  事",劉國芳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yfkqGt4P1y6TBBn32wy_cB_JRELfJGiizAZbFPtN8io7WJ3ht7LAWL2zrw==
059法登財000072,1,董事長,陳文進,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xMa4_FG6RujkRi23e1qwnNXI-tRW1NlsKNJEvV2yBFuSgWgLCro_WQCx4A==
059法登財000072,2,常務董事,吳慈照,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QCuLB_UxwHRHhjhniqtofE6B4BT-9Eq2eDZJ7w1HdconlSy0PL3T-hj_Dw==
059法登財000072,3,常務董事,吳志達,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yNQwq9_7kE3BJejdkqTcdpuyHwxaMLb-080p7b74KJhFwK3VEFOXrlSYiA==
059法登財000072,4,常務董事,辛　鳳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1us2dscHss8mlvfMPYam-CIkZBqFiSJeEjK2f0WiuZg6CgPNhgSA1YLYtA==
059法登財000072,5,常務董事,駱　鵲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7a_u3to10ltbDs30R02NgiL2mNdA86B3fz_w3C-SPcAxuM7_51rxSU6HRg==
059法登財000072,6,"董  事",吳卯慈,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_39VP8_crEzlv5xvMudnx_9Byfuk3ECRcI-uaMNj_oeZ3kfKLKCmUF-5Tw==
059法登財000072,7,"董  事",吳慈現,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lXvFrAY9NdN5x7G-IyLHnjUcQ89kuAVdeU2W7svcY_z5-5msHo6dS7fvJA==
059法登財000072,8,"董  事",吳慧嬌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IzwszhoTGtb9_TVIScADGECVnErRtzJWViK7nLGuLgi70WHcdktMUqZmKA==
059法登財000072,9,"董  事",陳文彰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MZxJ1wMsNoqXkqruAGuRjOZvPmMvL-nCTBLd1Ir1rYT2FHd_ELb_MjyoNA==
059法登財000072,10,"董  事",吳明德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tjpEQx7tvLdA_ukHT3buXgurk9_BGffi-05tEDqwmk-66mIEdGKwnJspDQ==
059法登財000072,11,"董  事",李　生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yfOEKPhVOOBDYcCpuS16DKcziLCPC9F61NAwbAYocDRU50B4sFBkl10AqA==
059法登財000072,12,"董  事",簡國垣,https://aomp109.judicial.gov.tw/judbp/whd6k/q/O2eC1WqAlzwjHegxLJF-LJmrOhBAadjaGuXcNnwLiA1Fed8MIyRdrv8x7A==
059法登財000072,13,"董  事",胡秀山,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tZS2bhwolJO3UJQ35GIayJLXWHyn_TQE1rh6A2GA-BEyYA8r3t0wh_rK0g==
059法登財000072,14,"董  事",林金鑑,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wmcyP_CfkseL2kt5w-5OSJf7PV30a1peyFmXOmw86l1hPH5h3Tr8BCeYtQ==
059法登財000072,15,"董  事",吳鴻輝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/E8a0hgF3g7m_hNb6TBk4GNz6im7jFlMC-i1WZ-mSZtMed9EeV6TMTQYRHg==
