登記案號,序號,職稱,姓名,網站連結
059法登000000,1,董事長,游再浮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bhX6RVxFE0vcijvcGZslJHIZlAu5ru1LfKNdYRNrRwNA_vz7JOY6DA==
059法登000000,2,"董  事",張希賢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8bZJ470H6LSc4THaE5eIU9FcQYGSjj7AL-Rsq9V_K_Fcld0RfFc7sw==
059法登000000,3,"董  事",劉安仁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0WZmU_A7r6nZ3b18pF8weHzPCQJN3HoF0EwW08enKYvOeOdaVmbdHg==
059法登000000,4,"董  事",崔促周,https://aomp109.judicial.gov.tw/judbp/whd6k/q/c9G1vGKIUwFswcnJqYhPwVSomeYbEbcQejY6GH8pUItonovUCtGTZg==
059法登000000,5,"董  事",甘墨林,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_guzj1BKl3Wn9LJpQGm-z_GhhRGnyc1woazOS7gjiwPdZjQQCt_8Fw==
059法登000000,6,"董  事",段瑞桐,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7iAERBeDDiB7tUVJN_ScZ_hKQn74g95LiwYIU0aarTYMoxymzZIKPw==
059法登000000,7,"董  事",鄭無我,https://aomp109.judicial.gov.tw/judbp/whd6k/q/S3hhUEdt1YGobLrr7trwrKozDDIrepNkpBR0s1N3zrm_OAjUqRFt4Q==
059法登000000,8,"董  事",薄靜之,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Vr6ub-rKMl17gajkchFcnb-Bp26V4Dnfq75lI2FmvcUVwDO6Yp2nYA==
059法登000000,9,"董  事",楊廣仁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/c-ThsXLGV9vIrAatMVyQ8cQdINpB0Fu4TA2P5Yq6uYqK-5nFeTYu6Q==
059法登000003,1,董事長,朱念慈,https://aomp109.judicial.gov.tw/judbp/whd6k/q/F-fQNAEIn3zxsVvQfZHUavejEiRqGssm7cx1rEz8lm_AYZHM0Fkr4g==
059法登000003,2,"董  事",郭慶雲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HuXiJMLC9XlLhFt1ZfYZ4wpQAK_tHQaFGOAfiXJJ-K3bC6-_YUoWbA==
059法登000003,3,"董  事",蘇履中,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XtmNoT70uxB8l726B4ApeNctvmXL08QIJ8TBBwrfNFe6OU6dC9uHig==
059法登000003,4,"董  事",隋安璽,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WibK--ahA4FwRWNcLFAvlaW5sCWnc8O8xytm2OjhOm9XeubGHT8tiQ==
059法登000003,5,"董  事",賈榃臣,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lKyrTabX0AijAO5YvZpVa08v193c-mSIlvdqqNw5UR1drFlaYNDfSg==
059法登000003,6,"董  事",李惠卿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4GFcbfqzztjH6zdRXpa0GPWYh-bslXRRFlMaYRckBvSh1HzWTHxapg==
059法登000003,7,"董  事",倪麗明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/S-k8zC-CK5FVv9y9pJwMK_9LXaTDTpL6Ax5Zqq3NDkHSSTdSBbZcLg==
