登記案號,序號,分事務所地址
112法登他000023,15,嘉義市中山路306號5樓
112法登他000023,16,臺中市西區自由路1段140號4樓
112法登他000023,17,高雄市前金區中正四路211號
112法登他000023,18,臺南市中西區府前路1段155號之1
112法登他000023,19,桃園市桃園區中正路48巷2號
112法登他000023,20,新竹市林森路29號4樓
112法登他000023,26,花蓮縣花蓮市公園路3號3樓
112法登他000023,27,臺東縣台東市中華路一段373號3樓
112法登他000023,28,澎湖縣馬公市仁愛路24號2樓
112法登他000066,1,屏東縣內埔鄉建興新村100號
112法登他000066,2,雲林縣虎尾鎮平和里平和58之10號
112法登他000066,3,嘉義縣竹崎鄉灣橋村朴子埔170巷10弄5號
112法登他000111,1,新北市深坑區昇高里8鄰向天湖1號
112法登他000111,2,嘉義縣大林鎮中坑里沙崙198號
112法登他000156,1,桃園市中壢區復興路46號6樓
112法登他000156,2,臺中市西屯區安和路168號2樓之6
112法登他000156,3,嘉義市延平街448號12樓之2
112法登他000156,4,高雄市三民區九如二路366號3樓
112法登他000156,5,花蓮市自由街150號5樓
112法登他000160,1,嘉義市西區貴州街123號
112法登他000160,2,嘉義縣梅山鄉梅北村成功街63號
