登記案號,序號,分事務所地址
112法登他000010,1,台中市北區中清路1段100號15樓之1
112法登他000010,2,高雄市左營區博愛三路12號6樓
112法登他000019,1,高雄市前金區中正四路148號7樓
112法登他000072,1,新北市汐止區新台五路1段104號8樓
112法登他000076,1,高雄市新興區林森一路242號9樓之4
112法登他000076,2,屏東縣屏東市廣興里廣興130之2號
112法登他000123,1,高雄市苓雅區三多二路219號
112法登他000137,1,台南市新營區民權路94巷9號4樓
112法登他000184,1,臺北市內湖區新湖三路270號2樓
112法登他000261,1,南投縣埔里鎮中台路1號
112法登他000267,1,台北市北投區光明路276號
112法登他000267,2,台北市北投區大業路65巷89號
112法登他000267,3,台北市大安區安和路1段29號10樓
112法登他000267,4,新北市金山區三界里7鄰法鼓路555號
112法登他000267,5,桃園市桃園區大興西路2段105號12樓
112法登他000267,6,嘉義市林森東路343號1樓
112法登他000267,7,台中市市政路37號
112法登他000267,8,台南市北區西門路3段159號14樓
112法登他000267,9,高雄市三民區建安街94號
112法登他000267,10,台東市更生北路132巷38號
112法登他000267,11,台北市中山區民權東路1段67號9樓
112法登他000267,12,新北市永和區中正路417號10樓、10樓之1
112法登他000267,13,基隆市仁愛區仁五路8號3樓之1、之2、之3、之4
112法登他000267,14,屏東市建豐路2巷70號
112法登他000267,15,台北市中正區延平南路77號
112法登他000267,16,新北市三峽區介壽路2段138巷168號
112法登他000267,17,新北市新莊區新莊路114號
112法登他000267,18,新北市新店區中華路7號
112法登他000267,20,桃園市平鎮區環南路184號3樓之1
112法登他000267,21,台中市東勢區東蘭路26之18號
