登記案號,序號,分事務所地址
112法登他000077,1,台南市東區裕敬一街37號
112法登他000077,2,台北市南港區南深路21巷16、18號
112法登他000077,3,屏東縣泰武鄉佳興村佳興2之2號
112法登他000077,4,屏東縣來義鄉義林村71號
112法登他000077,5,屏東縣來義鄉大後路12之1號
112法登他000077,6,屏東縣來義鄉中正路13號
112法登他000077,7,屏東縣潮州鎮三德路80號
112法登他000077,8,屏東縣來義鄉古義路31之1號
112法登他000090,1,台南市分所：台南市中西區府前路一段155號之1
112法登他000090,2,台中市分所：台中市西區自由路一段140號4樓
112法登他000090,3,高雄市分所：高雄市前金區中正四路211號
112法登他000090,4,桃園市分所：桃園市桃園區中正路48巷2號
112法登他000090,5,新竹市分所：新竹市林森路29號4樓
112法登他000090,9,嘉義市分所：嘉義市中山路306號5樓
112法登他000090,12,花蓮縣分所：花蓮縣花蓮市公園路3號3樓
112法登他000090,13,台東縣分所：台東縣台東市中華路一段373號3樓
112法登他000090,14,澎湖縣分所：澎湖縣馬公市仁愛路24號2樓
112法登他000122,1,屏東縣內埔鄉建興新村100號
112法登他000122,2,雲林縣虎尾鎮平和里平和58之10號
112法登他000122,3,嘉義縣竹崎鄉灣橋村朴子埔170巷10弄5號
112法登他000170,1,台南市東區裕敬一街37號
112法登他000170,2,台北市南港區南深路21巷16、18號
112法登他000170,3,屏東縣泰武鄉佳興村佳興2之2號
112法登他000170,4,屏東縣來義鄉義林村71號
112法登他000170,5,屏東縣來義鄉大後路12之1號
112法登他000170,6,屏東縣來義鄉中正路13號
112法登他000170,7,屏東縣潮州鎮三德路80號
112法登他000170,8,屏東縣來義鄉古義路31之1號
112法登他000196,1,臺南市新市區永新路78號（新市分院）
112法登他000218,1,台南市新營區民權路94巷9號四樓
112法登他000235,1,台南市永康區中山北路70號8樓之2
112法登他000235,3,台中市美德街170之6號
112法登他000235,4,花蓮市民權八街60號5樓
112法登他000236,1,台南市中西區民族路二段76之10號15樓
112法登財000005,1,台南市北區小東路147巷32號
