登記案號,序號,分事務所地址
112法登他000070,1,臺中市豐原區豐原大道三段145號
112法登他000108,1,高雄市前金區中正四路211號
112法登他000226,1,台北市信義區信義路四段415號6樓
112法登他000226,2,新竹縣竹北市中華路340-10號3樓
112法登他000258,1,高雄市三民區自由一路44號1樓(分事務所負責人為莊秋月)
112法登他000259,1,高雄市苓雅區三多二路219號(分事務所負責人蘇喜德)
112法登他000349,1,台北市信義區信義路四段415號6樓
112法登他000349,2,新竹縣竹北市中華路340-10號3樓
112法登他000364,1,前鎮分事務所:高雄市前鎮區瑞吉街77號
112法登他000364,2,鳳山分事務所:高雄市鳳山區博愛路51巷1號
112法登他000364,3,大寮分事務所:高雄市大寮區內厝393號
112法登他000364,4,永愛分事務所:屏東市豐榮街185巷10號
112法登他000364,5,小港分事務所:高雄市小港區廠前路43號
112法登他000364,6,黎明分事務所:屏東縣內埔鄉黎明村黎東路839號
112法登他000364,7,頌恩分事務所:屏東縣枋寮鄉金城路86巷9號
112法登他000364,8,鼓山分事務所:高雄市鼓山區鼓山二路36號
112法登他000364,9,活泉分事務所:高雄市橋頭區甲圍路99之1號
112法登他000418,1,高雄市三民區九如二路366號3樓
