登記案號,序號,分事務所地址
080法登000158,1,高雄縣大寮鄉過溪村過溪路六十二號
080法登000260,1,"台北市敦化北路一三三號           南投市中興路七００號"
080法登000260,2,"高雄市中正四路一八九號           彰化市卦山路二號"
080法登000260,3,"基隆市獅球路八號                 雲林縣斗六市府前路五八號"
080法登000260,4,"台中市力行路二六二之一號         嘉義市忠孝路三０七號"
080法登000260,5,"台南市大學路西段六五號           台南縣新營市中正路二三號"
080法登000260,6,"台北縣板橋市中正路四八號         高雄縣鳳山市中山東路十四號"
080法登000260,7,"桃園市成功路二段七號             屏東市中華路八十之一號"
080法登000260,8,"新竹縣竹北市竹北里和平街七二號   台東市博愛路四二五號"
080法登000260,9,"苗栗市中正路三八二號             花蓮市公園路五三之一號"
080法登000260,10,"台中縣豐原市中山路五０六號       宜蘭市渭水路一００之二號"
080法登000292,1,台北市四維路五二巷二四弄二之二號
080法登000335,1,台東市長沙街三０三巷一號
080登000042,1,台北市北投區石牌路2段201號　榮民總醫院
080登000042,1,台北市北投區石牌路2段201號　榮民總醫院
080登000042,2,台中縣豐原市中山路343之1號　潘耳鼻喉科醫院
080登000042,2,台中縣豐原市中山路343之1號　潘耳鼻喉科醫院
080登000042,3,高雄市前金區中正路261號　高雄市政府衛生局
080登000042,3,高雄市前金區中正路261號　高雄市政府衛生局
080登000076,1,南投市平和里芳美路429號
080登000158,1,高雄縣大寮鄉過溪村過溪路62號
080登000160,1,台北市四維路52巷24弄2之2號
080登000199,1,台北縣新店市行政街10巷6－8號及12巷4－6號
080登000226,1,新竹市科學園區路127巷2弄3號
080登000260,1,"台北市敦化北路133號           南投市中興路700號"
080登000260,2,"高雄市中正四路189號           彰化市卦山路2號"
080登000260,3,"基隆市獅球路8號                 雲林縣斗六市府前路58號"
080登000260,4,"台中市力行路262之1號         嘉義市忠孝路307號"
080登000260,5,"台南市大學路西段65號           台南縣新營市中正路23號"
080登000260,6,"台北縣板橋市中正路48號         高雄縣鳳山市中山東路14號"
080登000260,7,"桃園市成功路2段7號             屏東市中華路80之1號"
080登000260,8,"新竹縣竹北市竹北里和平街72號   台東市博愛路425號"
080登000260,9,"苗栗市中正路382號             花蓮市公園路53之1號"
080登000260,10,"台中縣豐原市中山路506號       宜蘭市渭水路100之2號"
080登000260,11,"澎湖縣馬公市介壽路11號  金門縣金城鎮珠浦北路35號"
080登000292,1,台北市四維路52巷24弄2之2號
080登000335,1,台東市長沙街三０三巷一號
080登000344,1,台北市大直街62巷10號
