登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
084法登他000001,1,2,吳永崑,304,0840105,0840112,0840112,6冊73頁,2,2,董事長,財團法人高雄縣鳳甲國民中學教育發展基金會,0820526,高雄縣鳳山市輜汽路三ＯＯ號,協助學校改善環境，發展校務，獎勵教師研究進修，促進學生敦品勵學，進而提昇社會文化為宗旨。,捐助及高雄縣政府補助,高雄縣政府八十二年四月二十七日,永久,3609877.00,1,0840112,0840206,0840206,,章程變更要旨：董事任期1年修正為3年,,,,
084法登他000002,1,2,吳永崑,252,0840112,0840113,0840113,5冊56頁,2,2,張瑞欽,財團法人高雄成大校友文教基金會,0800909,高雄縣鳳山市新富路三七四號三樓,一、學術研究之奬助。二、特殊人才出國研究之奬助。三、專題研究之奬助。四、成功大學師生研究計劃及奬助學金之設置。五、其他有關文化事業之奬助。,捐助,高雄縣政府八十年八月十七日八十府教社字第一一七九四三號,永久,4150000.00,1,0840113,0840123,0840123,,,,,,
084法登他000003,2,2,吳永崑,315,0840113,0840117,0840117,6冊117頁,2,2,黃文得,社團法人高雄市智障者福利促進會,0820629,高雄市苓雅區建國一路二六一號二樓,以結合高雄市智障者家屬及社會熱心人士積極爭取智障者之權益和福利促進其人性化之生活為目的。,會費及捐助,高雄市政府社會局八十二年六月十八日八二高市社局一字第一二六六四號,永久,1959455.00,1,0840117,0840124,0840124,,,,,,
084法登他000004,1,2,吳永崑,94,0840118,0840227,0840228,3冊38頁,2,13,孫建行,財團法人高雄市私立復華高級中學,0611212,高雄市苓雅區民權一路42號,以創辦私立復華中學並謀其發展為目的。,由創辦人孫永慶等捐助,台灣省政府教育廳中華民國六十一年十一月三十日,永久,36575677.00,1,0840227,0840303,0840303,,,,,,
084法登他000005,1,2,吳永崑,111,0840119,0840126,0840126,3冊48頁,2,4,蕭開華,財團法人台灣省高雄縣基督教中華傳道會鳳山聖恩堂,0600412,高雄縣鳳山市建國路一段五十三巷二弄八十號,傳佈基督福音管理聖恩堂財產及附設幼稚園教育兒童。,捐助,高雄縣政府中華民國六十年三月二十二日,永久,332355.00,1,0840126,0840228,0840228,,,,,,
084法登他000006,1,2,吳永崑,320,0840128,0840207,0840207,6冊137頁,1,1,董事長,財團法人高雄縣私立寶光建德社會福利慈善事業基金會,0820811,高雄縣橋頭鄉芋寮路忠孝巷十四號,以舉辦社會福利慈善事業為宗旨。,捐助,高雄縣政府八十二年七月二十一日(八二)府社福字第一二二六三三號,永久,6264400.00,1,0921219,0840216,0840216,,,,,,
084法登他000007,1,2,吳永崑,319,0840204,0840206,0840206,6冊133頁,1,1,董事長,財團法人高雄榮耀基督教會,0820806,高雄市三民區建國二路四十二號四樓,"本主耶穌基督全備福音,傳揚基督教教義及辦理社會公益慈善事業。",捐助,"八十二年七月十九日高雄市政府民政局    高市民政三字第九五七四號",永久,10670000.00,1,0840206,0840209,0840209,,,,,,
084法登他000008,1,2,吳永崑,231,0840210,0840221,0840221,5冊35頁,1,2,董事長,財團法人春陽文教基金會,0790404,高雄市左營區立文路七十七號十七樓,"以推廣顏面傷殘防治教育宣導、與辦理清寒顏面傷殘同胞獎助學金、        並推廣其他公益性社會教育工作",捐助,七十九年三月十二日教育部,永久,1001000.00,1,0840221,0840224,0840224,,,,,,
084法登他000009,1,2,吳永崑,334,0840213,0840217,0840217,6冊193頁,1,1,劉秀忍,財團法人聖仁慈善救濟基金會,0821222,"台北市長安東路一段二號之一    分事務所：高雄市苓雅區英明路二Ｏ四巷二號",本會以舉辦社會福利事業為宗旨。,由劉秀忍捐助,內政部八十二年七月二十七日台八二內社字第八二一五六八八號,永久,33000000.00,1,0840320,0840317,0840317,,,,,,
084法登他000010,1,2,吳永崑,102,0840216,0840426,0840426,3冊46頁,2,8,董事長,財團法人台灣省高雄縣私立正義高級中學,0620608,高雄縣鳳山市南江街183號,以創設「私立正義高級中學、並謀其發展」為目的。,捐助,台灣省政府教育廳中華民國六十二年五月十六日,永久,116211918.70,1,0840426,0840501,0840501,,,,,,
