登記案號,序號,分事務所地址
084法登他000031,1,台中市忠明南路二七０號十四樓之一
084法登他000031,2,高雄市苓雅區英明路二０四巷二號
084法登他000052,1,台北市新生南路一段一四三之一號三樓
084法登他000077,1,高雄市自強二路一七０號八樓
084法登他000077,2,台北縣新店市大新街七巷廿五弄一號
084法登他000087,1,台北市信義區林口街一八二號四樓
084法登他000152,1,台中市忠明南路二七０號十四樓之一
084法登他000152,2,高雄市苓雅區英明路二０四巷二號
084法登他000177,1,台北市青島東路一號二二一室。
084法登他000232,1,"台北市敦化北路一三三號           南投市中興路七００號"
084法登他000232,2,"高雄市中正四路一八九號           彰化市卦山路二號"
084法登他000232,3,"基隆市獅球路八號                 雲林縣斗六市府前路五八號"
084法登他000232,4,"台中市力行路二六二之一號         嘉義市忠孝路三０七號"
084法登他000232,5,"台南市大學路西段六五號           台南縣新營市中正路二三號"
084法登他000232,6,"台北縣板橋市中正路四八號         高雄縣鳳山市中山東路十四號"
084法登他000232,7,"桃園市成功路二段七號             屏東市中華路八十之一號"
084法登他000232,8,"新竹縣竹北市竹北里和平街七二號   台東市博愛路四二五號"
084法登他000232,9,"苗栗市中正路三八二號             花蓮市公園路五三之一號"
084法登他000232,10,"台中縣豐原市中山路五０六號       宜蘭市渭水路一００之二號"
084法登他000266,1,台北縣新店市行政街十巷六至八號及十二巷四至六號
084法登他000293,1,台北縣永和市福和路二二五號二二七號一－四樓
084法登他000293,2,台北縣板橋市實踐路一三０號四樓及一三二號四樓
084法登他000293,3,台中市市府路九七號一－八樓
084法登他000293,4,台南市東寧路三八四號一－五樓
084法登他000293,5,嘉義市中山路四九八號一－四樓
084法登他000293,6,高雄市五福四路一０四號一－五樓
084法登他000293,7,屏東市廣東路一三０號一－二樓
084法登他000293,8,花蓮市中山路四七五之三號一－四樓
084法登他000293,9,屏東市民族路三０五之一號
084法登他000297,1,台北市南京東路四段七七號十一樓、十一樓之一、十一樓之二前半部
084法登他000354,1,台中市台中港路二段智光巷一號
084法登他000396,1,高雄市鼓山二路二七四號
084法登他000396,2,宜蘭縣蘇澳鎮永昌路四十六號
084法登他000396,3,新竹縣竹東鎮東寧路二二六號
084法登他000396,4,高雄縣小港鄉長春街十四號
084法登他000396,5,花蓮市民享里華東一０三號
084法登他000396,6,台中縣大肚鄉沙田路二段三０三號
084法登他000410,1,台北市永緩路八號
084法登他000440,1,新竹市科學園區路一二七巷二弄三號
084法登他000440,2,高雄市三民區德仁里自由一路二號十樓之八
084法登他000443,1,台北市永緩路八號
084法登他000453,1,台北市信義路三段一六二號六樓
084法登他000506,1,台中縣大里市中興路二段七０四號
084法登他000506,2,嘉義市北興街四六０號
084法登他000506,3,屏東市民生路五七號之五
084法登他000506,4,花蓮縣吉安鄉仁里村中山路一段二０九號
084法登他000532,1,基隆市暖暖區興隆路十四之三號
084法登他000559,1,台北縣永和市福和路二二五號二二七號一－四樓
084法登他000559,2,台北縣板橋市實踐路一三０號四樓及一三二號四樓
084法登他000559,3,台中市市府路九七號一－八樓
084法登他000559,4,台南市東寧路三八四號一－五樓
084法登他000559,5,嘉義市中山路四九八號一－四樓
084法登他000559,6,高雄市五福四路一０四號一－五樓
084法登他000559,7,屏東市民生路一一八號一－四樓
084法登他000559,8,花蓮市中山路四七五之三號一－四樓
084法登他000559,9,屏東市民族路三０五之一號
