登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
076法登000001,1,1,王增瑜,44,0760105,0760323,0760323,2冊61頁,,0,陳國雄,財團法人彰化縣平安學術文教基金會,0760323,彰化市雲長路一五五號,響應政府文化建設，推展文化活動，提昇本縣縣民生活品質。,由發起人及工商學術團體或社會熱心人士捐贈。,彰化縣政府中華民國七十五年十一月二十四日,永久,1000000.00,1,0841219,0921209,,,,,,,
076法登000002,1,1,莊金昌,42,0760115,0760206,0760206,2冊59頁,,0,朱文科,財團法人彰化縣員林寺,0760206,員林鎮和平里和平街二十號,"本佛教慈悲濟世精神傳揚佛教教義,重整道德,淨化人心,辦理社會公益慈善教育福利等事業。",由信徒樂捐及其他熱心佛教人士或團體之捐贈,彰化縣政府中華民國七十五年八月十九日,永久,1178800.00,1,0760306,0921209,,,,,,,
076法登000003,1,2,莊金昌,10,0760213,0760306,0760306,1冊19頁,2,6,陳碧玉,財團法人台灣省彰化縣私立正德高級工商職業學校,0610516,彰化縣彰化市莿桐里莿桐莊二十六之五號,為創辦私立正德高級工商職業學校並謀其發展為目的。,"董事會捐贈,學雜費之收入,開辦費由創辦人陳碧玉,郭英珠捐土地13筆2.9164公頃,道路用地4筆計165.7",中華民國陸拾壹年伍月壹日。,無限期存立,141039568.00,1,0760306,0921209,,,,,,,
076法登000005,1,2,莊金昌,7,0760316,0760331,0760331,1冊14頁,2,3,江再然,財團法人台灣省彰化縣基督教浸信宣道會員林教會,0600223,彰化縣員林鎮育英路三十七巷十五之二號,"宣揚基督教義,提倡國民道德,善導救眾協助政府改善不良風俗,發揚國粹,提倡民間適當娛樂敦親信徒,促進互助合作精神,興辦慈善事業興辦幼稚園輔助貧團幼兒入學並設置奬學金,以奬勵品學兼優之貧寒學生。",信徒自由樂捐及其他熱心基督教人士或團體捐贈之。,中華民國六十年十二月八日,無限期,404300.00,1,0760331,0921209,,,,,,,
076法登000006,1,2,王增瑜,38,0760319,0760331,0760331,2冊51頁,2,2,傅忠雄,財團法人彰化縣文化基金會,0750203,彰化市中山路二段五００號,響應政府文化建設推展文化活動。,捐贈,中華民國七十三年六月十日彰府教社字第一０八六六三,永久,9000000.00,1,0841129,0921209,,,,,,,
076法登000007,1,1,莊金昌,45,0760501,0760511,0760511,2冊63頁,,0,蔡淇荿,財團法人彰化縣私立廣成社會福利慈善事業基金會,0760511,彰化縣員林鎮中央里田中央巷三九號,以舉辦並發展各項社會福利事業為目的。,全體董事、社會熱心公益人士捐助暨政府單位補助,彰化縣政府民國七十六年四月二十二日,永久,5000000.00,1,0760511,0921209,,,,,,,
076法登000010,1,1,李端季,46,0760803,0760803,0760803,2冊65頁,,0,董事長,財團法人私立小天才幼稚園,0760803,彰化縣彰化市西興里彰草路五十巷十一號,以辦理學前教育促進兒童身心健全發展為宗旨。,由創辦人林瑞呈出資。,七十六年六月四日彰化縣政府,永久設立,1000000.00,1,0921209,0921209,,,,,,,
076法登000011,1,2,王增瑜,14,0760722,0760802,0760802,1冊27頁,2,3,莊國龍,財團法人台灣省彰化縣私立達德高級商工職業學校,0620709,彰化縣田中鎮碧峰里一鄰中南路一之三號,發展教育，培養工商業專門人才，以配合國家經濟建設。,財團法人台灣省彰化縣私立達德高級商工職業學校董事會捐助。,中華民國六十二年六月十九日台灣省政府教育廳六十二、六、十九教三40822號,無限期,59045230.00,1,0841221,0921209,,,,,,,
076法登000013,1,2,莊金昌,10,0761123,0761130,0761130,1冊19頁,2,6,陳碧玉,財團法人台灣省彰化縣私立正德高級工商職業學校,0610516,彰化縣彰化市莿桐里莿桐莊二十六之五號,為創辦私立正德高級工商職業學校並謀其發展為目的。,"董事會捐贈,學雜費之收入,開辦費由創辦人陳碧玉,郭英珠捐土地13筆2.9164公頃,道路用地4筆計165.7",中華民國陸拾壹年伍月壹日。,無限期存立,145104212.00,1,0761130,0921209,,,,,,,
076法登000014,1,2,莊金昌,27,0761208,0761216,0761216,2冊27頁,2,4,李咏足,財團法人台灣省彰化縣私立培元高級中學,0711007,彰化縣彰化市卦山里卦山路十五巷一號,發展中等教育,由校董、校友及地方熱心人士捐助。,四十八年九月八日臺灣省政府教育廳,永久設立,7721005.00,1,0761216,0921209,,,,,,,
