登記案號,序號,職稱,姓名,網站連結
072法登000002,1,董　事,施榮川,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IBH-EGZvlyvmpEhQmqtOk2UTRYkyrMAIHFazWs3iOOIfp3rT6zmL7g==
072法登000002,2,董　事,丁一塵,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cQsAJyplfBeUOG9UEYYgN6pcGcC_CCvzUiQztQhU2x_rECFhOMP7jA==
072法登000002,3,董　事,丁竹天,https://aomp109.judicial.gov.tw/judbp/whd6k/q/H1AuoiiAxHJhW5oCrj6Bdfzwl4F5Y_pFHuW-W9ZIJRbWJFLnZWhzUw==
072法登000002,4,董事長,李振輝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2-XVoFrIffTC6DqinugseQPb2QX1UE4VWQUxNy472VV1lqSh5ElWUA==
072法登000002,5,董　事,褚鴻森,https://aomp109.judicial.gov.tw/judbp/whd6k/q/I2o6DEidczWWKkfm1yX5p1lCiPVsEO5RRIJ43rD9_bNCAf7T8mJ7NA==
072法登000002,6,"董  事",楊英郎,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7JqEjcunrv1FKBR2SglP5_W9IidvCIzKYo0eF2OCQT14Nm6AvFs2yA==
072法登000002,7,董　事,曾榮雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OLle7OFDTOf90Yv-Hd6Zft096dajGTsoSUs6rX1AVWtn0jXq0LIYBg==
072法登000002,8,"董  事",劉明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zH5aU30vOz8koZpBrD-cl-WisFENm4_DqH93VCMlXQhKvOriQvuGhQ==
072法登000002,9,"董  事",李育嘉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JKygQgaMR4_xR2Zmjm_OFHeURQhAaNjL4kq3PgN-HlkLyP2lHyQAVQ==
072法登000002,10,董　事,李振登,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gCdX8dY4nVE8on_AhmwedPVG5bRvDNk4RGvJpGVprHFxTl9Y4cjk6w==
072法登000002,11,董　事,蔡炎然,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XW1QkTmSrbs6Nplc1aeM9jfmAsaBqEzxNshCC9RUKVoCXWYBskmfIw==
072法登000002,12,"董  事",黃志明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lKrySf4AglHHpP6SEilJD0MxIMzkrRCtoKXJ-QGzE0c8QYLMf4Sg-A==
072法登000002,13,董　事,戴添喜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ida8qJv-afulCr8GKMYIgBBtZ4RJ-yLOi9yZ-Tr_xrA5MAwvGmIdfg==
072法登000003,1,董事長,鄭駿源,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DErJoNWeDlsCrS6lIkSXp-O-NTjLIVRvU8xYsR83ASAQqdoeqoCs9w==
072法登000003,2,董　事,林李香蘭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/o0l9-un9kNE53UexKYZoxFbn--R9RFGXnZYNHdIP1xjTO8QUCCqAxw==
072法登000003,3,董　事,鄭梓亮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_rmYE09ZhaPGsAwowlwgwh_q72uBNYdun8Gj1HuS8wlYGZ8ZYUQnyg==
072法登000003,4,董　事,曾雲霞,https://aomp109.judicial.gov.tw/judbp/whd6k/q/j-D-2UwWqVRf13LDyrm4fAjWlj42nMopqMqksiVuFSpoV9O_8-YpfQ==
072法登000003,5,董　事,陳貴美,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2szHfE8x3kgcjZwULH4y76RiKm1ZQr42CQmp8SLSVYyvsHzWevRlTA==
