登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
107法登他000001,1,2,宋國鎮,13,1070104,1070108,1070110,1冊67頁,2,12,董事長邱文煥,財團法人臺灣省苗栗縣私立中興高級商工職業學校,0861115,苗栗縣竹南鎮營盤里大營路211號,創辦臺灣省苗栗縣私立中興高級商工職業學校並謀其發展為目的。,"由封昂先生等人捐助新臺幣579,585元整。",台灣省政府教育廳51年8月11日核准設立許可。,永久,233328311.00,1,1070108,,,,"本法人105學年度財產總額變更為新台幣233,328,311元整。",,,,
107法登他000002,1,2,宋國鎮,54,1070108,1070109,1070111,3冊40頁,2,9,董事長徐耀昌,財團法人苗栗縣文化基金會,0881203,苗栗縣苗栗市北苗里自治路50號,促進文化建設，推展文化活動，提升國民文化水準，增進國民身心健康。,捐助,苗栗縣政府民國76年9月11日76府社福字第82635號函,永久,101405000.00,1,1070109,,,,"1.原捐助及組織章程第3、4、5條修正，經106年10月11日董監事會議通過修訂，報經苗栗縣政府106年10月20日府文客字第1060010857號函及106年12月27日府文客字第1060013880號函同意備查。
2.第8屆董事長、董事及第6屆監事任期已屆滿，改選產生第9屆董事長、董事及第7屆監事。",,,,
107法登他000003,1,2,黃錫煒,45,1070116,1070116,1070118,3冊13頁,2,10,董事長朱鳳英,財團法人苗栗縣私立華嚴啟能中心,0880904,苗栗縣西湖鄉高埔村2鄰大窩6之6號,為秉承我國固有文化及宗教慈愛精神，維護身心障礙者權益，保障身心障礙者人格，提供長期性、持續性的照顧支持與獨立生活機會為宗旨。,"由邱榮炘發起創辦暨張勝福等12人共捐助新臺幣600,000元成立及苗栗縣私立華嚴啟能中心捐助動產折值新台幣435,500元，合 計新台幣1,036,500元。",苗栗縣政府民國78年6月24日府社福字第61597號函許可,永久,24887000.00,1,1070116,,,,"本法人財產總額變更為新台幣24,887,000元整。",,,,
107法登他000004,1,2,黃錫煒,19,1070118,1070122,1070124,2冊9頁,1,20,董事長劉錦志,財團法人臺灣省苗栗縣私立建臺高級中學,0870331,苗栗縣苗栗市福麗里至公路251號,為遵照國家教育政策暨現行教育法令之規定創辦臺灣省苗栗縣私立建臺高級中學並謀其發展。,"本法人設立時捐助之財產總額為新臺幣1,134,689元整。",臺灣省政府教育廳民國37年8月28日,永久,519174826.00,1,1070122,,,,"本法人105學年度財產總額變更為新臺幣519,174,826元整。",,,,
107法登他000005,2,2,黃錫煒,154,1070118,1070118,1070122,4冊4頁,1,1,理事長張紹軒,社團法人台灣播種文化協會,1050222,苗栗縣竹南鎮龍昇街215號,係以發揚基督愛人如己精神，結合社會大眾及組織團體的專業與資源，推廣公益，扶助貧弱家庭及團體並從事慈善救助服務及活動。推廣藝術與人文紮根運動、開發社區學習型產業資源、深耕社區文化之總體營造、倡導人文關懷之社會風氣。以全人關懷立場，看重每一個年齡層的需要，從兒童、青少年、社會青年、成人、老人各個生涯發展需求，提供適性服務，健全個人身心發展。以人群服務理念建立幸福家庭與祥和社會。推動社會大眾愛在助人，樂在分享，以成為臺灣社會良知與前進的力量。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,內政部104年12月15日台內團字第1040089243號函,永久,1337674.00,1,1070118,,,,"1.第1屆理事方秀鳳於106年4月17日辭任，由候補理事楊大鵬於106年4月17日接任；常務監事張意佳於106年4月 27日辭任，由監事陳平惠於106年5月 7日接任；遞補監事張曉幃經105年5月7日第1屆第3次會員大會票選確認，並經內政106年6月6日台內團字第1060037679號函同意備查。
2.原主事務所為「苗栗縣頭份市下興里15鄰新興街18巷55弄49號」變更登記為「苗栗縣竹南鎮龍昇街215號」，經106年10月22日第1屆第4次臨時理監事會議確認，並經內政部於106年12月13日台內團字第1060085615號函同意備查。",,,,
107法登他000006,2,2,黃錫煒,134,1070119,1070119,1070122,3冊100頁,1,2,會長葉俊暉,社團法人台灣客家商會,1031125,苗栗縣苗栗市國華路55號5樓,以結合會員資源、建立資訊分享平台、創造客家工商利基、發展客家經濟為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,內政部103年6月9日台內團字第1030159206號函,永久,440288.00,1,1070119,,1070124,,"1.第2屆會長徐享崑於106年11月23日辭任，由會長葉俊暉、常務理事徐寬生於106年11月23日繼任。
2.繼任會長葉俊暉、常務理事徐寬生變更印鑑登記。",,,,
107法登他000007,1,2,黃錫煒,120,1070123,1070124,1070125,5冊43頁,2,5,董事長黃永珍,財團法人苗栗縣黃元欽宗祠,0810619,苗栗縣頭份鎮東田街10號,本法人以永續管理黃元欽宗祠祭祀公業，宏揚祖德，敦睦宗誼，增進宗族福利，啟發後世子孫，樹立團結互助精神，並辦理社會公益慈善事業為宗旨。,本法人資產由黃瓊朗、黃瓊學、黃振東等宗親名義捐助。,苗栗縣政府中華民國80年10月23日80府民禮字第114905號函,永久,962813.00,1,1070124,,1070129,,"1.第4屆董事長、常務董事、董事、常務監事、監事任期屆滿，改選產生第5屆董事長、常務董事、董事、常務監事、監事。
2.105年10月30日第4屆第10次臨時董監事聯席會議通過變更章程，報經苗栗縣政府106年1月17日府民宗字第1060011394號函准予備查，並經臺灣苗栗地方法院105年度法字第7號民事裁定准予變更確定，嗣於106年12月24日第5屆第7次臨時董監事會議通過再變更章程，經苗栗縣政府107年1月18日府民宗字第1070014482號函准予備查。",,,,
107法登他000008,1,2,黃錫煒,56,1070130,1070130,1070131,3冊46頁,2,8,董事長牛夢霞,財團法人苗栗縣私立廣愛教養院,0890126,苗栗縣大湖鄉靜湖村10鄰上坪88號,辦理身心障礙者福利慈善事業為目的。,"由牛夢霞等捐助動產及不動產新臺幣2,429,592元整。",苗栗縣政府中華民國83年11月9日83府社福字第119968號函,永久,34692090.00,1,1070130,,,,"本法人財產總額變更為新台幣34,692,090元整。",,,,
107法登他000009,1,2,黃錫煒,40,1070201,1070206,1070207,2冊72頁,2,8,董事長陳榮耀,財團法人陳萬成文教基金會,0880715,苗栗縣竹南鎮正南里15鄰光復路10號,提倡人文素養、振興文化教育、促進社會發展。,本會設立基金共新臺幣2000萬元整，由陳榮輝、陳榮進、陳榮耀、陳榮典、陳榮慶、陳玉彩、陳玉梅、陳玉蘭、陳玉花、陳玉桂、陳志朋等捐助。俟本會依法完成財團法人變更登記後，得繼續接受捐助。,苗栗縣政府84年9月25日84府教社字第109563號函,永久,20000000.00,1,1070206,,,,"1.第6屆董事長、董事任期屆滿，改選產生第7屆董事長、董事。
2.第7屆董事長、董事任期屆滿，改選產生第8屆董事長、董事。
3.102年9月16日第6屆第6次董事會修正章程第6條董事人數由19人改為15人，並經臺灣苗栗地方法院103年度法字第11號民事裁定准予變更確定，再經苗栗縣政府103年10月 6日府教社字第1030212900號函核備。
4.第8屆第1次董事會決議增加基金至2000萬元整，並經苗栗縣政府106年12月4日府教社字第1060235155號函核備。",,,,
107法登他000010,1,2,黃錫煒,99,1070202,1070205,1070206,5冊1頁,2,9,董事長黃國青,財團法人李崇道博士基金會,0910220,苗栗縣竹南鎮頂埔里科東二路52號,以促進在臺灣從事獸醫行政、技術、臨床、教學與動物藥品等有關產官學研各界獸醫人員服務品質之提升及其業務之發展，並建立其聯誼、溝通、協調、支援、合作與聯盟管道，表彰各界獸醫人員對其專業之貢獻，且以鼓勵與栽培臺灣畜牧、獸醫相關系所之優秀學生，投入臺灣畜牧獸醫產業，進而推動臺灣獸醫事業健全與均衡的全面發展為宗旨。,捐助總額為新臺幣3926325元整，由吳福明先生等440人及單位捐助。,行政院農業委員會中華民國90年8月28日（90）農防字第901411544號函,永久,6486693.00,1,1070205,,,,"1.第8屆董事長、常務董事、董事、常務監察人、監察人任期屆滿，改選產生第9屆董事長、常務董事、董事、常務監察人、監察人。
2.董事長、常務董事、董事、常務監察人、監察人印鑑登記。",,,,
