登記案號,序號,職稱,姓名,網站連結
107法登他000001,1,董事長,黃柏翰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/29vwxwHrDALMk4_RRLJOdnyk25se76iF-7OFoB4KUiZl_MfAfWrvB3TOcQ==
107法登他000001,2,董　事,曾哲凰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oAi0IMWKvdxqXWhinakkOFSkw5Ulq7SFUkB2oWY0xVnOpdeVzWhICSNWKA==
107法登他000001,3,董　事,張啟祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uclT4izZewDgeh3d-FClOIpq_xwBzcVnqqS9cBFa1aW0HTj7h_yMqwBmBQ==
107法登他000001,4,董　事,張雅惠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BOOsPMFpfVdBesI9VadAd6dOTOdwC_ALIW8KlE0Cepc2u8Likr6XU88ABQ==
107法登他000001,5,董　事,高玉樹,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lWjjODzfBrPRAhyWNcGYJ5Y_nyMxanTHctWps1GMLRa79-yT8aCm4J1LzA==
107法登他000001,6,董　事,林建中,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HZEEnewk7lVz6i22PpT3nI1p8H71sJ70EHKhym6o13-JN7BhSoNuBYggag==
107法登他000001,7,董　事,王英斌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wwsdIcwhlYPWMt10_OmLnP-7906QGtVtU97DbLxgmKQ4zMGWJC1svkIO6A==
107法登他000001,8,董　事,柯俊吉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rblmU8h_CQEtRUPG5vAD7uhlz_4yes3nYAxlXnLMpgLmgc8zzcuJnStKmw==
107法登他000001,9,董　事,歐雨修,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qEFFDFD1bnUHEk6po13SoOgq6aoqjKBgHlMlgZiXhbq2jhZumJXfEQaJ1Q==
107法登他000002,1,董事長,吳素梅,https://aomp109.judicial.gov.tw/judbp/whd6k/q/e53W_VV64Yd92Ueabmot0eSf9E1aPKibyK4L9xyZyIXzUvcRI7zt1MeWBes=
107法登他000002,2,董　事,心培,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FPCZIKYH7iZ09B0mu5uEkufzn-bFA8C3TebqoCG43Lr440iKtpKkQq5cw_E=
107法登他000002,3,董　事,吳素真,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4EY1HBID6epG6z9q_Uf4ptS1ADEJPO8JBIRGRmBV9t82IHiQf5FZakT7SU0=
107法登他000002,4,董　事,王千珮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FVcyC-oi_oo0JAfO-GXUNAWiFLGYvu5Rzw1g0cQXnTFHD5xwCKKxmJzxZQQ=
107法登他000002,5,董　事,方希聖,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vP2WOJzzhs4ptOsZAbSK_fGJ4XIZIO4sr4ootFQOcYiX_TepJfMGGJzDQbA=
107法登他000002,6,董　事,李月嬌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hegZMsXZdmx67lwiAP44ejFKHrDUdTZ_Eh5JDNfDneDPJeteHRnqsfRNESg=
107法登他000002,7,董　事,羅李阿昭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/naNMmU8CbeqUYaD0xQwnhdQTJ1CLdbBYb-JutsDwD7XDtgkQODoESOT9a_I=
107法登他000002,8,董　事,陳鄭秀,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FCEBBNzQqj1OgWUYroBdCqFc3ia0tQBrm8Hxg5oj8oSC7UkVqek6GULfHso=
107法登他000002,9,董　事,劉招明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wXQsj6NphA1kvS8H0fJ9vXCoUIJvH7tIyhviLooxKi4n7ddPZY4lsuWanOY=
107法登他000002,10,董　事,楊政達,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uOcozVPZ-KZxa1GDef9lQf5u9NqK4Gb0ayLb_Jt_Hg8pYwd6GLnldqw_L40=
107法登他000002,11,董　事,陳瑞珍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gniPyNkVE2apmuMqikmRaSvSDcWQobO3_E0g3QAUv0_XEz6qP8vT9feClrY=
107法登他000003,1,董事長,林澄枝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qr4vEx-N5A5cRQN6nGjrMX7HiaT81shviDG1tnjWkfF3wMSecK6VuBZZ4BI=
107法登他000003,2,董　事,謝文宜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lgUIJU1Q5FchpDcVOVHN_IiP1xxNXmy1o7n264dUbVNE6o7Ht5W6_xTzgMw=
107法登他000003,3,董　事,劉麗雲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/c2q0QC801Eg9lg8Z2VKILHhP5_OYfnbt-iCttwb5hfxYv92H9qnCjkeun1Q=
107法登他000003,4,董　事,丁斌首,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IJTIg9ggdJ4iMXYLf9hUPAgi86QqdiNsLqVQX_d0uG2WeWSEuauoatwx4ls=
107法登他000003,5,董　事,葉立仁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BWt5nXB4RAML2PJu2VMDfZcsa8l1SvsOSJBOu8HSCLCVoneFFXI-FTgOuak=
107法登他000003,6,董　事,陳志忠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JHjgSjv6yEozV8H_zVG6aDQTwRAHuIqylaZkyQvw9ExrCDmiNmwAsXxDfA8=
107法登他000003,7,董　事,羅瓊娟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tbKZqjJz1QBdkL1zUXqxx192VrReOhzn7KtLf56mt3LkQRQdgQzBcWW-dhU=
107法登他000004,1,董事長,蔡宜靜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oIeQyo5NnfQsdTWRkeSltSQH_CWRpshAdg0IzGJ5WVpT-mbnVkOo2Quq2Q==
107法登他000004,2,監察人,劉聰裕,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CbD6BeuJHtJhtiSiwGoV_4UsTAB9QmSfhry8K8tuAm8gNwRujpik4aZkiA==
107法登他000004,3,常務董事,陳明來,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-KZE0R90LsPRwUZZuzmsGXQ6RyWAr75giFEBdUPYKoLXK9TluyHOdnTdIA==
107法登他000004,4,常務董事,陳清祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cBBXc8DsjHNv2DDv_ikXQEDoyaU1T4uYl-uK5HhGj7l-Eu7PaKvG2YmwmQ==
107法登他000004,5,董　事,劉明福,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tEd82w7PXHK2baMpaQuxPYaqLSL2aB8tgYSGQHUWoWzqd2pyxPD7uRuPIw==
107法登他000004,6,董　事,孫壽菊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7yl4QjWiBlLkv-TBv7c8ekEjWTUYoJNRmFAPFSzjSYMISOiSrbR79eXGsg==
107法登他000004,7,董　事,林志杰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pxW6PPFsCzBP_xEO7Ahniq9xr1yqPu2-SKjAQHYT3lYYvZGR9nVhnfWlIw==
107法登他000004,8,董　事,莊榮誠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_J-OBdkyL737QLESh-8Rkrah34a65DdxDkKC0-LIfLPyzxHFFCdPoG4t0Q==
107法登他000005,1,董事長,周朝國,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NF9tfBnDzxQpDQ8sEWovKedPuI7NrET_sX66Fzl6Euj8K1A8tVX3IeLeL10=
107法登他000005,2,董　事,孫韜玉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jkoKrk_wSzN_dnzK3bsZJxkpG7y8DUd2lh3DW2DBlQI4OAZ-_Gi5FwivlpM=
107法登他000005,3,董　事,吳慶輝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1UnT1mGrv1qLDohs846hd_mstnuHBOx-1r3nPKGZOVRK30Hay6q24Om0rQs=
107法登他000005,4,董　事,黃英忠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9SnLMKnnLkogbpFIpTUkEtx48dNRy3acuLDHcKBVxrQ4miT-JSQPUd8BGeY=
107法登他000005,5,董　事,廖宗盛,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CuInINrRXJF62qUoTzD2-ZhJqyQ-y5PnsyT8FtTvrptdANl51z58WJMiz0o=
107法登他000005,6,董　事,陳怡利,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kQU5fTkSXL3AwVlzA6ANpF2Fv17TMI79HVHnSGBngTmLu7NrY77AdglzBvY=
107法登他000005,7,董　事,吳賢明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UZsu6H1MFU4TI8_mwgz3SyD9wmg_j5ZSy3u_J9qlDS_pdZhNmU1yINKgp8o=
107法登他000005,8,董　事,袁永棟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cLGwa7pP6zbkk6hm87xzami2XWQK04SZ0e4vN13QyXYq8eWxXO4B9crTRjg=
107法登他000005,9,董　事,曹立光,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ym016in1BPXAUwwox5mWQvy1zCzXnDCmrEH1w0_70GZRVdwu7q084Y0CBvs=
107法登他000005,10,董　事,周玲妏,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fDWD08VLdnmURjQzYgXkPR1wO91ToFJGhdyjC1CT6GZSq_5S-2wImpylB5s=
107法登他000005,11,董　事,張順雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y3knw7kR8PutasQl7Yeti67-gaRhhRpPkX-yus5JwmVZCnvqcXSMVTG10-I=
107法登他000005,12,董　事,馬千雅,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Lf1BcFsNsNKoZS7m8E2ikQtUzsAPras7KGQWVeh9cNORotLciXYaT2c3HXw=
107法登他000005,13,董　事,林采薇,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bSA_fq52ZtpDALBL2CPWSaRD5c68ehLi6ZHqZHUgLYW3P0g0i_o1_JmfBzE=
107法登他000006,1,理事長,邵麗萍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PHB4IlHxb3w5wvXUimNggqp6jifgqyE_wKgsDQhnlxz1NOSC3DWuFVmoklM=
107法登他000006,2,常務理事,鍾吉春,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HMrV1gDcoIQv5MpohQrpbDFqyFF_zN9bC35geUyxQbvgjc7stOFBAt50SDM=
107法登他000006,3,常務理事,苗傑,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v2QMCyproIPz4pB6aPqP17v3a8aCPJcv0FR3jJEpHU9E96KgYauE0rTFIdo=
107法登他000006,4,理　事,黃煥文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1W2SZIEmNHzZ_7mV50CsIrQdjLUTXJCE9nzUYXmN2naM2-7DgXHDAw_4_0c=
107法登他000006,5,理　事,莊謹瑜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SPtIVY2pJBVOy6D1wwmAiLtwOqweuHCzFHMcydQxcKtyjT-sfLnO10ANHHo=
107法登他000006,6,理　事,陳佳佳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rE9GXCZNGLykPArttFgxLanFIVfGqB3BwcPNfRSErZu32L1Jb0vWEJkIdYM=
107法登他000006,7,理　事,王叔銘,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PHKP8X79iVLTxiL5KiFty22VByAxUdJjS6haZYiZwu4W-umEjB3syNftr5E=
107法登他000006,8,理　事,郭秋菊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BIfEyE6JTEhBgTbbhfPx2FSbvg53QuHeVTXQLTUl_c0HvHS9NnK9UPYXkLs=
107法登他000006,9,理　事,馮曼榕,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q60Lowse-f4KRmM_gTpBWStU21ppQgtGH0cNVCIn9WFl2NZLecr7VuAtTMU=
107法登他000006,10,常務監事,張誠文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rVKbF91kZ4xBa_BkYJGg8Kxfbsm-kl4soSxVV0jjjy_qqsbnqJP46WNF0AI=
107法登他000006,11,監　事,潘憓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZnVj57cjVz77QiJUwZpQPwtgkXdIEPWbxsOhbfNGIDGSj1nvjFG6deA7rTk=
107法登他000006,12,監　事,羅珮文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q9CQ9mTM0Aoe0gAFbh_HFNOtOZCfHifem0oeG4nR0crvgPBVxwXbWOURETg=
107法登他000007,1,理事長,黃居澤,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sZ9TtNH4Mvi8-6y0C6WLS07BsGzbYU652X-UCYXlql101mZRGDitdefJsTA=
107法登他000007,2,理　事,鄭浩成,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KU33eNwUviBLX-vGtb-LhEzgW8egNJ069wCsEimvO54N5kiwy4sIalrjld8=
107法登他000007,3,理　事,黃堅恩,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kMj7XuHSAeFo1oA1coPl9_XoYMfaJtHXiX57JD8NWMhHM_kKcVSoqyX4UYc=
107法登他000007,4,理　事,李嘉穎,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IBluSUP-XndaETitfgginLBrOCCN9HQYz5CRghOx1wfXiQ7mpPojFj_HRvg=
107法登他000007,5,理　事,謝惠雅,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MWDFWlVNRcqxP2fTj9SpSKW7MuFSRLdhFLIdVz1YcCRan5mJxfKMqcFrnCU=
107法登他000007,6,理　事,蕭諺鴻,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MkwWnlrnTEw59z3TtH4BuacIWS9Fs0h3uyLcnVqyItK9ueNfqDgPs6yNJTI=
107法登他000007,7,理　事,王美雲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_b6L4s3apnPMCq_SRWKPz7SUFO5MjAwv4KuGxYTUhI0dzTZ4SGSI6oFZxmc=
107法登他000007,8,理　事,林敬順,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HYboRkXTqWlsjGTo8-FON2xNi-Ozd1CTpXscY3HxWZYFsT7aclEm8J4FlK0=
107法登他000007,9,理　事,王皇人,https://aomp109.judicial.gov.tw/judbp/whd6k/q/G85vtomji07byB8WebkSKj0XkoiLxYDViAx-CRspJ8mTq6YDSJa6VR9MLv8=
107法登他000007,10,常務監事,林貞佑,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8Cgric-gEzkmA8fwWA6K2OBME_K7boFHF3oK7_B7ykoIaB09r64WDYIKRtM=
107法登他000007,11,監　事,陳琳蓉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3TUQt1E6adZRX0hQb9rjoiXTe1BVxn5SoYAl2CNA3jCpTBBLTRDVFm25UWc=
107法登他000007,12,監　事,蔡明縈,https://aomp109.judicial.gov.tw/judbp/whd6k/q/89dfh1x9foJ3BxFpsz51M0NCOyVc_pHVKLBelAyXXuggKs8jnVhly4vgVR4=
107法登他000008,1,董事長,林義守,https://aomp109.judicial.gov.tw/judbp/whd6k/q/llmijqueGCzxlVI8CGJWsJXBZamjMZTfrrwtIUfv4ecsXiT2nfPgOJHZBQ==
107法登他000008,2,董　事,林麗娟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tWxpFel_VP09VXEnYUhN5Ai558uUlJxPGnbD0TLQ_QFS9PeX8J70tNOnBA==
107法登他000008,3,董　事,林志龍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hlFQYTEupsPO6FZTPso51tKSuuPiqyhLoN49k4qL9vRuVSDmUaBwpliFMA==
107法登他000008,4,董　事,彭道雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VbzzDkbw_ESxuKxV3QxdltIBgh1hq5hLApXxz2TguuX1v5wpJQEr9YkkBQ==
107法登他000008,5,董　事,陳欽博,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XJeLzk1fvz-R-Ja-nm0oxJA4ZqTdvlLHBrlCrGbZkQE2zlztkVvVOmUmrA==
107法登他000008,6,董　事,潘琳琳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/U75pUmu2yHrWCG3_TzQT_rqJtCbnVhZzCmAWj-0kj7fwcvseXgR4FbrHZQ==
107法登他000008,7,董　事,黃景聰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CsErwtNXhRsAxSMieIaCqAXapUsRxWOzmmvKhAUAXoCcoTP6SaeU7s4Q1g==
107法登他000008,8,董　事,黃俊雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZY19m18mS4njD1hZTK5Q9J34zXs1KCbMNkIurCrnNUGMce8N5KxYDqQVpQ==
107法登他000008,9,董　事,李卓學,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sFjpsvM-i2Z5K-dVvPqjXg5iozi6VX4jwgsLQkzp3GnCoieOPkesGTx6Cg==
107法登他000009,1,董事長,林振國,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3t2aW3uAi-5Qj10ZaeZRzoSC5Gil82YNbW6AwifNJJo5i2gzWFfcKvCp7ZI=
107法登他000009,2,董　事,曾國生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_vpSmrgqBwduUN0R0p2XUxfZohlPcyVKMQ0jcVgjb97bjXLamSvBWBeq8V4=
107法登他000009,3,董　事,方樹人,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9Qpyn-d_zVJEIWdNieLIOslaZ4fQNeKoXKsLMq59hbuzizOV846s8pMADlI=
107法登他000009,4,董　事,陳俊英,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Vs3KidXEA44Rq-J3hMKIi9eIf7clqH-myMnm05aM3XnP8avrSPHK4_0orSI=
107法登他000009,5,董　事,葉果,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vZwhbGzMIo9Wu6QW5RRFONcCnSlYrX8mhsCLxGJncDpkacv23IGYRBwu5hs=
107法登他000009,6,董　事,林照程,https://aomp109.judicial.gov.tw/judbp/whd6k/q/B26iRJcyekxf4E8O2DNSWkcHlScPmuVncdg4ctBCkiOHjaT3po0QiCqo9J8=
107法登他000009,7,董　事,林振部,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3-ByZzEogBs_eaJXm0p4uQhkFo3Lf_BZZB1PhId1eyEeOJFFN89gNRZXo_w=
107法登他000010,1,董事長,蘇世裕,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JVG0SBtpaTFgePtjf1Z3zSe8P3ZeR5Gw4eKaJ8Bv37MVgKnMPOYrK3Wku9U=
107法登他000010,2,董　事,宋元聖,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qviP7OZrfekxmUF9JLFUXyaX13r8dLw1sOrDg5X2veNsPB0ZmqGW05dPCT4=
