登記案號,序號,職稱,姓名,網站連結
066法登000002,1,董事長,顏惠民,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eNjuFGB-COAImnOYDi96ZLP11TZ6LaRh1KG9Pzvp9kmsxKD_cGYwxw==
066法登000002,2,"董  事",魏火曜,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i_7KGeVgpB3m8WijLGsq75-AHA6wARBC1D2Kn2xZc4eR5mh8cjF48A==
066法登000002,3,"董  事",林衡通,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vSZZuqiXR9qDBzcms9Rg-8D9Ev3uShngggjJ8AUkIcR-IVhYAeIlMg==
066法登000002,4,"董  事",劉旺才,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YWFweGYz3dmeGq-WuhLW1bFzfzX5tVOfg3Gn7E5cXP70dkF-upVSyw==
066法登000002,5,"董  事",顏朝邦,https://aomp109.judicial.gov.tw/judbp/whd6k/q/P_eASmT8PvNgF49xA8TH0sH8XRuVccgHttbngz-n64AXvyp5Xd_H-A==
066法登000002,6,"董  事",顏甘霖,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3CQD6cBQQGDdLJdL7e8HmDZW2c3u82Jl0n6lR4mcmNdjO8wi7vx-vw==
066法登000002,7,"董  事",顏惠然,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oX2Xx38a0_j16s0WRUMvq7FGqTBbYGk6jyjIDUy_fJ011K4Z-bt5NA==
066法登000002,8,"董  事",杜伯英,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i2DZLRTOikHQNcyxwfcRKHd0kqW-Vm0tEQB35_sLX1nhbaKhVJ5Bfw==
066法登000002,9,"董  事",張玉金,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZEIBAwBSPn8j3xkfaPbZnw369aGseC09ppBTis45J2Zkxy6kZPvVUw==
066法登000003,1,董事長,莊清旺,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZPnRcNz--fsGRbe8FUuQslOeEGFLHH9jY9SNaiJmV7KmV1NPS-x18A==
066法登000003,2,"董  事",辜振甫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xff3txrwMOxTOO7U2LDJwTBrRlH8L5VlH_e6anXZU75vlNKFbWH1wA==
066法登000003,3,"董  事",周春諒,https://aomp109.judicial.gov.tw/judbp/whd6k/q/e7htrOgmtAwC6mkkc97w1REPrNEJ6YT8Fk6omh0c_vsQRNfk438YuA==
