登記案號,序號,職稱,姓名,網站連結
066法登000008,1,董事長,陳滿枝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/x-nZEb-iTwrIrZi1mVn6jtT9CcBmkUJRrW6lSC-iS1_F3FG8tFdsdQ==
066法登000008,2,"董  事",柏高理,https://aomp109.judicial.gov.tw/judbp/whd6k/q/n9rjrBqL6HxiyAHfG88Sj4KoUK_RvEbyG_rLZbPff0JxuRIZOv7wuw==
066法登000008,3,"董  事",蘇信忍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8QeUEgKjLU1LZrYnmFZTSqSUkZlzWoQ91qzkpiZE7bXuVSltYoegSA==
066法登000008,4,"董  事",施麗蘭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8DjXP_O9i9spOqSr-w08_NmfbnEQmTZ33iWpGNdRBkemu1fB_cCkww==
066法登000008,5,"董  事",謝映雪,https://aomp109.judicial.gov.tw/judbp/whd6k/q/M8smvHEcNhr2nwnYPGMMO92XUkR_UMgG-q7fHV7TpM9nhUBoQ7hQiQ==
066法登000009,1,董事長,陳碧玉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KjzF9oeE5e8K5rlk_aXaKikZDOG5ad68-t0frFk8y0TLdgCNVSaYDA==
066法登000009,2,常務董事,郭英珠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/emfVjcZaaH2RtHrM5GReZZxNwyAwudUyjO_1sq3v0NrS7WTKKvgKXg==
066法登000009,3,常務董事,陳碧山,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kUf8oPHFGnujOAGQRFXpbMnTf_wCkQpGqGUO-qZXJ2Okv_7oC7hlgA==
066法登000009,4,"董  事",林永炫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3ZcG9RKQCjGTzbR8JzW_goauneRCFEJjgznYPA3sVbycYpKexH85ng==
066法登000009,5,"董  事",高秀美,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Cnw2P9LJ1ePfesYU1HYzQTfHHTqyIrfN6_zMQSEiIfzjpkeUsLua8A==
066法登000009,6,"董  事",陳國男,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iZils8gnHrIQSTW8xgq7hvxREwMFka0lV6m1PXjqOnkLCPpX7BtN6Q==
066法登000009,7,"董  事",陳景村,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bOtAR162ZA9bjvIGj9Rt5PNR-C-GFZsIWRbXiRYc4WuWUu24VF-kGw==
066法登000009,8,"董  事",陳來旺,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ixT687ROCvdrGS1f4INwUNA92IK7tLsNHle7UkiiAsJJvlcC-Onsgw==
066法登000009,9,"董  事",黃清安,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3ZI6hyMiwlWGFiHumQSf8z3jFe-05Zqe6hexexQM15yNdAH1xmd_jA==
066法登000009,10,"董  事",劉瑞江,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Y1bKQHwfvQnT6rqdGbNE3l8HcONEM2xk7l4zpZCb31ouInmw4BZaIA==
066法登000009,11,"董  事",陳樹向,https://aomp109.judicial.gov.tw/judbp/whd6k/q/e2aThq0-BPbbdND_NZlz53rMfHl6XUSNRVdsK9VxtJjMBiJ3mBGyWA==
