登記案號,序號,職稱,姓名,網站連結
052法登000033,1,董事長,田炯錦,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bkCCAarjEbOy1SlWc-7F9mSj40omsOyae2iV8Pj8-yCtKcqux-z84Q==
052法登000033,2,"董  事",郭學禮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ErLXEoBAu4OsA4MFVGWqfi-0SCKtB-uXg0PuFymDJErBxErYky8C-Q==
052法登000033,3,"董  事",林占口,https://aomp109.judicial.gov.tw/judbp/whd6k/q/imDR9dJOfCtleNdSGc11V40qq1ja-da4bDDl1vSf_PSkDfTHr5BcQQ==
052法登000033,4,"董  事",吳源利,https://aomp109.judicial.gov.tw/judbp/whd6k/q/T5j7rd5qpahCdDj4-1mDDFfeO_8YTL_HWSq6apAIMdMuDhyOsClTiw==
052法登000033,5,"董  事",卜玉蟾,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MToC5lV-oV3QtEFrhObZ_wEGoiRmcTyjgrdSX7hVHt_eT-2ItlBbPQ==
052法登000033,6,"董  事",朱貫三,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9KJbtX8R5O2PIzflyYSfdvV8uq5BPJpm98xvFkTL_jUrWSUQF8tHig==
052法登000033,7,"董  事",李世勳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5lJ9Vf6VinsBgTQ89nAHW3AIvEUBjBM-C5AgXdcJ4hdRnimCkWkv_w==
052法登000033,8,"董  事",王　趁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ulOSfvpnT6wkqEgslOViSFJnIn_J_4kKUdkZRHV2dpGzU3hVcS0Dig==
052法登000033,9,"董  事",李正合,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EyzZ4jiKNksQ_IZ_lxvf036uV9hP0fleosON6m7HBUXHTkAxj9cTng==
052法登000033,10,"董  事",方火山,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DZ-jOu4OI0_zmySCHS8Jtsxl1BkEyX6wc5lcYdvWk58Q_VOMaSDEtw==
052法登000033,11,"董  事",陳清曉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BGR4nmh8Pdcj_T_iZJ46Jxh85IIDnbKMowSo0fey1j8nPn4wBo86Vg==
052法登000034,1,董事長,黃紹箕,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BGr2Kk1jVKmdY1GQmXNQkHHM7tq2ZbaXiKmpLoLcF2lfkFEZSy3d_Q==
052法登000034,2,"董  事","許  模",https://aomp109.judicial.gov.tw/judbp/whd6k/q/gaGh-haMzDiR7u7jY5XjTyZeMYF5hksdtUE2ITAMnlBGy4zsmDi5Ww==
052法登000034,3,"董  事",蔡再生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TOVh832tfyDBe2sP9HJeEspUh7KGrgaUYJ0hdyN0Ss7KXFXbuursfw==
052法登000034,4,"董  事",張聲共,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NdIFdudHB5lWDJVxi4O1O_H_cDwWBH_3KDqFk224fT4QF8v9GGKVKg==
052法登000034,5,"董  事",汪牧羊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Xc7taVrBFMm8ZkOFtTJ9FXI5UY2GUpursOYw52QMSaT3vrq_9WSMEw==
052法登000035,1,董事長,"羅  光",https://aomp109.judicial.gov.tw/judbp/whd6k/q/VaTgoQvowkOxBHwroIwy7rkalgbk6Q8PZZaR9ciMPG7kj8q-07cjJQ==
052法登000035,2,"董  事",倪韞輝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W2DjgAcqNHn2LNpZtgPqXmmnUAusS18MGJ6_aoicvf2Q8_mzwiHELQ==
052法登000035,3,"董  事",黃　漢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7buAlsVtbYCrnWGlsDlPffzFlt61Rfss4ztgdPFQsQOWoSMSuFGZpw==
052法登000036,1,董事長,"翁  鈐",https://aomp109.judicial.gov.tw/judbp/whd6k/q/d2428yi60HgxARZ76zOZmVVOOFIh2dszFimao3-6YQMTeoAqmSMuTQ==
052法登000036,2,"董  事",王秀春,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4tGudh7a3-DFIUWQ-qLvtUbTgAAnzEanaEEAF_BcTnaeSXigJIKcmg==
052法登000036,3,"董  事","黃  業",https://aomp109.judicial.gov.tw/judbp/whd6k/q/TGrWoRVmob_OGsuJwMnR77IX4Qjyq7SweAVcjk2mnCXwl-1J2dIJVA==
052法登000036,4,"董  事",景生然,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iwAbcaqmMvqdt5_FaNHTsTaeD6T13gTlxGlVUSEvbpiXF7A-4mxgQg==
052法登000036,5,"董  事",林全興,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Yu60mk44T9CJ4of1twbBPSXDGJDc63moxF2ZaFlEH6mSn5fs3Y4r2Q==
052法登000036,6,"董  事",林叔桓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/slC_PBMYjgQED7fi8DmsW4431DgUyoJqiWZjd6jqdZ9Ft4nc4AvwIA==
052法登000036,7,"董  事",戴仲明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/urkwSx5uaoDPIkWmxZEwzt7-BLxOWcWFYIqFWjiosYgVhscSlQ_JAg==
052法登000036,8,"董  事",郭池中,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zBXllPUa15M3echqHAz84XeNh6IlDVW8aR1hLaNF4h1UiPatZsQPIA==
052法登000036,9,"董  事",劉伯安,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BL8xQe7ToUnsKuDCrzqowGo_ssVYJtbGh6BETXLKiGzClfe1HbNgfw==
052法登000036,10,"董  事",謝新周,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rG7N0DljTew36PI59REdQNEdlYmLAG8wZgNYGBDbYYq9maGNp9pXTg==
052法登000036,11,"董  事",張致祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LsZOOnGfEQhLZ7_5QpLPOx1a_atFsfupbnpX5oiEruqyBVAsw3tFZw==
052法登000036,12,"董  事",祁和福,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4IcVpnYAkUnWqIWsZOhj_e99cETI8posT4tUoyouArybQubAgl1YnQ==
052法登000036,13,"董  事",楊群英,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vk1HBLlxF9BYDW0YcGHAZgE8fEjgI-ZNIdsdMfTAtDpd9nVbhEMM9A==
052法登000036,14,"董  事",馬同經,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Js5qiz1OlgYhHeHQOLPgC8HomRvrd4_4abeqkg4goUVyvWW2gzME1A==
052法登000037,1,董事長,穆玉山,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gDwlyaCX1zuE_jG0DyQDd6hKqI0aw35pSmcAjNXAelDnSUICPwYauQ==
052法登000037,2,"董  事",齊柏庭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/emaKvLJNlTGsnxUbwNYvwekQHR4cEjfPCDVZTRoxW6UGa_hTgBpwEw==
052法登000037,3,"董  事","孫  瑜",https://aomp109.judicial.gov.tw/judbp/whd6k/q/y9nOh-Q2fu2FY5cudGVIqYZqkC04rplyS2pisErxy9tJCNJAeXsK7Q==
052法登000037,4,"董  事",徐介夫,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NSo63HhNlLkWB8VInXHXSgjKRAYRbfq45GbDTBWbCillldeWW08jlA==
052法登000037,5,"董  事",黃勝祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/it70VwCY1s98gBmIpUcf2iWDlkmF8zduxs619unwbB5XhkAQ_dwkPg==
052法登000037,6,"董  事",鄭玉口,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uTen5aUetRRmJRuW2ifFaw5hj6QdK7M4afUbdHopX0c9Thf-I7IieQ==
052法登000037,7,"董  事",駱富良,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iGG7axopn9PPtKJcInx-hGzsfaXqxvQ-bBN5Mp6NF5zQkqzbMba3eA==
052法登000037,8,"董  事",范述祖,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8gZPZJ1APddVIcP-_iEPfkHApMA_yt43klZ07ZBviwzxo4Jf5Zxu-Q==
052法登000037,9,"董  事",田積超,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nQOAtPiwaGN8WZMlop4N9vvxRAj6RW4VgRCrD_o7zH6FC8G0ekJ4wg==
052法登000037,10,"董  事",羅來受,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JmANs74CQXN_DlDBnJRcx5zcTYeAC1t857pEAFYjmww0qOhL6OIQjg==
052法登000037,11,"董  事",顏中庸,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kLIvvLxFn2A7fH1L-KZiCUXHORnNBVRkMhCdW7HX6JulsTOCUfDkfw==
052法登000037,12,"董  事",簡為國,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TCAhBkcCWu_mofXrEM4vWYbR41f9lGRmxpROp2r6N1v-ZNkrUH6lEw==
052法登000037,13,"董  事",謝連定,https://aomp109.judicial.gov.tw/judbp/whd6k/q/E0qpNXM-2rAE8Cn9-qh8IxGuUiOEMiazewHThhFviw3w6PXCXD36ZQ==
052法登000038,1,董事長,林日詳,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jS4GB-6jmN6FZCOYp5g_28pzTFzWUxR5ujZMt7n2kkX5vfEGm5TBzQ==
052法登000038,2,"董  事",楊金文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/J1CUmeV4o5Tsd-UIw2GSQlY1HqZwpC34u6T_uGbRH-bOzhYJNn43_Q==
052法登000038,3,"董  事",蔡木水,https://aomp109.judicial.gov.tw/judbp/whd6k/q/si6GDNe88kzv7hdO-Wl2lzDMklrWd-5rpFR4gN5Kh3_qFNjnr-rf-Q==
052法登000038,4,"董  事",王護身,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HX-Bt4QZqb6xYFGNvDRX6HvtNUg9n-4Apb9sgriSmi6yAy9CP5KWHA==
052法登000038,5,"董  事",張進吉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6MdGaK7hd4Kt1KdbbNRKiGu1nmEp2qsz6_-xDVpTu0BVtS8joe-gcg==
052法登000038,6,"董  事",張素琴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bEmJkhpqd1tPi8oyJPdyo3CiNwTpMPPIwtbbb8w8MKrJcDK9oajf7w==
052法登000038,7,"董  事",林蔡女,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GO593VxBB5dSqm0GuTqujYVo6bNgG5hfQpMK_14XlBfzHv145WgMuw==
052法登000038,8,"董  事",曾黃哖,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3Edn1phKOJd9v7RdJsS3oUeaFgTDQen2_drruVXNg0KMpNoE9O65Fg==
052法登000038,9,"董  事",王北月,https://aomp109.judicial.gov.tw/judbp/whd6k/q/t-oJcDo3TvlRMBOaDz5A84MPn6Ms31VCZJ64-RCJjnQbeD6zY0pTbQ==
052法登000039,1,董事長,"吳  昌",https://aomp109.judicial.gov.tw/judbp/whd6k/q/hSdNcWoaQPnu6MHqNZlKbqnDOz_c0oQ6L5y32SM08vn7eX6_HUOKZQ==
052法登000039,2,常務董事,"李  清",https://aomp109.judicial.gov.tw/judbp/whd6k/q/loLPMbmokLHqAG71SDjHwy6dBEuBomEUsZ54G3VjoGr5aoUsLfkvSg==
052法登000039,3,常務董事,"曹  井",https://aomp109.judicial.gov.tw/judbp/whd6k/q/csxm3eZUEqlwrMaWpyJuwv05-WahkPQUkGsXYZpgv-n0GtzCrc7_VA==
052法登000039,4,"董  事",蔡　柱,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2lSx60yQbwFBOC7dUZKJxw5PgbrRYI2BCyb2TtQNzvfj_3yX8vOeJw==
052法登000039,5,"董  事",葉啟元,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DbcxXuEdo6xAzhoaT13ImMPi3tcIQIT76xd3Mx15DAcnZWjUSCMw2Q==
052法登000039,6,"董  事",周瑞雍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JgYmnj0IxStM0HPD8WFIFl5yxTFKy2ZLdobg6DxZfEnB9JA35QhUSA==
052法登000039,7,"董  事",黃　木,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6h50w_kQOkAnbrAqXV3iSVx67kRh410kNPdclRMmDSqtqFiERP1Ftw==
052法登000039,8,"董  事",李　源,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qhMq7yGUzT_T3GqSc6lb9qzUCX0XgvLEZKraycgLogh3H9j7A-Jb9Q==
052法登000039,9,"董  事",鄭　章,https://aomp109.judicial.gov.tw/judbp/whd6k/q/n_nMPKGMYyApvANQ9tDkoyUWHwwkm8q5gzbN5OaeKP0Poqyvl1UT2Q==
