登記案號,序號,分事務所地址
114法登他000027,1,臺北市信義路四段２５號１１樓
114法登他000044,1,新北市樹林區大安路530號10樓
114法登他000100,1,南投縣埔里鎮博愛路37號
114法登他000138,1,臺中市大里區仁愛路175巷88號
114法登他000206,1,臺中市大里區益民路二段57巷49號
114法登他000218,1,臺北市建國南路一段161號11樓
114法登他000249,1,臺中市西屯區安和路168號2樓之6
114法登他000249,2,嘉義市西區延平街448號12樓之2
114法登他000249,3,高雄市三民區九如二路366號3樓
114法登他000249,4,花蓮縣花蓮市自由街150號5樓
114法登他000249,5,桃園市中壢區復興路46號6樓
114法登他000250,1,臺北市中山區長安東路二段49號6樓
114法登他000250,2,新北市新店區北新路一段293號7樓之3
114法登他000250,3,新北市新莊區思源路173號12樓
114法登他000250,4,嘉義市東區吳鳳北路381號4樓
114法登他000250,5,臺南市中西區開山路245號10樓
114法登他000250,6,高雄市前金區中山二路507號4樓
114法登他000250,7,屏東縣屏東市廣東路120巷2號
114法登他000264,1,臺中市西區自由路一段140號4樓
114法登他000264,2,高雄市前金區中正四路211號
114法登他000264,3,臺南市中西區府前路一段155號之1
114法登他000264,5,桃園市桃園區中正路48巷2號
114法登他000264,6,新竹市林森路29號4樓
114法登他000264,10,嘉義市中山路306號5樓
114法登他000264,13,花蓮縣花蓮市公園路3號3樓
114法登他000264,14,臺東縣臺東市中華路一段373號3樓
114法登他000264,15,澎湖縣馬公市仁愛路24號2樓
114法登他000344,1,臺中市烏日區九德里中山路一段144號
114法登他000354,1,臺中市西區公德里精誠十六街39號3樓之1
114法登他000364,1,
114法登他000397,1,臺中市西區自由路一段140號4樓
114法登他000397,2,高雄市前金區中正四路211號
114法登他000397,3,臺南市中西區府前路一段155號之1
114法登他000397,5,桃園市桃園區中正路48巷2號
114法登他000397,6,新竹市林森路29號4樓
114法登他000397,10,嘉義市中山路306號5樓
114法登他000397,13,花蓮縣花蓮市公園路3號3樓
114法登他000397,14,臺東縣臺東市中華路一段373號3樓
114法登他000397,15,澎湖縣馬公市仁愛路24號2樓
114法登他000445,1,高雄市六龜區新寮里三民路８１之６號
114法登他000469,1,臺中市西區自由路一段140號4樓
114法登他000469,2,高雄市前金區中正四路211號
114法登他000469,3,臺南市中西區府前路一段155號之1
114法登他000469,5,桃園市桃園區中正路48巷2號
114法登他000469,6,新竹市林森路29號4樓
114法登他000469,10,嘉義市中山路306號5樓
114法登他000469,13,花蓮縣花蓮市公園路3號3樓
114法登他000469,14,臺東縣臺東市中華路一段373號3樓
114法登他000469,15,澎湖縣馬公市仁愛路24號2樓
114法登他000475,1,桃園市觀音區四維路75巷46號2樓
114法登他000488,1,臺中市豐原區豐原大道三段199號
114法登他000488,2,臺中市西屯區甘肅路一段67號
114法登他000489,1,臺中市豐原區豐原大道三段199號
114法登他000489,2,臺中市西屯區甘肅路一段67號
114法登他000532,1,臺中市西屯區工業區三十七路２５號
114法登他000532,2,臺北市信義路三段１６２之２４號６樓
114法登他000554,1,臺中市北屯區文心路四段83號17樓
114法登他000554,2,高雄市左營區博愛二路198號4樓之2、之3
114法登他000599,1,新竹市北區新雅里竹光路392號4樓
114法登他000600,1,臺中市西屯區工業區三十七路２５號
114法登他000600,2,臺北市信義路三段１６２之２４號６樓
114法登他000636,1,臺北市大同區民權西路91號11樓之6
114法登他000636,3,南投縣南投市仁德路23號
114法登他000637,1,臺北市建國南路一段161號11樓
114法登財000001,1,臺中市西屯區西屯路二段256巷6號4樓之1
114法登財000001,2,高雄市前鎮區二聖一路288號3樓
114法登財000006,1,臺中市西區民龍里臺灣大道二段181號6樓之13
