登記案號,序號,分事務所地址
114法登他000011,1,花蓮市建華路65巷7號
114法登他000034,1,花蓮縣新城鄉新城村仁愛路17-2號
114法登他000039,1,桃園市中壢區復興路46號6樓
114法登他000039,2,台中市西屯區安和路168號2樓之6
114法登他000039,3,嘉義市西區延平街448號12樓之2
114法登他000039,4,高雄市三民區九如二路366號3樓
114法登他000039,5,花蓮市自由街150號5樓
114法登他000042,2,台中市西區自由路1段140號4樓
114法登他000042,3,高雄市前金區中正四路211號
114法登他000042,4,台南市中西區府前路1段155號之1
114法登他000042,5,桃園市桃園區中正路48巷2號
114法登他000042,9,新竹市林森路29號4樓
114法登他000042,12,嘉義市中山路306號5樓
114法登他000042,13,花蓮縣花蓮市公園路3號3樓
114法登他000042,14,台東縣台東市中華路1段373號3樓
114法登他000042,15,澎湖縣馬公市仁愛路24號2樓
114法登他000051,2,台中市西區自由路1段140號4樓
114法登他000051,3,高雄市前金區中正四路211號
114法登他000051,4,台南市中西區府前路1段155號之1
114法登他000051,5,桃園市桃園區中正路48巷2號
114法登他000051,9,新竹市林森路29號4樓
114法登他000051,12,嘉義市中山路306號5樓
114法登他000051,13,花蓮縣花蓮市公園路3號3樓
114法登他000051,14,台東縣台東市中華路1段373號3樓
114法登他000051,15,澎湖縣馬公市仁愛路24號2樓
114法登他000060,2,台中市西區自由路1段140號4樓
114法登他000060,3,高雄市前金區中正四路211號
114法登他000060,4,台南市中西區府前路1段155號之1
114法登他000060,5,桃園市桃園區中正路48巷2號
114法登他000060,9,新竹市林森路29號4樓
114法登他000060,12,嘉義市中山路306號5樓
114法登他000060,13,花蓮縣花蓮市公園路3號3樓
114法登他000060,14,台東縣台東市中華路1段373號3樓
114法登他000060,15,澎湖縣馬公市仁愛路24號2樓
