登記案號,序號,分事務所地址
102法登他000004,1,台北市中正區愛國東路100號13樓
102法登他000020,1,台東市中興路110號
102法登他000020,2,台北市大安區羅斯福路2段75號8樓
102法登他000020,3,新北市新店區順安街2號B1
102法登他000020,4,桃園縣龍潭鄉百年一街2巷10號
102法登他000020,5,苗栗市中正路113號
102法登他000020,6,台中市西區三民路1段174號11樓
102法登他000020,7,台南市永康區復興路303號
102法登他000020,8,高雄市苓雅區凱旋一路3號3樓
102法登他000020,9,屏東縣鹽埔鄉新圍村德二街42號
102法登他000119,1,台北市南港區中坡北路92號2樓
102法登他000126,1,台北市大直街62巷10號
102法登他000159,1,台東市長沙街三０三巷一號
102法登他000182,1,台中市西屯區中港路3段123號14樓之7
102法登他000182,2,嘉義市仁愛路347號6樓之3
102法登他000182,3,高雄市左營區安吉街449號
102法登他000182,4,花蓮市菁華街4巷1弄6號
102法登他000194,1,新北市永和區中興街80號
102法登他000252,34,台北市中山區建國北路2段115號7樓
102法登他000252,35,高雄市鼓山區龍水里中華一路2300號
102法登他000252,36,新北市板橋區萬板路476號4樓
102法登他000252,37,宜蘭縣宜蘭市民權新路1-2號
102法登他000252,38,桃園縣桃園市中平路102號15樓
102法登他000252,39,新竹縣竹北市成功六街163號
102法登他000252,40,苗栗市北苗里站後南路13號
102法登他000252,41,台中市豐原區南陽路85號
102法登他000252,42,彰化縣彰化市中央路184號12樓之12
102法登他000252,43,南投縣南投市建國路58號1樓
102法登他000252,44,雲林縣斗六市南京路426-1號
102法登他000252,45,嘉義縣太保市健康路181號
102法登他000252,48,屏東縣屏東市瑞光路2段290號
102法登他000252,49,花蓮縣花蓮市中原路376號
102法登他000252,50,台東縣台東市四維路1段381號
102法登他000252,51,澎湖縣馬公市朝陽路146號1樓
102法登他000252,52,基隆市仁愛區劉銘傳路3號8樓
102法登他000252,53,新竹市西大路772號2樓
102法登他000252,55,嘉義市西區興達路226號
102法登他000252,56,台南市中華西路1段137巷103號
102法登他000252,57,金門縣金城鎮民生路145號
102法登他000252,58,高雄市苓雅區興中一路62號5樓
102法登他000254,1,新竹縣竹北市華興街136號1樓之2
102法登他000254,3,台中市南屯區大進街393號2樓
102法登他000254,4,嘉義市新生路657號5樓之1
102法登他000254,7,高雄市苓雅區中正一路249號4樓之2
102法登他000254,10,台北市信義區松隆路102號3樓之2
102法登他000262,1,宜蘭縣五結鄉利福段下福東路26－1號
102法登他000277,1,台中市南屯區五權西路2段668號5樓
102法登他000277,2,高雄市苓雅區四維四路22號11樓之1
102法登他000277,3,新北市板橋區四川路2段16巷10號3樓
102法登他000277,4,新竹市和平路142號2樓
102法登他000277,5,台南市東區東門路3段253號3樓
102法登他000277,6,桃園市復興路70號3樓
102法登他000277,7,苗栗市站前1號4樓
102法登他000277,8,嘉義市友愛路562號4樓
102法登他000277,9,高雄市鳳山區光遠路406號2樓
102法登他000277,10,宜蘭縣羅東鎮民族路32號
102法登他000277,11,花蓮縣花蓮市中興路243號5樓
102法登他000277,12,基隆市孝二路39號4樓之2
102法登他000277,13,南投縣草屯鎮登輝路335號
102法登他000277,14,屏東縣屏東市光復路114之1號
102法登他000348,1,苗栗市恭敬里十二鄰聯工一號（國立聯合技術學院校內）
102法登他000372,1,台北市大安區信義路3段162之24號6樓
102法登他000391,1,台東市長沙街三０三巷一號
102法登他000416,1,新竹縣新埔鎮文山路犁頭山段883號1樓
102法登他000434,1,台北市中山區大直街20巷18號
102法登他000434,2,台中市北區進化北路369號7樓
102法登他000434,3,高雄市苓雅區中山二路412號3樓
102法登他000434,4,桃園縣平鎮市延平路1段168號
102法登他000459,1,台北市北投區立德號123號（台北捐血中心）
102法登他000459,2,台南市永福路1段85號（台南捐血中心）
102法登他000459,3,基隆市信一路14號1樓（台北捐血中心基隆捐血站）
102法登他000459,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
102法登他000459,6,桃園市文康街61號（新竹捐血中心桃園捐血站）
102法登他000459,7,苗栗市為公路282號、292巷1號1樓、2樓（新竹捐血中心苗栗捐血站）
102法登他000459,8,台中市西屯區台中港路3段124-30號（台中捐血中心）
102法登他000459,9,彰化市中山路1段348號（台中捐血中心彰化捐血站）
102法登他000459,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
102法登他000459,11,花蓮市中山路1段170號（花蓮捐血中心）
102法登他000459,12,屏東市和平路71號（高雄捐血中心屏東捐血站）
102法登他000459,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
102法登他000459,14,雲林縣斗六市莊敬路300號（台南捐血中心雲林捐血站）
102法登他000459,15,宜蘭市擺厘路16-7號（花蓮捐血中心宜蘭捐血站）
102法登他000459,16,新北板橋區中山路1段50巷36號2樓之3、之4（台北捐血中心板橋捐血站）
102法登他000459,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
102法登他000459,18,嘉義市博愛路1段488號（台南捐血中心嘉義捐血站）
102法登他000459,19,台東市四維路3段198號（花蓮捐血中心台東捐血站）
