登記案號,序號,職稱,姓名,網站連結
102法登他000001,1,董事長,辜嚴倬雲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mQpPaVhvnwmhho3eLKHCO4Miumc2VYuVD1RMmDmF8E5SgR0ncfjIDrDTXCgI5KI=
102法登他000001,4,"董  事",陳耀生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Jef9e0V8IaMR5qo5bZezjZ4klSQwap7cq5IL4Il9Xv55I6crZkLKCp6G_ggCH_M=
102法登他000001,5,"董  事","林  楠",https://aomp109.judicial.gov.tw/judbp/whd6k/q/GnQfDr0974jEEQBSXKpC6V7ipQpfU59QL7ttxuqbKpdOaxtxN89IyCfcv4J473w=
102法登他000001,6,"董  事","陳  恭",https://aomp109.judicial.gov.tw/judbp/whd6k/q/mS4XW8MbwLOZba6kzHqP-4Mr6vxD6vB7vhen_NSyGFMjsg6pLBR6d2MUdsjY3So=
102法登他000001,7,"董  事",林應求,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NgvU-yThu1WVP5-2mPgVFE3nnyssxiuNW7Tn_fxZTQ83iJ9FCmFTVKrDYfzFuGQ=
102法登他000001,8,"董  事",賴榮信,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X-Bde2iXmd1Nc3VzWum4OWhSW2fEmFI-IxXtz42zsUhY-nmS2uYkDRzLZxzX75U=
102法登他000001,9,董　事,許銘熙,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kza0548KB4Cm-CsH3ZsMRlTYSmtUcS0sDNryWZW_-x3SaXRIvsYFiAVdbjDpyx0=
102法登他000001,10,董　事,"沈  愷",https://aomp109.judicial.gov.tw/judbp/whd6k/q/-MdzmVfcUzq4KrO6nu2iAkFvaciwoKTZzY2WJa2UTqTMXUZhjdcB8j345hb3irc=
102法登他000001,12,"董  事",馬漢寶,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TTPPXkIIjn_UkWY2TOIEFOiYrZk4rj-KrsY76IJTHyVWjFVSvQvPQC-YR0cO9cQ=
102法登他000001,13,"董  事",顏雪慧,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bEbROlG0ZjiXar_Ps_ss1_CH2gcjgNXRmibjSYGa_2I4IWAu3opE0PwhoeTOuZQ=
102法登他000001,14,"董  事",葉再成,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ku7UuUm0o6463mlKriPCIBPI6ztX6oqQVViOPK_pnEXsSV4sYVFChc59X5C5zac=
102法登他000001,15,董　事,曾恩明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bIEnS-xTcfZASGdV6HvNzsKwiuqy8-lJinq5TtemFCxA1yNT_Vf-Dmh-K9JFfgU=
102法登他000001,16,"董  事",潘天佑,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jUkDeUhoITLz2GMiqKyiqoNL-12cNReqA9Hnhh4Vrgpeo2394twaV6uhCFBKrrs=
102法登他000001,17,"董  事",白文仁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oh_rtfio699llmC2UFB45_m1DYWGb0GF2YF6F1gWYxbJ6y962x9DE15MTFwJOYc=
102法登他000001,18,"董  事",嚴凱泰,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_5ndoPvQX0angpXQq_PLbjC2jLB1-ajEwZtyd8ROIY7w9nGWSJpg_o4rUlOTNcA=
102法登他000001,19,監察人,徐小波,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vq8DfY8RdB7RWw_1rMyNNOai4ZVz-IkyCsFS33Wk2TAjG0edB9rr03ulTJoA4tQ=
102法登他000002,1,董　事,陳鑾杏,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3TJiH6lbqTQC6Ys0jElxW016OyhdT1oM0D1znSUjB2uPHVYDZzlL7u4Crms=
102法登他000002,2,監察人,葉昱旻,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lpb83y7HZelS96LqiaUwpe3GfwA_gpOwagWJez8xOyh4OsgOL9vOruSEQUk=
102法登他000002,3,"董  事",賴怡蓉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-TkLKLa5D9mCD4EPY9bLod8XGQA94j7i7STOTUUHahScxFW5shlBp5mIJNU=
102法登他000002,4,"董  事",蔡勝賢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/K94bWpbxLgQa2vB_kf4c3hZaZ-Bt4VAMkOgLTHpwWRMQ3MFMtWwb-V2AiRk=
102法登他000002,7,"董  事",徐綺蓁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YR0v_7ZxdWRx23_XcMcJ2AsSsqS3RVP3SHSw9QDqXy7yLLE-pNdY6rfpsMg=
102法登他000002,10,董事長,鐘德三,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sNWtnVhnKIrs877XF1xKTRCJW9Nz4cCYYOlGVxPv4aAYkRNyTtvytnuNbbY=
102法登他000002,11,"董  事",邱期華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oY7G26QOx7q1i_s29lLRtZKYExdAnicwJOHu0_Ii0rcPNK5p3Wwx3uHJ4Ac=
