登記案號,序號,職稱,姓名,網站連結
109法登他000001,1,董事長,林茂安,https://aomp109.judicial.gov.tw/judbp/whd6k/q/E9550uQndL2pByEVlLp73n-w3Kz9k-ifw-R5lZjaoMVJBoFwszuF81Lk7w==
109法登他000001,2,"董  事",楊光榮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_bDTF-hL5LHH-tNnVnFuNj9x_U0Wa-AN8fbG8xtCNARtsp-UdvM_4euHFA==
109法登他000001,3,"董  事",任秀妍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QcEaAH5gZjk7zi0ZcI-V05oddXv-m3BDTXGqkZN-47jyUq7yNZy9Iev0Kg==
109法登他000001,4,"董  事",簡安祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vzWj9-xAULylpIfX3zQujzlP21Rfa5WgBHXAbcril7OWxPcgsurug6iCeA==
109法登他000001,5,"董  事",馬長生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AOZBoiTGNauKY5aXVpLZhaqrWxa_wQ9sk2ZAsn6E6Cp7d_-XzE0rRXXJpw==
109法登他000001,6,"董  事",陳宇嘉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wzR9FxocrAl0oGIdX2QjE7pWKohdvDpIEyF2x4Qtq36VlofK_mkj-9bxFQ==
109法登他000001,7,"董  事",閻大衛,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eDPVuLLoeHjftcYESnfSwqCy_hSiNQ54TCeKjfWplf87s89yhJdzLTfL6Q==
109法登他000002,1,董事長,張哈拿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ke21lGQwwUS7dt1vw_HZci8y2k8FmuCAH93-RA7TeMrUW_iRFMxKqddaD0w=
109法登他000002,2,董　事,蘇義德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RwDBT6klNndug7cY8s5so4H5BwsCKlPPBW_zgzXsPut9XHT5eYOFQHcZ4LE=
109法登他000002,3,董　事,呂志誠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DQqHEHdBoLLeKBzKhr855KGi9KzLWewm2GCn2OQsvvLMepuUzWka4dTFRHs=
109法登他000002,4,董　事,蘇凱馨,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TJC7zLf7fRno-vxzn3r_VLh7mzRIzSQquc4fHY-WgxuxGrKjxCXde9a4fAg=
109法登他000002,5,董　事,郭美惠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6BJaJ53cvg2Ng_2UOgZVjVFgt2jrdL5k_CQFtE76oFtIdj8e8HQl_xFaIfk=
109法登他000002,6,董　事,陳路得,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iqeD9zOlpCthDIMUAnQF98uI-fV9LBUmSImfxigdNBG8-XU3sZ2sWlCu3JQ=
109法登他000002,7,董　事,朱亜伯,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IgjPU9NeLtoIHEg7X6_t3di84aP-qhZzPzOUxhhQkA0RQM6ramyzsYLkkXA=
109法登他000002,8,監察人,彭秀慧,https://aomp109.judicial.gov.tw/judbp/whd6k/q/miGnvhSQ8gkSSTqo89duWfwKUp6tdD9coNQJVsSdVLKI_peX3VyddEsaG_U=
109法登他000003,1,"董 事 長",黃兆明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EpM3m5PvJyK2gaHZJQ8BO43wfJDNDb8aeDoeM0thuuBRX9eFW2OIKV1z
109法登他000003,2,"董　  事",陳春安,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yFHILOTeL8UBIyKGc8EY67CxucP_N4IelZ7XOvKRGVEZL-mhLwQK8T3I
109法登他000003,6,"董　  事",葛　德　　,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ej0uY50I5byHTTo2Ey9CWVGxz8NwraqHAt_mP3tUA0C_9dGT5oBbRFKr
109法登他000003,7,"董　  事",潘秀嬌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DQwH-KaVv0QG78NqWtcAaPQF4F9ImjqZD6zphpa-pXZLiwam_JEMn0hn
109法登他000003,8,"董  　事",陳威華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6x8sARBIiPiU-kteCar3vO7OipHhqz55jvInSs4b-5xsOzdSUmotGC4P
109法登他000003,9,"董　  事",林國璋,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tNNdZaAXpfTtjfY6XeeMr8qzVP2UHAfknSzkvpMKVMq8pVEmP2mGbRIT
109法登他000003,10,"董  　事",孔令堅,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1sZ35GC5Z6HG0JxFw4DwrrOK5NFJZN3UeDko_PQbNKPIyxFyoTIgHxSa
109法登他000003,11,"董  　事",林貴明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wtCXAhD40Nm7teYHMeXC_CF6o0Xc42_Wja-B4R4FgBWMfK-vBneXkkMw
109法登他000003,13,"董　  事",陳世賢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JPiXs1wnGHwvX0c-UbTFlUwzJPkTdmy6_k6H0TNYu8SzW7WXcssM678g
109法登他000003,14,"董　  事",徐昇明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HYuo4JRqlhAr29xOMteNBRvO_St-ySSOBt0akxCAOiTb-_CxqP-FsQKM
109法登他000003,15,"董　  事",陳福財,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eeL-WSNNvTXmPUpWqaTqlPdRRJ7lPUdeJRILPDyUT7OKG3M9ugnSvaJJ
109法登他000003,16,"監 察 人",陳良娟,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bH2zZTePYkzXcbXG2L9FHvwpfKonQsP2BCxltp0tXIg2_12qAnvtL_zF
109法登他000004,1,董事長,呂信雄,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JCkmKPUD3HJIO87yoFmNGlFHeOwJDQvTWElM7Xsxi0lHD-8GaUF29ImPuiM=
109法登他000004,2,董　事,程文晋,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X63-3V_7ttosdxLM0QvaGxnWNG9dGI1q7Uextcw5huYfjbzbYER5qg_TOc8=
109法登他000004,3,董　事,林碧翠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vVDIKkjEwET4-K7TKg_WCoHVz9EHpo2BXSsPlYI1cjrQuTTKogLprKe9UVY=
109法登他000004,4,董　事,宋定懿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cvJPJKG_tXCtZW_1Sgg0VAs-PEjCuyreKTm09Ra_djUHNGdCBbV0nj9Xgw8=
109法登他000004,5,董　事,劉偉民,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Z37gHp-0s8BlnFVLYvOfkSXGfpB5hfOSGNPODmoe5UTzPqEzrYieehwjoRM=
109法登他000004,7,董　事,黃台芬,https://aomp109.judicial.gov.tw/judbp/whd6k/q/e8bEhRQJ-ghMgOPhIa4Ua8RQyoTQSiD84aVOMNKhbLaNrj-HjnA8fzWEThg=
109法登他000004,8,董　事,張淑華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/S4SOgGItCo3ISrOTSjPXTu-xm89aWtXIrwiTkzpMP0wMeqyrCculZ9_wnXo=
109法登他000004,9,董　事,洪樂堯,https://aomp109.judicial.gov.tw/judbp/whd6k/q/s60zeT2dmI3dJEyPx--KxEmj8qtJ4IBCySWKw8vBSVUosKUu1jjo0K5AXyA=
109法登他000004,10,董　事,孫宜珍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dlsS5b9Sfnooi6yBlWPUZlpXSISbf21bKRNQuo-c3zF-cBYPxM4xvCXOL2o=
109法登他000005,1,"董  　事",邱忠敏,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zvYp95IWowwh6U782WEzWdfBQ6-jW-uVQR4Zn5cc3ck96bviHep0A4LaDA==
109法登他000005,2,"董　  事",李思齊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oHapXmi4DyOAWNhDTzGyxzdTv9yFxzvrhUcabdJnDCoANprm6O-aNll-QA==
109法登他000005,3,常務董事,劉金霖,https://aomp109.judicial.gov.tw/judbp/whd6k/q/S8vgwmoXzG0ddPTnDp2kTYW9hgZ1t10enxStjp5G4Qm407WaK1HERpm2Og==
109法登他000005,4,"董　  事",陳祿欣,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DIVLsRsrJn2RIpjbLAiB4viDT8Fm7mT6LvLOl8KeLwEJb56MKaAkUU2UqA==
109法登他000005,5,"董　  事",林淦淵,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vyNo5WUxmej6ilGQXBFsSRvBsRnZ8tDmpo27VTKfbpm3UxF4P6Gy5_I1aw==
109法登他000005,6,"董  　事",饒義良,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Rn4GAlmrEirrEwnoE9vnuqV-jV0f4YpbscF7IY__1z6uGDThybYSK_n6UQ==
109法登他000005,7,"董　  事",王雍正,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OyIzBYPmHozLmdrkE1KhH5QGPtt56Zg3cp4hmiv8KsECjUkHJ9HH-X6FaA==
109法登他000005,8,常務監事,黃水田,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8UjejCAcWZGcg4lKhYhfwC31OSK_OWsNP71s1P4K5FhefGsP6YZ2vS8aVw==
109法登他000005,9,"監  　事",曾馨儀,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CwXCd3yj--YgaKckNdeuUJJE2iaRXlzMjZYJdxM89Llq1jg6qkVlaNM5tg==
109法登他000005,10,"董　  事",胡文國,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HCApV9oyzjAEj7Zuf0797IrCrTGs8Rk9kd98ta5AYgy2nCeT3ZRno86NmA==
109法登他000005,11,常務董事,楊世鋒,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HqMCQqw7UVMK_hxCbpsgt78Pyy89GYcxk_YGcOP9EUjndOfop4PCMqE9Og==
109法登他000005,12,"董　  事",施文祥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/t42HyW_7R7NDAnFd-c_vBPnERnih1eXdfU6EccdWIaT-N3do5UNf-5bBhA==
109法登他000005,13,"董 事 長",陳銘風,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9WUhDaZsPGwHHk0VwKDItP14lxwcKR_2Z5xPyvDhPTIVRTaflP6A-SoKUA==
109法登他000005,14,"董　  事",張文東,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mhLV0YcjvtVc09Ne677NqwEaVLnnCBVxmPeM-fcFSt9rb7mlt3nf7gP6eQ==
109法登他000005,15,常務董事,湯登富,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PQFbC9x0FXf-2zSbfi98lwdKFbgFGUM0WO6EMfxvLqQDBkik4fYgyLjTOg==
109法登他000005,16,常務董事,張瑞群,https://aomp109.judicial.gov.tw/judbp/whd6k/q/l9yMn8VVtVHKy-Y3EWSuvw4jagsASutSrqWVLLcMF2jMajaUj6sA3bdxww==
109法登他000005,17,"董　  事",郭義台,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LS_ixOpSLjlCip0UmPY0EB-Jz2w1xuQRr0m0A-vMLWEKNLA3gowY-LSkvw==
109法登他000005,19,"監  　事",吳坤池,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y1EQHW3wV1qqjEDJb_5DOtZ74vzdzrJYVFN_ViZR9qKoGwg_2bbO6Su8rQ==
109法登他000005,20,"董  　事",陳德勝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Cqr23NF-rd3pj5pcEIWaWHoYnxOoNJQxLjIQGUkOPc_FDDCdtJapctLh1A==
109法登他000005,21,"監　  事",陳慶春,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PXgsVuvK8Guc03GcF68cA2ISvFTOjP3Ty06su4BEVzSsiEK3mwE0JrpW-w==
109法登他000005,23,"董  　事",顏川清,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NGnf41xGb_wE7XNH4TvR9ZdSi9fYHrOV1W8HKSj7B9UnJ4o7MuuF_c10RQ==
109法登他000005,24,"董　  事",張維福,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nBUkXGG6ECmUHveq8XfF6u4IzkCUz2vU9OdnJNldlQy3kQ7H9xJGCskGPQ==
109法登他000005,25,"董  　事",牛志誠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kebfKkmCOo860yhqDWN-3VGisEPTBfg1kSiBtlgH16Guly17XydpiaiIPA==
109法登他000005,26,"監　  事",邱楊明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5gvbv04pPAbnqs2omfvmXtg78HLiUBw_ORc-amBJ6yX9nUbN4XxQkkJC0w==
109法登他000005,27,"董　  事",黃正義,https://aomp109.judicial.gov.tw/judbp/whd6k/q/M7oUBDTh3uSiVWc7WAxkYCC_SQEB7XUolrkHrc7F4jLTFkIxvtdXsEb6lA==
109法登他000005,28,"董  　事",陳國明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/N2VTmuI-oa-PEXXKxa0G7ilh86MgM9_GiIxqxOGesG0BbMeGR8KD6wxIaw==
109法登他000006,1,"理 事 長",蘇資傑,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qJig0Csxg1Xu5JO76fR-aCO9bbZ3LKXCDEnV0f270iBl80GkdlRSHl_6t2g=
109法登他000006,2,副理事長,吳瑞華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7Ijroi9DjEs0TtqBZc1PHnqsPE9Hzlvd2AmSSHCJnHrwx7T0Ql_Ew-TtK04=
109法登他000006,3,常務理事,高忠雲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_SWd0yeC4r0WlpS7q51zx0pDtGiaZw07B_OOMKLdoiC-Wf3sUGRh3KQkpMg=
109法登他000006,4,"理　  事",褚昭儀,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vtmWn64lVyHB5Pt0HHWU3KZNrIAf2qiYymkiE_77DEAKQoS9cCceCwCEOlA=
