登記案號,序號,分事務所地址,網站連結
109法登他000018,1,台南市永康區中山南路510巷1之13號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EYbbBoz5-KQat8Nke0qEeqBb1iMYoGUwm98kNiXGfv5Lofo9pVr113CR5w==
109法登他000020,1,台北市信義路3段162之24號6樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3rRHA8d7c57pvyp0ShudDiA130nmIelcRcs472J6OWnAoJEOAFGVPohxHg==
109法登他000020,2,台中市工業區三十七路25號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pg8jtAHSgwB33s4NmUArjtj6hCawTIHLpFN3yDXzx384RviDWBPiEROAlw==
109法登他000027,1,台南市南門路341號之4,https://aomp109.judicial.gov.tw/judbp/whd6k/q/86Mdvwsk35YSB0BMRp61klr8_K8HZWRJI5PZFa-7X9xomQxPNojBWkIzRg==
109法登他000055,1,台南市東區裕農路457號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5K-4KBJ2VmcIWchK9f5pVTOOACQU_o9qXb40MiwUWar5ktWgj3plmCzhjcI=
109法登他000055,2,台南市安平區建平15街207號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TT9kc3mmM0zzlRysEqgIzhYw2AwX2Zy8Hne6MA4nLExptZmeX-bNqO-lx44=
109法登他000087,1,高雄市左營區文學路585號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dn39C_MfJI9lUoGPHiMRc5Ao1nuwpmdhCBSNB4nkIGX-rShAUkp2inSvqx4=
109法登他000096,1,台南市永康區中山南路510巷1之13號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1SgFyaauYI6kmVU9xCXuSsPVMfE0fHJsz3D8YgvyjEaWltT7UU0M4pyI9g==
109法登他000145,1,台北市信義路3段162之24號6樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/E7OkLV2Z6iQSUJAzrzh0fYaXqxeKJmUHFeNA8YNL-GWCzznIbUnznKlL6g==
109法登他000145,2,台中市工業區三十七路25號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v_wu7KXc4XOAGw9FcPBytflKHvKE77HRUkrbSVVSHErk-wJTarOOC1o5fw==
109法登他000147,1,台南市永康區中山南路510巷1之13號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sH2XUClUSVaETZh4jA8uwwRaYcARHKMUEhQJUYL6A96DAAV0xM0k0mqY7A==
