登記案號,序號,分事務所地址,網站連結
109法登他000005,1,日本東京都新宿區大久保一丁目2番16號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/m14nLq4Ytee7kBBGTCIkBOQppzDkzEzhaXotsPzTIeN2AC8pCTvSzxNWiw==
109法登他000005,2,"1100 S.Valley Center Ave.,Bldg 6,San Dimas,CA 91773  U.S.A.",https://aomp109.judicial.gov.tw/judbp/whd6k/q/wT571qhe_pgiagQ68_KcgZSKt4wkgWn_rr-xqZ0QxRUBzg6frtRbGPTqNg==
109法登他000005,3,"29 Agno corner Cordillera Sts.,Barangay Dona Josefa,Quezon City,Philippines",https://aomp109.judicial.gov.tw/judbp/whd6k/q/JPVfnttUN19QsGpkI-QPXVyKp_JkBcRucM4mFESWs22VES4-kPvfru_7xw==
109法登他000005,4,"No.213/4A,William Jayasuriya Mw,Bandaragama Road,Kesbewa,Sri Lanka",https://aomp109.judicial.gov.tw/judbp/whd6k/q/0J7XiKn2UevXtBBkZyH2f6in1I66yzSKedp1sy4L4SIemNCz8hAZEziEYA==
109法登他000005,5,越南胡志明市第五郡十三坊馮興街36-38號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RaveHMl2kfEsVECBOx9EQEA4q0V-7z2G-klk4CxCaBvWt-kNY2VxPMmvdA==
109法登他000005,6,"阿-穆哈塔街,東安曼,約旦",https://aomp109.judicial.gov.tw/judbp/whd6k/q/sV1-M8S4vsxBb8kpm1duYZMdEmoNiuPF5YE9J4KUZNGFOtjxYPeOLU3ZFA==
109法登他000005,7,"C689 Hub,Manzini,Eswatini,史瓦帝尼",https://aomp109.judicial.gov.tw/judbp/whd6k/q/Sx3kNio8N5fAhRfBdwMobNZy0nWd4gbBy84-JdN3J8JQroG7vsmakoyeQQ==
109法登他000005,8,"#349, Plov Lum,Phum Porbrok Khangchhoeung,Sangkat Kakab,Khan Porsenchey,Phnom Penh,Cambodia.",https://aomp109.judicial.gov.tw/judbp/whd6k/q/07oQfhiUcvfRMs6KRAeMQQ1JF5G7JlOCbKi5LoAFF9iQcLoQOnvwcqy7sQ==
109法登他000021,1,日本東京都新宿區大久保一丁目2番16號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VliaX8R5gmyT-mmTjT5M7Dk-JQPYSOI0avbANsYgYhHRrVgErcKuWp8fhA==
109法登他000021,2,"1100 S.Valley Center Ave.,Bldg 6,San Dimas,CA 91773  U.S.A.",https://aomp109.judicial.gov.tw/judbp/whd6k/q/tsDaUBJTsBXjwZzMZ6K9O_KdAFgTV2wbTZbELuTLF5YgWnxihrFmZpnLwA==
109法登他000021,3,"29 Agno corner Cordillera Sts.,Barangay Dona Josefa,Quezon City,Philippines",https://aomp109.judicial.gov.tw/judbp/whd6k/q/lv5Q2U8SiX5wAYnIOVWoLTr75LDrufAve3lD1G0QhT_v9GfrVVwqGT51xw==
109法登他000021,4,"No.213/4A,William Jayasuriya Mw,Bandaragama Road,Kesbewa,Sri Lanka",https://aomp109.judicial.gov.tw/judbp/whd6k/q/UxsP9MD5blvJdeuLmKnXt-CGG8TSP4g5Gx__4lVW4n6Fr0sEWCvEv05e5w==
109法登他000021,5,越南胡志明市第五郡十三坊馮興街36-38號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/n2i5QE2GPMciIlE2G3YpMO0ijKPz203DNDTV-0oZTICszCEKic2DOjnwLw==
109法登他000021,6,"阿-穆哈塔街,東安曼,約旦",https://aomp109.judicial.gov.tw/judbp/whd6k/q/-8JGGOyZX4g13GV9RHCcBsyt3ThGUDy3PRED3_ePFyUWaQSIIbZ716JMrg==
109法登他000021,7,"C689 Hub,Manzini,Eswatini,史瓦帝尼",https://aomp109.judicial.gov.tw/judbp/whd6k/q/fLPmOa-I7cTEBMdanJwTFy4jGOuBARaF1mt5N4fyoMAXLqowKe6pwbFh3Q==
109法登他000021,8,"#349, Plov Lum,Phum Porbrok Khangchhoeung,Sangkat Kakab,Khan Porsenchey,Phnom Penh,Cambodia.",https://aomp109.judicial.gov.tw/judbp/whd6k/q/IJ4CQPG09_hBtwLuaARqQS4mp6j7Uvbj9OqZx68aZ61m4UvDppmQ3qIsvA==
109法登他000093,1,日本東京都新宿區大久保一丁目2番16號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tD10Nma5LzfJweht-oT5G_9C2DDTa4MXoI30NcZvC5Ns7zI04irHtZaFrw==
109法登他000093,2,"1100 S.Valley Center Ave.,Bldg 6,San Dimas,CA 91773  U.S.A.",https://aomp109.judicial.gov.tw/judbp/whd6k/q/qhvSmE5a_3ug0grm96OownoUJ27NhwacJTWPNdhW4FY7ZG2Me1KSZZxQGw==
109法登他000093,3,"29 Agno corner Cordillera Sts.,Barangay Dona Josefa,Quezon City,Philippines",https://aomp109.judicial.gov.tw/judbp/whd6k/q/06u9LHWTapGWfqUUunL66Jnw4wyNkoI1t2fe6z4pUZHt0VZenMWbA5GZKQ==
109法登他000093,4,"No.213/4A,William Jayasuriya Mw,Bandaragama Road,Kesbewa,Sri Lanka",https://aomp109.judicial.gov.tw/judbp/whd6k/q/IP0R0suLGu8Fbg_kTMj7Dr9tSyLrYi_EOZKy2vg7uhxcwuAE6ty2n8Z2yw==
109法登他000093,5,越南胡志明市第五郡十三坊馮興街36-38號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rkfnHMYYNO_Isex3Ed-uJ2SMuFN81MKhMtDm6UBYXKXOViVd35MOrJqxpw==
109法登他000093,6,"阿-穆哈塔街,東安曼,約旦",https://aomp109.judicial.gov.tw/judbp/whd6k/q/x6alCmjpK4uMgCxUpRTChHSdvqL5pvcfMD8II6U-hjL9axYsyFhdmvsDaQ==
109法登他000093,7,"C689 Hub,Manzini,Eswatini,史瓦帝尼",https://aomp109.judicial.gov.tw/judbp/whd6k/q/OCRsObeuDjk4BlV3URZjVPoHtXxduAuDhrGCOzdD_to7lqIa68CongtJUg==
109法登他000093,8,"#349, Plov Lum,Phum Porbrok Khangchhoeung,Sangkat Kakab,Khan Porsenchey,Phnom Penh,Cambodia.",https://aomp109.judicial.gov.tw/judbp/whd6k/q/Wi2mnEbgwpkvWjqtJDOHTC6Yx5yV98sgfAHmTmu9IQ66_oe7hBCDwMPMkw==
109法登他000099,1,花蓮市國富17街10號6樓之3,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VErBAFSHMdyhenvtx19kM9eH0Km6HS60ZA3C_5AJabZr6SIDrQH9ba0Eak8=
