登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
048法登000001,1,1,,2,0480623,0480623,0480626,1冊2頁,,0,董事長,財團法人台灣省屏東縣潮州三山國王廟,0480623,屏東縣潮州鎮西市路三十三號,確保三山國王廟財產收益及祭祀並興辦公益慈善事業及宣揚教義,由信徒自由捐助,四十八年三月二十八日台灣省屏東縣政府,永久,11528300,1,0480623,0931014,,,,,,,,,,
051法登000002,1,1,,53,0511023,0511023,0511027,2冊10頁,,0,董事長,財團法人台灣省屏東縣私立屏榮高級商工職業,0511023,屏東市水源巷一之一號,培養商業及工業人才，發展國家工商業。,由創辦人蔡江來個人捐助。,台灣省教育廳，中華民國四十六年四月廿九日，四六教三字第二二五四二號,無限期,27503765,1,0511023,0931014,,,,,,,,,,
052法登000001,1,1,唐志明,7,0520715,0520715,0520715,-1冊7頁,,0,董事長,財團法人屏東縣私立美和初級中學,0520715,屏東縣內埔鄉美和村學人路三二三號,以創辦私立美和初級中學,並謀其發展為目的.,由徐傍興捐助,五十年八月十日台灣省教育廳(五十年八月十日),永久,6276859,1,0520715,0520730,0520730,,,,,,,,,
053法登000001,1,1,,9,0530218,0530218,0530221,1冊10頁,,0,董事長,財團法人屏東縣私立屏信初級中學,0530218,屏東市瑞光里民生東路十二號,協助政府發展職業教育,由屏東市信用合作社捐助,五十一年一月二十九日台灣省政府教育廳，教二字第一三七０九號,無限期,2000000,1,0530218,0530308,,,,,,,,,,
053法登000002,1,1,唐志明,10,0530803,0530803,0530806,-2冊12頁,,0,董事長,財團法人屏東縣私立明德初級中學董事會,0530803,屏東縣潮州鎮光春里光春一巷七號,創辦私立明德初級中學，協助政府發展教育.,由創辦人曾慶福、董事長曾梅英、及現任部份董事所捐贈,五十三年四月二十三日台灣省政府教育廳(教二字第六六一九號),永久,1291224,1,0530803,0530830,0530830,,,,,,,,,
053法登000004,1,1,,11,0531230,0531230,0540105,1冊12頁,,0,董事長,財團法人屏東基督教醫院,0531230,屏東市大連路六十號,宏揚基督耶穌救人愛心、辦理醫療、傷殘復健、公共垐生、山地巡圲        義診、貧病優待施醫等社會公益事業。,由基督教挪威協力會捐助,五十三年十月五日台灣省屏東縣政府,永久,3134000,1,0531230,0931014,,,,,,,,,,
054法登000001,1,1,唐志明,13,0540809,0540809,0540810,2冊15頁,,0,黃道宜,財團法人台灣省屏東縣私立慈惠高級護理助產職業學校董事會,0540809,屏東市中正路三０二號,創立私立慈惠護理助產職業學校，協助政府發展護理教育。,由創辦人黃道宜、李順天、蔡李鴦及部份董事捐贈。,台灣省屏東縣政府，中華民國五十三年九月卅日，屏府教中字第五七五三二號。,永久,2015000,1,0540809,0540814,,,,,,,,,,
054法登000002,1,1,唐志明,14,0541021,0541021,0541024,1冊15頁,,0,徐傍興,財團法人私立美和護理專科學校,0541021,屏東縣內埔鄉美和村屏光路廿三號,創辦私立美和護理專科學校，養成高級護理助產技術人才。,由徐傍興捐助,教育部，五十五年八月十一日，五五高一三二九二號,永久,211336588,1,0541021,0541222,,,,,,,,,,
055法登000001,1,1,唐志明,15,0550115,0550223,0550223,1冊16頁,,0,王錫濤,財團法人屏東縣新藥會館,0550223,屏東市復興路九十四號,以增進會員之連繫圖謀會員之福利。,捐助。,中華民國五十四年八月四日屏東縣政府,永久,318679.6,1,0550223,0931014,,,,,,,,,,
055法登000002,1,1,,16,0550228,0550228,0550301,1冊17頁,,0,董事長,財團法人私立大仁藥學專科學校,0550228,屏東縣咓埔鄉新二村維新路廿號,為供應大仁藥學專科學校所需之一切設備及經費，協助政府發展高等        教育培育藥學、食品衛生、公害防治、工業安全衛生、護理等專業人        才。,由創辦人蔡李鴦所捐贈,五十四年十月十六日教育部，五四高字第一六一五八號,永久,3387422,1,0550228,0931014,,,,,,,,,,
055法登000004,1,1,唐志明,1,0550701,0550701,0550706,1冊18頁,,0,郭世光,財團法人天主教道明會德鐸省會台灣分會,0550701,屏東縣潮州鎮光春里光春路二五二號,宣揚天主教教義及辦理教育慈善社會福利等事業並發展本會會務,捐助及總會撥付,台灣省政府民政廳，中華民國五十五年六月三日,永久,3538991,1,0900803,0931014,,,,,,,,,,
056法登000001,1,1,,17,0560725,0560725,0560728,1冊1頁,,0,董事長,財團法人私立永達工業專科學校,0560725,屏東縣麟洛鄉麟蹄村五鄰中山路三一六號,為供應私立永達工業專科學校所需之一切設備及經費。,由創辦人車轟等捐助,中華民國五十六年六月十日，教育部，台(五六)高字第九八四一號,永久,5000000,1,0560725,0931014,,,,,,,,,,
056法登000002,1,1,唐志明,18,0560801,0560929,0561001,1冊2頁,,0,阮再翼,財團法人私立南榮初級中學,0560929,屏東縣崁頂鄉園寮村田寮路一之十五號,協助政府發展教育,由創辦人陳耀火及董事捐贈,台灣省政府教育廳，五十六年六月十二日，教二字第四二八二四號,永久,1149560,1,0560929,0931014,,,,,,,,,,
056法登000003,1,1,周鴻禹,19,0560929,0560929,0561002,1冊3頁,,0,余迺鐸,財團法人屏東市教會聚會所,0560929,屏東市北平路三十六號,以傳基督引人歸主為目的,由眾聖徒所奉獻,台灣省屏東縣政府，中華民國五十六年九月十三日,永久,160050,1,0560929,0931014,,,,,,,,,,
056法登000005,1,2,周鴻禹,18,0561205,0561205,0561208,1冊2頁,1,1,阮再翼,財團法人私立南榮初級中學,0560929,屏東縣崁頂鄉園寮村田寮路一之十五號,協助政府發展教育,由創辦人陳耀火及董事捐贈,台灣省政府教育廳，五十六年六月十二日，教二字第四二八二四號,永久,1799560,1,0561205,0931014,,,,,,,,,,
057法登000001,1,1,周鴻禹,20,0570703,0570703,0570705,1冊4頁,,0,蔡科丁,財團法人屏東市夜市商場晨興會,0570703,屏東市金泉里露市巷十八號,為共策夜市商場之公共福利及促進繁榮發展。,由市場利害關係人捐助,台灣省屏東縣政府,永久,30000,1,0570703,0931014,,,,,,,,,,
058法登000004,1,1,唐志明,23,0580530,0580530,0580603,1冊7頁,,0,董事長,財團法人台灣省屏東縣三教寶宮,0580530,屏東縣三地鄉三地村文化巷十號,闡揚三教道德舉辦公益事業,由董事長張吉甫等捐贈,五十八年五月一日屏東縣政府,永久,775723,1,0580530,0931014,,,,,,,,,,
058法登000005,1,1,周鴻禹,24,0580707,0580707,0580710,1冊8頁,,0,鄭天祥,財團法人屏東縣私立聖家高級家事職業學董事會,0580707,屏東縣東港鎮中正路九號之一,遵照教育宗旨創辦家職協助政府發展地方教育為目的,由鄭天祥捐助,台灣省政府教育廳，中華民國五十二年八月十九日,永久,7647912,1,0580707,0931014,,,,,,,,,,
058法登000006,1,1,周鴻禹,21,0580404,0580404,0580407,1冊5頁,,0,徐可均,財團法人徐樹德堂拠助基金會,0580404,屏東市長春街信德巷二號,拠助貧寒優秀學生及學薫研究為目的,由徐可均捐贈,台灣省屏東縣政府，中華民國五十七年十月廿三日,永久,1000000,1,0580404,0931014,,,,,,,,,,
058法登000008,1,1,周鴻禹,22,0580501,0580501,0580505,1冊6頁,,0,鍾炳堂,財團法人台灣省屏東縣私立志成商業職業學校,0580501,屏東縣潮州鎮彭城里彭城路三一五號,創立私立志成商業職業學校並謀其發展,由吳騰耀捐贈,中華民國五十六年六月一日,永久,4200000,1,0580501,0931014,,,,,,,,,,
059法登000001,1,1,,27,0590123,0590123,0590126,1冊11頁,,0,董事長,財團法人屏東縣私立華洲工商職業學校,0590123,屏東市歸心里九號,創辦工商職業學校并謀其發展,由創辦人郭榮祥及現任部份董事捐贈,五十八年六月十五日台灣省教育廳,無限期,7122090,1,0590123,0600703,,,,,,,,,,
059法登000002,1,2,周鴻禹,17,0590415,0590415,0590418,1冊1頁,2,2,董事長,財團法人私立永達工業專科學校,0560725,屏東縣麟洛鄉麟蹄村五鄰中山路三一六號,為供應私立永達工業專科學校所需之一切設備及經費。,由創辦人車轟等捐助,中華民國五十六年六月十日，教育部，台(五六)高字第九八四一號,永久,5000000,1,0590415,0931014,,,,,,,,,,
060法登000001,1,2,周鴻禹,17,0600409,0600409,0600412,1冊1頁,1,2,董事長,財團法人私立永達工業專科學校,0560725,屏東縣麟洛鄉麟蹄村五鄰中山路三一六號,為供應私立永達工業專科學校所需之一切設備及經費。,由創辦人車轟等捐助,中華民國五十六年六月十日，教育部，台(五六)高字第九八四一號,永久,5000000,1,0600409,0931014,,,,,,,,,,
060法登000002,1,1,周鴻禹,28,0600115,0600115,0600118,1冊12頁,,0,陳伍參,財團法人台灣省屏東縣祭祀公業陳天宗裔會,0600115,屏東縣潮州鎮豊合里盛春二巷三六號,管理公業、協助政府推行政令、舉辦會員福利。,經派下員大會通過以祖先陳天之遺產由管理人捐出,台灣省屏東縣政府，中華民國五十九年十二月卅一日,永久,1223457,1,0600115,0600215,,,,,,,,,,
060法登000004,1,1,周鴻禹,29,0600421,0600421,0600424,1冊13頁,,0,朱庭南,財團法人台灣省屏東縣屏東中華路基督教會,0600421,屏東市中華路一六三號,傳揚耶蘇救世大恩，造福人群。,由信徒捐助。,台灣省屏東縣政府，中華民國六十年三月廿二日，,永久,1000000,1,0600421,0600521,,,,,,,,,,
060法登000007,1,1,周鴻禹,30,0600619,0600619,0600622,1冊14頁,,0,黃龍坤,財團法人台灣省屏東縣基督教浸信宣道會,0600619,屏東市林森路廿一之九號,傳佈基督教義，辦理社會教育事業，竭誠服務人群。,由信徒奉獻及熱心基督教人士或團體捐贈。,台灣省屏東縣政府，中華民國六十年五月廿八日,永久,142911,1,0600619,0600719,,,,,,,,,,
060法登000017,1,1,周鴻禹,31,0601224,0601227,0601229,1冊15頁,,0,吳天來,財團法人台灣省屏東縣里港丄慈宮協善會,0601227,屏東縣里港鄉大平村大平路五十號,宣揚敬神崇祖，維持淳風美俗，管理丄慈宮財產，興辦慈善事業。,由信徒自由捐助。,台灣省屏東縣政府，中華民國六十年十二月二日,永久,182330,1,0601225,0610125,,,,,,,,,,
061法登000001,1,1,林永謀,32,0610517,0610517,0610520,1冊16頁,,0,董事長,財團法人台灣省屏東縣北勢寮保安宮,0610517,屏東縣枋寮鄉中寮中正路一號,以宣揚敬神，維持淳風美俗，管理寺廟財產，興辦慈善事業，促進社        會福利。,由信徒捐助,台灣省屏東縣政府，中華民國六十一年四月廿四日,永久,89500,1,0610517,0610530,0610530,,,,,,,,,
061法登000005,1,2,周鴻禹,24,0610814,0610814,0610815,1冊8頁,2,2,林德明,財團法人屏東縣私立新基高級中學,0580707,屏東縣東港鎮中正路九號之一,遵照教育宗旨創辦家職協助政府發展地方教育為目的,由鄭天祥捐助,台灣省政府教育廳，中華民國五十二年八月十九日,永久,7647912,1,0610814,0611228,,,,,,,,,,
061法登000012,1,2,唐志明,13,0611214,0611214,0611215,2冊15頁,2,2,黃道宜,財團法人台灣省屏東縣私立慈惠高級護理助產職業學校董事會,0540809,屏東市中正路三０二號,創立私立慈惠護理助產職業學校，協助政府發展護理教育。,由創辦人黃道宜、李順天、蔡李鴦及部份董事捐贈。,台灣省屏東縣政府，中華民國五十三年九月卅日，屏府教中字第五七五三二號。,永久,2015000,1,0611214,0620224,,,,,,,,,,
062法登000001,1,2,唐志明,7,0620330,0620330,0620403,-1冊7頁,2,2,董事長,財團法人屏東縣私立美和中學,0520715,屏東縣內埔鄉美和村學人路三二三號,以創辦私立美和初級中學,並謀其發展為目的.,由徐傍興捐助,六十二年二月一日台灣省教育廳(六十二年),永久,6276859,1,0620331,0620430,0620430,,,,,,,,,
062法登000003,1,2,周鴻禹,19,0620323,0620323,0620326,1冊3頁,2,2,尤丁財,財團法人屏東市教會聚會所,0560929,屏東市北平路三十六號,以傳基督引人歸主為目的,由眾聖徒所奉獻,台灣省屏東縣政府，中華民國五十六年九月十三日,永久,160050,1,0620323,0931014,,,,,,,,,,
062法登000004,1,1,洪有川,35,0620522,0620522,0620522,1冊19頁,,0,李德銓,財團法人私立日新高級工商職業學校,0620522,屏東縣潮州鎮太平路二二四號,協助政府發展職業教育培養工商企業人才,由董事會捐助,五十八年十月十七日,永久,13807171,1,0881214,0931014,,,,,,,,,,
062法登000005,1,2,,9,0620609,0620609,0620612,1冊10頁,1,0,董事長,財團法人屏東縣私立屏信中學,0530218,屏東市瑞光里民生東路十二號,協助政府發展職業教育,由屏東市信用合作社捐助,五十一年一月二十九日台灣省政府教育廳，教二字第一三七０九號,無限期,2000000,1,0620609,0620618,,,,,,,,,,
062法登000008,1,2,周鴻禹,22,0620628,0620628,0620630,1冊6頁,2,2,鍾炳堂,財團法人台灣省屏東縣私立志成高級商工職業學校,0580501,屏東縣潮州鎮彭城里彭城路三一五號,創立私立志成商業職業學校並謀其發展,由吳騰耀捐贈,中華民國五十六年六月一日,永久,9428224,1,0620628,0931014,,,,,,,,,,
062法登000013,1,2,周鴻禹,17,0631128,0631128,0631201,1冊1頁,2,3,董事長,財團法人私立永達工業專科學校,0560725,屏東縣麟洛鄉麟蹄村五鄰中山路三一六號,為供應私立永達工業專科學校所需之一切設備及經費。,由創辦人車轟等捐助,中華民國五十六年六月十日，教育部，台(五六)高字第九八四一號,永久,5000000,1,0631128,0931014,,,,,,,,,,
064法登000002,1,2,周鴻禹,18,0640408,0640408,0640410,1冊2頁,2,2,阮再翼,財團法人私立南榮初級中學,0560929,屏東縣崁頂鄉園寮村田寮路一之十五號,協助政府發展教育,由創辦人陳耀火及董事捐贈,台灣省政府教育廳，五十六年六月十二日，教二字第四二八二四號,永久,1799560,1,0640408,0931014,,,,,,,,,,
064法登000018,1,2,周鴻禹,31,0641020,0641020,0641023,1冊15頁,2,2,林金瑞,財團法人台灣省屏東縣里港丄慈宮協善會,0601227,屏東縣里港鄉大平村大平路五十號,宣揚敬神崇祖，維持淳風美俗，管理丄慈宮財產，興辦慈善事業。,由信徒自由捐助。,台灣省屏東縣政府，中華民國六十年十二月二日,永久,182330,1,0641023,0641123,,,,,,,,,,
065法登000005,1,2,賴清文,32,0651019,0651019,0651022,1冊16頁,2,2,董事長,財團法人台灣省屏東縣北勢寮保安宮,0610517,屏東縣枋寮鄉中寮中正路一號,以宣揚敬神，維持淳風美俗，管理寺廟財產，興辦慈善事業，促進社        會福利。,由信徒捐助,台灣省屏東縣政府，中華民國六十一年四月廿四日,永久,89500,1,0820524,0651110,0651110,,,,,,,,,
065法登000008,1,1,唐志明,41,0650623,0650623,0650626,1冊25頁,,0,黃清雲,財團法人台灣省屏東縣琉球鄉水仙宮,0650623,屏東縣琉球鄉本福村中山路二二三號,宣揚水僊懿德、倡行水教道、興辦公益事業文化、促進社會福利為目的。,信徒及熱心人士捐獻,台灣省屏東縣政府，六十五年五月廿六日，,永久,6879832,1,0650623,0661129,,,,,,,,,,
065法登000010,1,1,唐志明,43,0650804,0650804,0650806,1冊27頁,,0,董事長,財團法人台灣香蕉研究所,0650804,屏東縣九如鄉玉泉村榮泉街一號,研究改進香蕉之生產與運銷，促進台灣香蕉產銷事業之發展。,由創辦人捐助、政府機關補助、基金孳息等。,五十九年九月二日經濟部，五九農字第一九八四九號,永久,10464311,1,0650804,0651230,,,,,,,,,,
065法登000011,1,2,周鴻禹,24,0621116,0651116,0651119,1冊8頁,2,3,馮觀濤,財團法人屏東縣私立新基高級中學,0580707,屏東縣東港鎮中正路九號之一,遵照教育宗旨創辦家職協助政府發展地方教育為目的,由鄭天祥捐助,台灣省政府教育廳，中華民國五十二年八月十九日,永久,21952562,1,0651116,0931014,,,,,,,,,,
066法登000003,1,2,戴章甫,27,0660204,0660204,0660206,1冊11頁,2,2,郭榮祥,財團法人台灣省屏東縣私立華洲高級工商職業學校,0590123,屏東市歸心里九號,創辦工商職業學校并謀其發展,由創辦人郭榮祥及現任部份董事捐贈,五十八年六月十五日台灣省教育廳,無限期,7122090,1,0660204,0661129,,,,,,,,,,
066法登000009,1,2,周鴻禹,29,0660728,0660728,0660731,1冊13頁,2,2,朱庭南,財團法人台灣省屏東縣屏東中華路基督教會,0600421,屏東市中華路一六三號,傳揚耶蘇救世大恩，造福人群。,由信徒捐助。,台灣省屏東縣政府，中華民國六十年三月廿二日，,永久,1920000,1,0660731,0660831,,,,,,,,,,
068法登000003,1,2,周鴻禹,17,0680726,0680726,0680729,1冊1頁,2,4,董事長,財團法人私立永達工業專科學校,0560725,屏東縣麟洛鄉麟蹄村五鄰中山路三一六號,為供應私立永達工業專科學校所需之一切設備及經費。,由創辦人車轟等捐助,中華民國五十六年六月十日，教育部，台(五六)高字第九八四一號,永久,30302102,1,0680726,0931014,,,,,,,,,,
068法登000008,1,1,李麗芳,46,0680728,0680728,0680728,2冊3頁,,0,江明道,財團法人屏東縣基督教新生會潮州教會,0680728,屏東縣潮州鎮信義路三五號,宣揚基督福音辦理慈善事業福利社會公益為目的,由基督徒捐助,屏東縣政府  67.06.05  屏民行字第四六八七五號,永久,689893,1,0890529,0931014,,,,,,,,,,
