登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
037法登000003,1,1,陳榮茂,3,0370818,0370818,0370821,1冊10頁,,0,董事長,財團法人存仁院,0370818,新竹縣芎林鄉文林村陸玖號,救濟貧民,由前存仁院贈與之不動產,三十七年七月二十七日新竹縣政府,,537200,1,0370818,0921224,,,,,,,,,,
040法登000005,1,1,陳榮茂,5,0410319,0410319,0410322,1冊13頁,,0,董事長,財團法人陳雲如成美團,0410319,新竹縣香山鄉牛埔村店仔口肆拾號,經營一般慈善事業以期社會健全發達,由陳雲如捐助原日據時設立財團法人陳雲如成美團之土地及現款,四十年三月六日新竹縣政府,未定,32635,1,0410319,0921224,,,,,,,,,,
041法登000006,1,1,林李灶,6,0410319,0410319,0410322,1冊13頁,,0,董事長,財團法人褒忠亭義民中學財團,0410319,新竹縣新埔鎮下寮里寺廟褒忠亭內,舉辦私立義民中學及獎勵教育.其他有關教育事業,以寺廟褒忠亭原有土地及房屋變更為本財團及其他有志捐獻財物,四十年十二月二十五日新竹縣政府,無限期,397220,1,0410319,0921224,,,,,,,,,,
041法登000008,1,1,林李灶,8,0410929,0410929,0411002,1冊24頁,,0,董事長,財團法人林公九牧學田,0410929,新竹縣竹北市東平村林家祀廟內,本學田承繼林公九遺囑,以舉辦育英並文化事業,藉以培養人材,振興學術為宗旨,由祭祀公業林公九牧所有土地組織名為本財團名義,四十一年三月二十四日新竹縣政府,無限期,35082,1,0410929,0921224,,,,,,,,,,
041法登000009,1,1,林李灶,9,0410929,0410929,0411002,1冊27頁,,0,董事長,財團法人林公先坤學田,0410929,竹北鄉東平村林家祀廟內,舉辦育英並文化事業藉以培養人材振興學術,由祭祀公業林公先坤所有並林公先坤寄附南雅義渡公所有不動產變名,四十一年五月八日新竹縣政府,無限期,93920,1,0411002,0921224,,,,,,,,,,
041法登000010,1,1,林李灶,10,0411002,0411002,0411005,1冊29頁,,0,董事長,財團法人劉里益獎學財團,0411002,新竹縣芎林鄉芎林村一一四號,拲辦教育事業並文化事業培養人材並振興學術,由祭祀公業劉里益祭祀公業劉益泰祭祀公業劉阿別祭祀公業劉星亮所,四十一年六月四日新竹縣政府,無限期,53710,1,0411009,0921224,,,,,,,,,,
041法登000011,1,1,林李灶,11,0411009,0411009,0411012,2冊1頁,,0,董事長,財團法人劉榮公學田,0411009,新竹縣新埔鎮新生里九六號劉氏家廟內,舉辦育英並文化事業藉以培養人材振興學術,由祭祠公業劉榮公榮公嘗劉家祠所有不動產變名為本財團,四十一年五月八日新竹縣政府,無限期,59000,1,0411009,0921224,,,,,,,,,,
041法登000012,1,1,林李灶,12,0411224,0411224,0411227,2冊4頁,,0,董事長,財團謝申伯公育英財團法人,0411224,苗栗市恭敬里七鄰七十二號,資助教育事業及獎勵文化事業為目的,由祭祀公業謝申伯公嘗所有土地及房屋變更為財團名義,四十一年十月二十九日苗栗縣政府,無限期,57629683,1,0411224,0921224,,,,,,,,,,
041法登000013,1,1,鄭忠仁,13,0411202,0411202,0411205,2冊8頁,,0,董事長,財團法人臺灣省私立建臺中學財團,0411202,苗栗縣苗栗鎮福麗里夰鄰五九戶四四號,舉辦教育事業辦理左列業務:一、建設及維持台灣省私立建台中學教育事業二、基本財產造成事業三、其他有關教育事業,由祠廟文昌祀(又名文昌祀典)及祠廟義民祀(又名民會義民廟義民祠),四十一年十一月二十二日苗栗縣政府,無限期,247932,1,0411202,0921224,,,,,,,,,,
041法登000014,1,1,鄭忠仁,14,0411209,0411209,0411212,2冊20頁,,0,董事長,財團法人新城學租財團,0411209,新竹縣寶山鄉新城村新豐宮,以資助教育事業為目的,由新城村新豐官國王祀所有土地組織變名為財團名義,四十一年十一月七日新竹縣政府,無限期,40984,1,0411209,0921224,,,,,,,,,,
041法登000015,1,1,鄭忠仁,15,0411224,0411224,0411227,2冊22頁,,0,董事長,財團法人文林閣獎學財團,0411224,新竹縣芎林鄉文林村二七號文林閣內,舉辦教育事業辦理左列業務一、資助中等學校以上學行俱優之貧寒學二、獎勵關于學術有所發明與創造並致力研究其成績優良者三、其他月關教育事項四、有關文林閣之修建及祭祀事項,由文林閣及文昌嘗所有土地組織變名為本財團,四十一年三月二十七日新竹縣政府,無限期,80940,1,0411224,0921224,,,,,,,,,,
042法登000016,1,1,鄭忠仁,16,0420103,0420103,0420106,2冊26頁,,0,董事長,財團法人飛鳳山關聖學田,0420103,設新竹縣芎林鄉新鳳村十鄰燥坑十九號聖帝廟內,舉辦育英並文化事業以培養人材振興學術為宗旨,由寺廟聖帝廟及前財團法人廣聚社所有土地組織變名為本學田,四十一年八月七日新竹縣政府,無限期,164165,1,0420103,0921224,,,,,,,,,,
